player,team,team_position,opponent,opponent_position,goals,assists
Dwight McNeil,Wolves,13,Wolves,13,,
Dwight McNeil,Man Utd,2,Man Utd,2,,
Dwight McNeil,West Ham,6,West Ham,6,,
Dwight McNeil,Liverpool,3,Liverpool,3,,
Dwight McNeil,Aston Villa,11,Aston Villa,11,1,1
Dwight McNeil,Chelsea,4,Chelsea,4,,
Dwight McNeil,Man City,1,Man City,1,,
Dwight McNeil,Brighton,16,Brighton,16,,
Dwight McNeil,Crystal Palace,14,Crystal Palace,14,,1
Dwight McNeil,Fulham,18,Fulham,18,,
Dwight McNeil,West Brom,19,West Brom,19,,
Dwight McNeil,Spurs,7,Spurs,7,,
Dwight McNeil,Leicester,5,Leicester,5,,
Dwight McNeil,Arsenal,8,Arsenal,8,,
Dwight McNeil,Everton,10,Everton,10,1,
Dwight McNeil,Southampton,15,Southampton,15,,
Dwight McNeil,Newcastle,12,Newcastle,12,,
Dwight McNeil,Man Utd,2,Man Utd,2,,
Dwight McNeil,Wolves,13,Wolves,13,,2
Dwight McNeil,West Ham,6,West Ham,6,,
Dwight McNeil,Fulham,18,Fulham,18,,
Dwight McNeil,Leeds,9,Leeds,9,,
Dwight McNeil,Liverpool,3,Liverpool,3,,
Dwight McNeil,Sheff Utd,20,Sheff Utd,20,,
Pierre-Emile Höjbjerg,Everton,10,Everton,10,,
Pierre-Emile Höjbjerg,Southampton,15,Southampton,15,,
Pierre-Emile Höjbjerg,Newcastle,12,Newcastle,12,,
Pierre-Emile Höjbjerg,Man Utd,2,Man Utd,2,,1
Pierre-Emile Höjbjerg,West Ham,6,West Ham,6,,
Pierre-Emile Höjbjerg,Burnley,17,Burnley,17,,
Pierre-Emile Höjbjerg,Brighton,16,Brighton,16,,
Pierre-Emile Höjbjerg,West Brom,19,West Brom,19,,
Pierre-Emile Höjbjerg,Man City,1,Man City,1,,
Pierre-Emile Höjbjerg,Chelsea,4,Chelsea,4,,
Pierre-Emile Höjbjerg,Arsenal,8,Arsenal,8,,
Pierre-Emile Höjbjerg,Crystal Palace,14,Crystal Palace,14,,
Pierre-Emile Höjbjerg,Liverpool,3,Liverpool,3,,
Pierre-Emile Höjbjerg,Leicester,5,Leicester,5,,
Pierre-Emile Höjbjerg,Wolves,13,Wolves,13,,
Pierre-Emile Höjbjerg,Leeds,9,Leeds,9,,
Pierre-Emile Höjbjerg,Fulham,18,Fulham,18,,
Pierre-Emile Höjbjerg,Sheff Utd,20,Sheff Utd,20,,1
Pierre-Emile Höjbjerg,Liverpool,3,Liverpool,3,1,
Pierre-Emile Höjbjerg,Brighton,16,Brighton,16,,
Pierre-Emile Höjbjerg,Chelsea,4,Chelsea,4,,
Pierre-Emile Höjbjerg,West Brom,19,West Brom,19,,1
Pierre-Emile Höjbjerg,Man City,1,Man City,1,,
Pierre-Emile Höjbjerg,West Ham,6,West Ham,6,,
Pierre-Emile Höjbjerg,Burnley,17,Burnley,17,,
Pierre-Emile Höjbjerg,Fulham,18,Fulham,18,,
Pierre-Emile Höjbjerg,Crystal Palace,14,Crystal Palace,14,,
Pierre-Emile Höjbjerg,Arsenal,8,Arsenal,8,,
Pierre-Emile Höjbjerg,Aston Villa,11,Aston Villa,11,,
Pierre-Emile Höjbjerg,Newcastle,12,Newcastle,12,,
Pierre-Emile Höjbjerg,Man Utd,2,Man Utd,2,,
Pierre-Emile Höjbjerg,Everton,10,Everton,10,,
Pierre-Emile Höjbjerg,Southampton,15,Southampton,15,,
Pierre-Emile Höjbjerg,Sheff Utd,20,Sheff Utd,20,,
Pierre-Emile Höjbjerg,Leeds,9,Leeds,9,,
Pierre-Emile Höjbjerg,Wolves,13,Wolves,13,1,1
Pierre-Emile Höjbjerg,Aston Villa,11,Aston Villa,11,,
Pierre-Emile Höjbjerg,Leicester,5,Leicester,5,,
Aaron Wan-Bissaka,Brighton,16,Brighton,16,,
Aaron Wan-Bissaka,Spurs,7,Spurs,7,,
Aaron Wan-Bissaka,Newcastle,12,Newcastle,12,1,
Aaron Wan-Bissaka,Chelsea,4,Chelsea,4,,
Aaron Wan-Bissaka,Arsenal,8,Arsenal,8,,
Aaron Wan-Bissaka,Everton,10,Everton,10,,
Aaron Wan-Bissaka,West Brom,19,West Brom,19,,
Aaron Wan-Bissaka,Southampton,15,Southampton,15,,
Aaron Wan-Bissaka,West Ham,6,West Ham,6,,
Aaron Wan-Bissaka,Man City,1,Man City,1,,
Aaron Wan-Bissaka,Sheff Utd,20,Sheff Utd,20,,
Aaron Wan-Bissaka,Leeds,9,Leeds,9,,
Aaron Wan-Bissaka,Wolves,13,Wolves,13,,
Aaron Wan-Bissaka,Aston Villa,11,Aston Villa,11,,1
Aaron Wan-Bissaka,Burnley,17,Burnley,17,,
Aaron Wan-Bissaka,Liverpool,3,Liverpool,3,,
Aaron Wan-Bissaka,Fulham,18,Fulham,18,,
Aaron Wan-Bissaka,Sheff Utd,20,Sheff Utd,20,,
Aaron Wan-Bissaka,Arsenal,8,Arsenal,8,,
Aaron Wan-Bissaka,Southampton,15,Southampton,15,1,
Aaron Wan-Bissaka,Everton,10,Everton,10,,1
Aaron Wan-Bissaka,West Brom,19,West Brom,19,,
Aaron Wan-Bissaka,Newcastle,12,Newcastle,12,,
Aaron Wan-Bissaka,Chelsea,4,Chelsea,4,,
Aaron Wan-Bissaka,Crystal Palace,14,Crystal Palace,14,,
Aaron Wan-Bissaka,Man City,1,Man City,1,,
Aaron Wan-Bissaka,West Ham,6,West Ham,6,,
Aaron Wan-Bissaka,Brighton,16,Brighton,16,,
Aaron Wan-Bissaka,Spurs,7,Spurs,7,,
Aaron Wan-Bissaka,Burnley,17,Burnley,17,,
Aaron Wan-Bissaka,Leeds,9,Leeds,9,,
Aaron Wan-Bissaka,Aston Villa,11,Aston Villa,11,,1
Aaron Wan-Bissaka,Liverpool,3,Liverpool,3,,1
Aaron Wan-Bissaka,Fulham,18,Fulham,18,,
Emile Smith Rowe,Chelsea,4,Chelsea,4,,1
Emile Smith Rowe,Brighton,16,Brighton,16,,
Emile Smith Rowe,West Brom,19,West Brom,19,,1
Emile Smith Rowe,Crystal Palace,14,Crystal Palace,14,,
Emile Smith Rowe,Newcastle,12,Newcastle,12,,1
Emile Smith Rowe,Southampton,15,Southampton,15,,
Emile Smith Rowe,Man Utd,2,Man Utd,2,,
Emile Smith Rowe,Wolves,13,Wolves,13,,
Emile Smith Rowe,Aston Villa,11,Aston Villa,11,,
Emile Smith Rowe,Leeds,9,Leeds,9,,1
Emile Smith Rowe,Man City,1,Man City,1,,
Emile Smith Rowe,Leicester,5,Leicester,5,,
Emile Smith Rowe,Spurs,7,Spurs,7,,
Emile Smith Rowe,West Ham,6,West Ham,6,,
Emile Smith Rowe,Fulham,18,Fulham,18,,
Emile Smith Rowe,Everton,10,Everton,10,,
Emile Smith Rowe,West Brom,19,West Brom,19,1,
Emile Smith Rowe,Chelsea,4,Chelsea,4,1,
Emile Smith Rowe,Crystal Palace,14,Crystal Palace,14,,
Emile Smith Rowe,Brighton,16,Brighton,16,,
Adama Traoré,Sheff Utd,20,Sheff Utd,20,,
Adama Traoré,Man City,1,Man City,1,,
Adama Traoré,West Ham,6,West Ham,6,,
Adama Traoré,Fulham,18,Fulham,18,,
Adama Traoré,Leeds,9,Leeds,9,,
Adama Traoré,Newcastle,12,Newcastle,12,,
Adama Traoré,Crystal Palace,14,Crystal Palace,14,,
Adama Traoré,Leicester,5,Leicester,5,,
Adama Traoré,Southampton,15,Southampton,15,,
Adama Traoré,Arsenal,8,Arsenal,8,,
Adama Traoré,Liverpool,3,Liverpool,3,,
Adama Traoré,Aston Villa,11,Aston Villa,11,,
Adama Traoré,Chelsea,4,Chelsea,4,,
Adama Traoré,Burnley,17,Burnley,17,,
Adama Traoré,Spurs,7,Spurs,7,,
Adama Traoré,Man Utd,2,Man Utd,2,,
Adama Traoré,Brighton,16,Brighton,16,,1
Adama Traoré,West Brom,19,West Brom,19,,
Adama Traoré,Chelsea,4,Chelsea,4,,
Adama Traoré,Crystal Palace,14,Crystal Palace,14,,
Adama Traoré,Arsenal,8,Arsenal,8,,
Adama Traoré,Leicester,5,Leicester,5,,
Adama Traoré,Southampton,15,Southampton,15,,
Adama Traoré,Leeds,9,Leeds,9,,
Adama Traoré,Newcastle,12,Newcastle,12,,
Adama Traoré,Man City,1,Man City,1,,
Adama Traoré,Aston Villa,11,Aston Villa,11,,
Adama Traoré,Liverpool,3,Liverpool,3,,
Adama Traoré,West Ham,6,West Ham,6,,1
Adama Traoré,Fulham,18,Fulham,18,1,
Adama Traoré,Sheff Utd,20,Sheff Utd,20,,1
Adama Traoré,Burnley,17,Burnley,17,,
Adama Traoré,West Brom,19,West Brom,19,,
Adama Traoré,Brighton,16,Brighton,16,1,
Adama Traoré,Spurs,7,Spurs,7,,
Adama Traoré,Everton,10,Everton,10,,
Adama Traoré,Man Utd,2,Man Utd,2,,
Ezgjan Alioski,Fulham,18,Fulham,18,,
Ezgjan Alioski,Sheff Utd,20,Sheff Utd,20,,
Ezgjan Alioski,Man City,1,Man City,1,,
Ezgjan Alioski,Aston Villa,11,Aston Villa,11,,
Ezgjan Alioski,Leicester,5,Leicester,5,,
Ezgjan Alioski,Crystal Palace,14,Crystal Palace,14,,
Ezgjan Alioski,Arsenal,8,Arsenal,8,,
Ezgjan Alioski,Everton,10,Everton,10,,
Ezgjan Alioski,Chelsea,4,Chelsea,4,,
Ezgjan Alioski,West Ham,6,West Ham,6,,
Ezgjan Alioski,Newcastle,12,Newcastle,12,1,
Ezgjan Alioski,Man Utd,2,Man Utd,2,,
Ezgjan Alioski,Burnley,17,Burnley,17,,
Ezgjan Alioski,West Brom,19,West Brom,19,1,
Ezgjan Alioski,Spurs,7,Spurs,7,,
Ezgjan Alioski,Brighton,16,Brighton,16,,
Ezgjan Alioski,Newcastle,12,Newcastle,12,,
Ezgjan Alioski,Leicester,5,Leicester,5,,
Ezgjan Alioski,Everton,10,Everton,10,,
Ezgjan Alioski,Crystal Palace,14,Crystal Palace,14,,
Ezgjan Alioski,Arsenal,8,Arsenal,8,,
Ezgjan Alioski,Wolves,13,Wolves,13,,
Ezgjan Alioski,Southampton,15,Southampton,15,,
Ezgjan Alioski,Aston Villa,11,Aston Villa,11,,
Ezgjan Alioski,West Ham,6,West Ham,6,,
Ezgjan Alioski,Chelsea,4,Chelsea,4,,
Ezgjan Alioski,Fulham,18,Fulham,18,,
Ezgjan Alioski,Sheff Utd,20,Sheff Utd,20,,
Ezgjan Alioski,Man City,1,Man City,1,,1
Ezgjan Alioski,Liverpool,3,Liverpool,3,,
Ezgjan Alioski,Man Utd,2,Man Utd,2,,
Ezgjan Alioski,Brighton,16,Brighton,16,,
Ezgjan Alioski,Spurs,7,Spurs,7,,1
Ezgjan Alioski,Burnley,17,Burnley,17,,1
Ezgjan Alioski,Southampton,15,Southampton,15,,
Ezgjan Alioski,West Brom,19,West Brom,19,,
Abdoulaye Doucouré,Spurs,7,Spurs,7,,
Abdoulaye Doucouré,West Brom,19,West Brom,19,,
Abdoulaye Doucouré,Crystal Palace,14,Crystal Palace,14,,
Abdoulaye Doucouré,Brighton,16,Brighton,16,,1
Abdoulaye Doucouré,Liverpool,3,Liverpool,3,,
Abdoulaye Doucouré,Southampton,15,Southampton,15,,
Abdoulaye Doucouré,Newcastle,12,Newcastle,12,,
Abdoulaye Doucouré,Man Utd,2,Man Utd,2,,
Abdoulaye Doucouré,Fulham,18,Fulham,18,1,
Abdoulaye Doucouré,Leeds,9,Leeds,9,,
Abdoulaye Doucouré,Burnley,17,Burnley,17,,
Abdoulaye Doucouré,Chelsea,4,Chelsea,4,,
Abdoulaye Doucouré,Leicester,5,Leicester,5,,
Abdoulaye Doucouré,Arsenal,8,Arsenal,8,,
Abdoulaye Doucouré,Sheff Utd,20,Sheff Utd,20,,1
Abdoulaye Doucouré,West Ham,6,West Ham,6,,
Abdoulaye Doucouré,Wolves,13,Wolves,13,,
Abdoulaye Doucouré,Newcastle,12,Newcastle,12,,
Abdoulaye Doucouré,Leeds,9,Leeds,9,,
Abdoulaye Doucouré,Man Utd,2,Man Utd,2,1,1
Abdoulaye Doucouré,Fulham,18,Fulham,18,,
Abdoulaye Doucouré,Man City,1,Man City,1,,
Abdoulaye Doucouré,Liverpool,3,Liverpool,3,,
Abdoulaye Doucouré,Southampton,15,Southampton,15,,
Abdoulaye Doucouré,West Brom,19,West Brom,19,,
Abdoulaye Doucouré,Aston Villa,11,Aston Villa,11,,
Abdoulaye Doucouré,Sheff Utd,20,Sheff Utd,20,,
Abdoulaye Doucouré,Wolves,13,Wolves,13,,
Abdoulaye Doucouré,Man City,1,Man City,1,,
Nathan Redmond,Crystal Palace,14,Crystal Palace,14,,
Nathan Redmond,West Brom,19,West Brom,19,,
Nathan Redmond,Chelsea,4,Chelsea,4,,
Nathan Redmond,Everton,10,Everton,10,,
Nathan Redmond,Newcastle,12,Newcastle,12,,
Nathan Redmond,Brighton,16,Brighton,16,,
Nathan Redmond,Sheff Utd,20,Sheff Utd,20,1,
Nathan Redmond,Arsenal,8,Arsenal,8,,
Nathan Redmond,Man City,1,Man City,1,,
Nathan Redmond,Arsenal,8,Arsenal,8,,
Nathan Redmond,Aston Villa,11,Aston Villa,11,,
Nathan Redmond,Man Utd,2,Man Utd,2,,
Nathan Redmond,Newcastle,12,Newcastle,12,,
Nathan Redmond,Wolves,13,Wolves,13,,
Nathan Redmond,Chelsea,4,Chelsea,4,,1
Nathan Redmond,Leeds,9,Leeds,9,,
Nathan Redmond,Everton,10,Everton,10,,
Nathan Redmond,Sheff Utd,20,Sheff Utd,20,,
Nathan Redmond,Man City,1,Man City,1,,
Nathan Redmond,Brighton,16,Brighton,16,,
Nathan Redmond,Burnley,17,Burnley,17,1,1
Nathan Redmond,West Brom,19,West Brom,19,,
Nathan Redmond,Spurs,7,Spurs,7,,
Nathan Redmond,Leicester,5,Leicester,5,,
Nathan Redmond,Liverpool,3,Liverpool,3,,
Nathan Redmond,Crystal Palace,14,Crystal Palace,14,,1
Nathan Redmond,Fulham,18,Fulham,18,,
Nathan Redmond,Leeds,9,Leeds,9,,
Nathan Redmond,West Ham,6,West Ham,6,,
João Cancelo,Arsenal,8,Arsenal,8,,
João Cancelo,West Ham,6,West Ham,6,,1
João Cancelo,Sheff Utd,20,Sheff Utd,20,,
João Cancelo,Liverpool,3,Liverpool,3,,
João Cancelo,Spurs,7,Spurs,7,,
João Cancelo,Fulham,18,Fulham,18,,
João Cancelo,Man Utd,2,Man Utd,2,,
João Cancelo,West Brom,19,West Brom,19,,
João Cancelo,Southampton,15,Southampton,15,,
João Cancelo,Newcastle,12,Newcastle,12,,
João Cancelo,Chelsea,4,Chelsea,4,,
João Cancelo,Brighton,16,Brighton,16,,
João Cancelo,Crystal Palace,14,Crystal Palace,14,,
João Cancelo,Aston Villa,11,Aston Villa,11,,
João Cancelo,West Brom,19,West Brom,19,1,1
João Cancelo,Burnley,17,Burnley,17,,
João Cancelo,Liverpool,3,Liverpool,3,,
João Cancelo,Spurs,7,Spurs,7,,
João Cancelo,Everton,10,Everton,10,,
João Cancelo,Arsenal,8,Arsenal,8,,
João Cancelo,Wolves,13,Wolves,13,,
João Cancelo,Man Utd,2,Man Utd,2,,
João Cancelo,Fulham,18,Fulham,18,,1
João Cancelo,Leeds,9,Leeds,9,,
João Cancelo,Crystal Palace,14,Crystal Palace,14,,
João Cancelo,Chelsea,4,Chelsea,4,,
João Cancelo,Newcastle,12,Newcastle,12,1,
João Cancelo,Brighton,16,Brighton,16,,
Timothy Castagne,West Brom,19,West Brom,19,1,
Timothy Castagne,Burnley,17,Burnley,17,,1
Timothy Castagne,Man City,1,Man City,1,,1
Timothy Castagne,West Ham,6,West Ham,6,,
Timothy Castagne,Aston Villa,11,Aston Villa,11,,
Timothy Castagne,Arsenal,8,Arsenal,8,,
Timothy Castagne,Spurs,7,Spurs,7,,
Timothy Castagne,Man Utd,2,Man Utd,2,,
Timothy Castagne,Newcastle,12,Newcastle,12,,
Timothy Castagne,Southampton,15,Southampton,15,,
Timothy Castagne,Chelsea,4,Chelsea,4,,
Timothy Castagne,Everton,10,Everton,10,,
Timothy Castagne,Leeds,9,Leeds,9,,
Timothy Castagne,Aston Villa,11,Aston Villa,11,,
Timothy Castagne,Arsenal,8,Arsenal,8,,
Timothy Castagne,Burnley,17,Burnley,17,,
Timothy Castagne,Brighton,16,Brighton,16,,
Timothy Castagne,Sheff Utd,20,Sheff Utd,20,,
Timothy Castagne,Man City,1,Man City,1,,
Timothy Castagne,West Ham,6,West Ham,6,,
Timothy Castagne,West Brom,19,West Brom,19,,1
Timothy Castagne,Crystal Palace,14,Crystal Palace,14,1,
Timothy Castagne,Southampton,15,Southampton,15,,
Timothy Castagne,Newcastle,12,Newcastle,12,,
Timothy Castagne,Man Utd,2,Man Utd,2,,
Timothy Castagne,Chelsea,4,Chelsea,4,,
Timothy Castagne,Spurs,7,Spurs,7,,
Jeffrey Schlupp,Southampton,15,Southampton,15,,
Jeffrey Schlupp,Man Utd,2,Man Utd,2,,1
Jeffrey Schlupp,Brighton,16,Brighton,16,,
Jeffrey Schlupp,Fulham,18,Fulham,18,,
Jeffrey Schlupp,Wolves,13,Wolves,13,,
Jeffrey Schlupp,Leeds,9,Leeds,9,,
Jeffrey Schlupp,Burnley,17,Burnley,17,,
Jeffrey Schlupp,Newcastle,12,Newcastle,12,,
Jeffrey Schlupp,West Brom,19,West Brom,19,,
Jeffrey Schlupp,Spurs,7,Spurs,7,1,
Jeffrey Schlupp,West Ham,6,West Ham,6,,
Jeffrey Schlupp,Liverpool,3,Liverpool,3,,
Jeffrey Schlupp,Aston Villa,11,Aston Villa,11,,
Jeffrey Schlupp,Leicester,5,Leicester,5,,
Jeffrey Schlupp,Sheff Utd,20,Sheff Utd,20,1,
Jeffrey Schlupp,Man Utd,2,Man Utd,2,,
Jeffrey Schlupp,Spurs,7,Spurs,7,,
Jeffrey Schlupp,West Brom,19,West Brom,19,,
Jeffrey Schlupp,Everton,10,Everton,10,,1
Jeffrey Schlupp,Chelsea,4,Chelsea,4,,1
Jeffrey Schlupp,Leicester,5,Leicester,5,,
Jeffrey Schlupp,Man City,1,Man City,1,,
Jeffrey Schlupp,Sheff Utd,20,Sheff Utd,20,,
Jeffrey Schlupp,Southampton,15,Southampton,15,,
Jeffrey Schlupp,Aston Villa,11,Aston Villa,11,,
Jeffrey Schlupp,Arsenal,8,Arsenal,8,,
Jeffrey Schlupp,Liverpool,3,Liverpool,3,,
Jacob Murphy,Spurs,7,Spurs,7,,
Jacob Murphy,Wolves,13,Wolves,13,1,
Jacob Murphy,Everton,10,Everton,10,,
Jacob Murphy,Southampton,15,Southampton,15,,
Jacob Murphy,Chelsea,4,Chelsea,4,,
Jacob Murphy,West Brom,19,West Brom,19,,1
Jacob Murphy,Leeds,9,Leeds,9,,
Jacob Murphy,Man City,1,Man City,1,,
Jacob Murphy,Liverpool,3,Liverpool,3,,
Jacob Murphy,Leicester,5,Leicester,5,,
Jacob Murphy,Sheff Utd,20,Sheff Utd,20,,
Jacob Murphy,Arsenal,8,Arsenal,8,,
Jacob Murphy,Leeds,9,Leeds,9,,
Jacob Murphy,Man Utd,2,Man Utd,2,,
Jacob Murphy,Wolves,13,Wolves,13,,
Jacob Murphy,Aston Villa,11,Aston Villa,11,,1
Jacob Murphy,Brighton,16,Brighton,16,,
Jacob Murphy,Spurs,7,Spurs,7,,
Jacob Murphy,Burnley,17,Burnley,17,1,
Jacob Murphy,West Ham,6,West Ham,6,,
Jacob Murphy,Liverpool,3,Liverpool,3,,
Jacob Murphy,Arsenal,8,Arsenal,8,,
Jacob Murphy,Leicester,5,Leicester,5,,
Jacob Murphy,Man City,1,Man City,1,,
Jacob Murphy,Sheff Utd,20,Sheff Utd,20,,1
Jacob Murphy,Fulham,18,Fulham,18,,
Callum Hudson-Odoi,Brighton,16,Brighton,16,,
Callum Hudson-Odoi,West Brom,19,West Brom,19,1,
Callum Hudson-Odoi,Crystal Palace,14,Crystal Palace,14,,
Callum Hudson-Odoi,Burnley,17,Burnley,17,,
Callum Hudson-Odoi,Newcastle,12,Newcastle,12,,
Callum Hudson-Odoi,Arsenal,8,Arsenal,8,,1
Callum Hudson-Odoi,Aston Villa,11,Aston Villa,11,,
Callum Hudson-Odoi,Man City,1,Man City,1,1,
Callum Hudson-Odoi,Fulham,18,Fulham,18,,
Callum Hudson-Odoi,Leicester,5,Leicester,5,,
Callum Hudson-Odoi,Wolves,13,Wolves,13,,
Callum Hudson-Odoi,Burnley,17,Burnley,17,,1
Callum Hudson-Odoi,Spurs,7,Spurs,7,,
Callum Hudson-Odoi,Sheff Utd,20,Sheff Utd,20,,
Callum Hudson-Odoi,Newcastle,12,Newcastle,12,,
Callum Hudson-Odoi,Southampton,15,Southampton,15,,
Callum Hudson-Odoi,Man Utd,2,Man Utd,2,,
Callum Hudson-Odoi,Everton,10,Everton,10,,
Callum Hudson-Odoi,Leeds,9,Leeds,9,,
Callum Hudson-Odoi,Crystal Palace,14,Crystal Palace,14,,1
Callum Hudson-Odoi,Brighton,16,Brighton,16,,
Callum Hudson-Odoi,Man City,1,Man City,1,,
Callum Hudson-Odoi,Arsenal,8,Arsenal,8,,
Hakim Ziyech,Southampton,15,Southampton,15,,
Hakim Ziyech,Man Utd,2,Man Utd,2,,
Hakim Ziyech,Burnley,17,Burnley,17,1,1
Hakim Ziyech,Sheff Utd,20,Sheff Utd,20,,2
Hakim Ziyech,Newcastle,12,Newcastle,12,,
Hakim Ziyech,Spurs,7,Spurs,7,,
Hakim Ziyech,Leeds,9,Leeds,9,,
Hakim Ziyech,Man City,1,Man City,1,,
Hakim Ziyech,Fulham,18,Fulham,18,,
Hakim Ziyech,Leicester,5,Leicester,5,,
Hakim Ziyech,Wolves,13,Wolves,13,,
Hakim Ziyech,Southampton,15,Southampton,15,,
Hakim Ziyech,Man Utd,2,Man Utd,2,,
Hakim Ziyech,Liverpool,3,Liverpool,3,,
Hakim Ziyech,Leeds,9,Leeds,9,,
Hakim Ziyech,West Brom,19,West Brom,19,,
Hakim Ziyech,Crystal Palace,14,Crystal Palace,14,,
Hakim Ziyech,Brighton,16,Brighton,16,,
Hakim Ziyech,West Ham,6,West Ham,6,,
Hakim Ziyech,Fulham,18,Fulham,18,,
Hakim Ziyech,Man City,1,Man City,1,1,
Hakim Ziyech,Arsenal,8,Arsenal,8,,
Hakim Ziyech,Aston Villa,11,Aston Villa,11,,
Serge Aurier,Man Utd,2,Man Utd,2,1,1
Serge Aurier,West Ham,6,West Ham,6,,
Serge Aurier,Man City,1,Man City,1,,
Serge Aurier,Chelsea,4,Chelsea,4,,
Serge Aurier,Arsenal,8,Arsenal,8,,
Serge Aurier,Crystal Palace,14,Crystal Palace,14,,
Serge Aurier,Liverpool,3,Liverpool,3,,
Serge Aurier,Leicester,5,Leicester,5,,
Serge Aurier,Fulham,18,Fulham,18,,
Serge Aurier,Sheff Utd,20,Sheff Utd,20,1,
Serge Aurier,Liverpool,3,Liverpool,3,,
Serge Aurier,Chelsea,4,Chelsea,4,,
Serge Aurier,West Brom,19,West Brom,19,,
Serge Aurier,Burnley,17,Burnley,17,,
Serge Aurier,Man Utd,2,Man Utd,2,,
Serge Aurier,Everton,10,Everton,10,,
Serge Aurier,Southampton,15,Southampton,15,,
Serge Aurier,Sheff Utd,20,Sheff Utd,20,,2
Serge Aurier,Leeds,9,Leeds,9,,
Tyrone Mings,Sheff Utd,20,Sheff Utd,20,,1
Tyrone Mings,Fulham,18,Fulham,18,1,
Tyrone Mings,Liverpool,3,Liverpool,3,,
Tyrone Mings,Leicester,5,Leicester,5,,
Tyrone Mings,Leeds,9,Leeds,9,,
Tyrone Mings,Southampton,15,Southampton,15,1,
Tyrone Mings,Arsenal,8,Arsenal,8,,
Tyrone Mings,Brighton,16,Brighton,16,,
Tyrone Mings,West Ham,6,West Ham,6,,
Tyrone Mings,Wolves,13,Wolves,13,,
Tyrone Mings,Burnley,17,Burnley,17,,
Tyrone Mings,West Brom,19,West Brom,19,,
Tyrone Mings,Crystal Palace,14,Crystal Palace,14,,
Tyrone Mings,Man Utd,2,Man Utd,2,,
Tyrone Mings,Man City,1,Man City,1,,
Tyrone Mings,Newcastle,12,Newcastle,12,,
Tyrone Mings,Burnley,17,Burnley,17,,
Tyrone Mings,Southampton,15,Southampton,15,,
Tyrone Mings,West Ham,6,West Ham,6,,
Tyrone Mings,Arsenal,8,Arsenal,8,,
Tyrone Mings,Brighton,16,Brighton,16,,
Tyrone Mings,Leicester,5,Leicester,5,,
Tyrone Mings,Leeds,9,Leeds,9,,
Tyrone Mings,Sheff Utd,20,Sheff Utd,20,,
Tyrone Mings,Wolves,13,Wolves,13,,
Tyrone Mings,Newcastle,12,Newcastle,12,,
Tyrone Mings,Spurs,7,Spurs,7,,
Tyrone Mings,Fulham,18,Fulham,18,,1
Tyrone Mings,Liverpool,3,Liverpool,3,,
Tyrone Mings,Man City,1,Man City,1,,
Tyrone Mings,West Brom,19,West Brom,19,,
Tyrone Mings,Everton,10,Everton,10,,
Tyrone Mings,Man Utd,2,Man Utd,2,,
Tyrone Mings,Everton,10,Everton,10,,
Tyrone Mings,Spurs,7,Spurs,7,,
Tyrone Mings,Chelsea,4,Chelsea,4,,
Rodri,Wolves,13,Wolves,13,,
Rodri,Leicester,5,Leicester,5,,
Rodri,Leeds,9,Leeds,9,,
Rodri,Arsenal,8,Arsenal,8,,
Rodri,West Ham,6,West Ham,6,,
Rodri,Sheff Utd,20,Sheff Utd,20,,
Rodri,Liverpool,3,Liverpool,3,,
Rodri,Spurs,7,Spurs,7,,
Rodri,Burnley,17,Burnley,17,,
Rodri,Fulham,18,Fulham,18,,
Rodri,Man Utd,2,Man Utd,2,,
Rodri,West Brom,19,West Brom,19,,
Rodri,Southampton,15,Southampton,15,,
Rodri,Newcastle,12,Newcastle,12,,
Rodri,Chelsea,4,Chelsea,4,,
Rodri,Brighton,16,Brighton,16,,
Rodri,Aston Villa,11,Aston Villa,11,,1
Rodri,West Brom,19,West Brom,19,,
Rodri,Sheff Utd,20,Sheff Utd,20,,
Rodri,Burnley,17,Burnley,17,,
Rodri,Liverpool,3,Liverpool,3,,
Rodri,Spurs,7,Spurs,7,1,
Rodri,Everton,10,Everton,10,,
Rodri,West Ham,6,West Ham,6,,
Rodri,Wolves,13,Wolves,13,,
Rodri,Man Utd,2,Man Utd,2,,
Rodri,Fulham,18,Fulham,18,,
Rodri,Leicester,5,Leicester,5,,
Rodri,Aston Villa,11,Aston Villa,11,1,
Rodri,Crystal Palace,14,Crystal Palace,14,,
Rodri,Chelsea,4,Chelsea,4,,
Rodri,Newcastle,12,Newcastle,12,,1
Rodri,Brighton,16,Brighton,16,,
Rodri,Everton,10,Everton,10,,
Conor Gallagher,Burnley,17,Burnley,17,,
Conor Gallagher,Brighton,16,Brighton,16,,
Conor Gallagher,Fulham,18,Fulham,18,,
Conor Gallagher,Spurs,7,Spurs,7,,
Conor Gallagher,Man Utd,2,Man Utd,2,,
Conor Gallagher,Sheff Utd,20,Sheff Utd,20,1,
Conor Gallagher,Crystal Palace,14,Crystal Palace,14,1,
Conor Gallagher,Newcastle,12,Newcastle,12,,
Conor Gallagher,Man City,1,Man City,1,,
Conor Gallagher,Aston Villa,11,Aston Villa,11,,
Conor Gallagher,Liverpool,3,Liverpool,3,,
Conor Gallagher,Leeds,9,Leeds,9,,
Conor Gallagher,Arsenal,8,Arsenal,8,,
Conor Gallagher,West Ham,6,West Ham,6,,
Conor Gallagher,Fulham,18,Fulham,18,,
Conor Gallagher,Sheff Utd,20,Sheff Utd,20,,
Conor Gallagher,Spurs,7,Spurs,7,,
