league,player,team_venue_goal_number,opponent_current_position,opponent_final_position,final_score,minute,current_score,goal_type
LaLiga,Lionel Messi,Villarreal_H_1,6,7,4:0,35',3:0,Penalty
LaLiga,Lionel Messi,Real Betis_H_1,8,6,5:2,61',3:1,Penalty
LaLiga,Lionel Messi,CA Osasuna_H_1,14,11,4:0,73',4:0,Left-footed shot
LaLiga,Lionel Messi,Levante_H_1,17,14,1:0,76',1:0,Left-footed shot
LaLiga,Lionel Messi,Valencia_H_1,14,13,2:2,45'+4,1:1,Header
LaLiga,Lionel Messi,Real Valladolid_A_1,18,19,0:3,65',0:3,Left-footed shot
LaLiga,Lionel Messi,Athletic_A_1,18,10,2:3,38',1:2,Left-footed shot
LaLiga,Lionel Messi,Granada CF_A_1,7,9,0:4,35',0:2,Left-footed shot
LaLiga,Lionel Messi,Athletic_H_1,11,10,2:1,20',1:0,Direct free kick
LaLiga,Lionel Messi,Real Betis_A_1,7,6,2:3,59',1:1,Left-footed shot
LaLiga,Lionel Messi,Alavés_H_1,15,16,5:1,45'+1,2:0,Left-footed shot
LaLiga,Lionel Messi,Cádiz CF_H_1,15,12,1:1,32',1:0,Penalty
LaLiga,Lionel Messi,Elche CF_H_1,17,17,3:0,48',1:0,Left-footed shot
LaLiga,Lionel Messi,Sevilla FC_A_1,3,4,0:2,85',0:2,Right-footed shot
LaLiga,Lionel Messi,SD Huesca_H_1,20,18,4:1,13',1:0,Left-footed shot
LaLiga,Lionel Messi,Real Sociedad_A_1,5,5,1:6,56',0:4,Left-footed shot
LaLiga,Lionel Messi,Getafe_H_1,15,15,5:2,8',1:0,Left-footed shot
LaLiga,Lionel Messi,Granada CF_H_1,8,9,1:2,23',1:0,Left-footed shot
LaLiga,Lionel Messi,Valencia_A_1,14,13,2:3,57',1:1,Left-footed shot
LaLiga,Lionel Messi,Levante_A_1,14,14,3:3,25',0:1,Left-footed shot
LaLiga,Lionel Messi,Celta de Vigo_H_1,8,8,1:2,28',1:0,Header
LaLiga,Karim Benzema,Levante_A_1,13,14,0:2,90'+5,0:2,Counter attack goal
LaLiga,Karim Benzema,SD Huesca_H_1,19,18,4:1,45',2:0,Left-footed shot
LaLiga,Karim Benzema,Valencia_A_1,14,13,4:1,23',0:1,Right-footed shot
LaLiga,Karim Benzema,Athletic_H_1,12,10,3:1,74',2:1,Header
LaLiga,Karim Benzema,SD Eibar_A_1,11,20,1:3,6',0:1,Left-footed shot
LaLiga,Karim Benzema,Granada CF_H_1,6,9,2:0,90'+3,2:0,Counter attack goal
LaLiga,Karim Benzema,Alavés_A_1,17,16,1:4,41',0:2,Right-footed shot
LaLiga,Karim Benzema,Getafe_H_1,15,15,2:0,60',1:0,Header
LaLiga,Karim Benzema,Valencia_H_1,13,13,2:0,12',1:0,Right-footed shot
LaLiga,Karim Benzema,Atlético Madrid_A_1,1,1,1:1,88',1:1,Right-footed shot
LaLiga,Karim Benzema,Elche CF_H_1,17,17,2:1,73',1:1,Header
LaLiga,Karim Benzema,Celta de Vigo_A_1,10,8,1:3,20',0:1,Right-footed shot
LaLiga,Karim Benzema,SD Eibar_H_1,19,20,2:0,73',2:0,Header
LaLiga,Karim Benzema,Barcelona_H_1,2,3,2:1,13',1:0,Right-footed shot
LaLiga,Karim Benzema,Cádiz CF_A_1,12,12,0:3,30',0:1,Penalty
LaLiga,Karim Benzema,Granada CF_A_1,10,9,1:4,76',1:4,Right-footed shot
LaLiga,Karim Benzema,Villarreal_H_1,7,7,2:1,87',1:1,Right-footed shot
LaLiga,Gerard Moreno,SD Huesca_H_1,18,18,1:1,68',1:1,Penalty
LaLiga,Gerard Moreno,SD Eibar_H_1,12,20,2:1,63',1:1,Right-footed shot
LaLiga,Gerard Moreno,Alavés_H_1,19,16,3:1,45',2:1,Penalty
LaLiga,Gerard Moreno,Getafe_A_1,9,15,1:3,62',1:3,Right-footed shot
LaLiga,Gerard Moreno,Real Madrid_H_1,3,2,1:1,76',1:1,Penalty
LaLiga,Gerard Moreno,Real Sociedad_A_1,2,5,1:1,6',0:1,Penalty
LaLiga,Gerard Moreno,CA Osasuna_A_1,20,11,1:3,7',0:1,Left-footed shot
LaLiga,Gerard Moreno,Levante_H_1,9,14,2:1,54',2:0,Right-footed shot
LaLiga,Gerard Moreno,Celta de Vigo_A_1,8,8,0:4,5',0:1,Left-footed shot
LaLiga,Gerard Moreno,Elche CF_A_1,19,17,2:2,16',0:1,Left-footed shot
LaLiga,Gerard Moreno,Real Betis_H_1,8,6,1:2,65',1:2,Penalty
LaLiga,Gerard Moreno,Athletic_A_1,10,10,1:1,16',0:1,Left-footed shot
LaLiga,Gerard Moreno,Valencia_A_1,14,13,2:1,40',0:1,Penalty
LaLiga,Gerard Moreno,Cádiz CF_H_1,14,12,2:1,5',1:0,Penalty
LaLiga,Gerard Moreno,Granada CF_A_1,8,9,0:3,9',0:1,Penalty
LaLiga,Gerard Moreno,Levante_A_1,11,14,1:5,13',0:2,Left-footed shot
LaLiga,Gerard Moreno,Celta de Vigo_H_1,10,8,2:4,87',2:4,Penalty
LaLiga,Gerard Moreno,Real Valladolid_A_1,17,19,0:2,68',0:1,Left-footed shot
LaLiga,Gerard Moreno,Sevilla FC_H_1,4,4,4:0,66',3:0,Left-footed shot
LaLiga,Luis Suárez,Granada CF_H_1,2,9,6:1,85',5:0,Header
LaLiga,Luis Suárez,Celta de Vigo_A_1,13,8,0:2,6',0:1,Left-footed shot
LaLiga,Luis Suárez,Real Betis_H_1,10,6,2:0,90'+1,2:0,Left-footed shot
LaLiga,Luis Suárez,Cádiz CF_H_1,7,12,4:0,51',3:0,Left-footed shot
LaLiga,Luis Suárez,Elche CF_H_1,12,17,3:1,41',1:0,Right-footed shot
LaLiga,Luis Suárez,Getafe_H_1,13,15,1:0,20',1:0,Header
LaLiga,Luis Suárez,Alavés_A_1,12,16,1:2,90',1:2,Right-footed shot
LaLiga,Luis Suárez,SD Eibar_A_1,15,20,1:2,40',1:1,Right-footed shot
LaLiga,Luis Suárez,Valencia_H_1,14,13,3:1,54',2:1,Right-footed shot
LaLiga,Luis Suárez,Cádiz CF_A_1,10,12,2:4,28',0:1,Direct free kick
LaLiga,Luis Suárez,Celta de Vigo_H_1,10,8,2:2,45',1:1,Right-footed shot
LaLiga,Luis Suárez,Real Madrid_H_1,2,2,1:1,15',1:0,Right-footed shot
LaLiga,Luis Suárez,Athletic_H_1,9,10,2:1,51',2:1,Penalty
LaLiga,Luis Suárez,Alavés_H_1,18,16,1:0,54',1:0,Header
LaLiga,Luis Suárez,CA Osasuna_H_1,11,11,2:1,88',2:1,Right-footed shot
LaLiga,Luis Suárez,Real Valladolid_A_1,19,19,1:2,67',1:2,Left-footed shot
LaLiga,Youssef En-Nesyri,Levante_H_1,12,14,1:0,90'+2,1:0,Header
LaLiga,Youssef En-Nesyri,Athletic_A_1,16,10,2:1,9',0:1,Left-footed shot
LaLiga,Youssef En-Nesyri,Celta de Vigo_H_1,17,8,4:2,45'+3,2:2,Header
LaLiga,Youssef En-Nesyri,SD Huesca_A_1,19,18,0:1,83',0:1,Right-footed shot
LaLiga,Youssef En-Nesyri,Villarreal_H_1,5,7,2:0,53',2:0,Counter attack goal
LaLiga,Youssef En-Nesyri,Real Sociedad_H_1,4,5,3:2,4',1:0,Right-footed shot
LaLiga,Youssef En-Nesyri,Alavés_A_1,16,16,1:2,3',0:1,Right-footed shot
LaLiga,Youssef En-Nesyri,Cádiz CF_H_1,9,12,3:0,35',1:0,Left-footed shot
LaLiga,Youssef En-Nesyri,Getafe_H_1,12,15,3:0,89',3:0,Left-footed shot
LaLiga,Youssef En-Nesyri,Real Betis_H_1,6,6,1:0,27',1:0,Right-footed shot
LaLiga,Youssef En-Nesyri,Elche CF_H_1,20,17,2:0,43',1:0,Header
LaLiga,Youssef En-Nesyri,Real Sociedad_A_1,5,5,1:2,24',1:2,Right-footed shot
LaLiga,Youssef En-Nesyri,Levante_A_1,9,14,0:1,53',0:1,Counter attack goal
LaLiga,Youssef En-Nesyri,Valencia_H_1,13,13,1:0,66',1:0,
LaLiga,Alexander Isak,SD Huesca_H_1,16,18,4:1,75',4:1,Right-footed shot
LaLiga,Alexander Isak,Cádiz CF_A_1,7,12,0:1,66',0:1,Header
LaLiga,Alexander Isak,Levante_A_1,18,14,2:1,22',0:1,Direct free kick
LaLiga,Alexander Isak,Sevilla FC_A_1,5,4,3:2,14',2:2,Left-footed shot
LaLiga,Alexander Isak,Real Betis_H_1,8,6,2:2,48',1:0,Left-footed shot
LaLiga,Alexander Isak,Villarreal_A_1,5,7,1:1,90'+3,1:1,Right-footed shot
LaLiga,Alexander Isak,Cádiz CF_H_1,13,12,4:1,54',3:0,Right-footed shot
LaLiga,Alexander Isak,Getafe_A_1,12,15,0:1,30',0:1,Header
LaLiga,Alexander Isak,Alavés_H_1,16,16,4:0,41',1:0,Right-footed shot
LaLiga,Alexander Isak,Valencia_A_1,12,13,2:2,45',0:2,Left-footed shot
LaLiga,Alexander Isak,SD Eibar_A_1,20,20,0:1,26',0:1,Left-footed shot
LaLiga,Alexander Isak,Real Valladolid_H_1,18,19,4:1,6',1:0,Right-footed shot
LaLiga,Alexander Isak,CA Osasuna_A_1,11,11,0:1,86',0:1,Right-footed shot
LaLiga,Iago Aspas,Valencia_H_1,2,13,2:1,13',1:0,Right-footed shot
LaLiga,Iago Aspas,Real Valladolid_A_1,16,19,1:1,44',0:1,Right-footed shot
LaLiga,Iago Aspas,Real Sociedad_H_1,4,5,1:4,77',1:3,Penalty
LaLiga,Iago Aspas,Sevilla FC_A_1,8,4,4:2,10',1:1,Left-footed shot
LaLiga,Iago Aspas,Athletic_A_1,10,10,0:2,78',0:2,Right-footed shot
LaLiga,Iago Aspas,Cádiz CF_H_1,8,12,4:0,31',2:0,Penalty
LaLiga,Iago Aspas,Getafe_A_1,11,15,1:1,17',1:1,Penalty
LaLiga,Iago Aspas,SD Huesca_H_1,19,18,2:1,61',2:0,Right-footed shot
LaLiga,Iago Aspas,Alavés_A_1,18,16,1:3,14',0:2,Left-footed shot
LaLiga,Iago Aspas,Sevilla FC_H_1,4,4,3:4,20',1:1,Penalty
LaLiga,Iago Aspas,CA Osasuna_H_1,11,11,2:1,42',1:0,
LaLiga,Iago Aspas,Real Betis_H_1,6,6,2:3,32',1:0,Penalty
LaLiga,Antoine Griezmann,Alavés_A_1,15,16,1:1,63',1:1,Left-footed shot
LaLiga,Antoine Griezmann,Real Betis_H_1,8,6,5:2,49',2:1,Left-footed shot
LaLiga,Antoine Griezmann,CA Osasuna_H_1,14,11,4:0,42',2:0,Left-footed shot
LaLiga,Antoine Griezmann,Granada CF_A_1,7,9,0:4,12',0:1,Left-footed shot
LaLiga,Antoine Griezmann,Athletic_H_1,11,10,2:1,74',2:1,Left-footed shot
LaLiga,Antoine Griezmann,SD Huesca_H_1,20,18,4:1,35',2:0,Left-footed shot
LaLiga,Antoine Griezmann,Real Sociedad_A_1,5,5,1:6,37',0:1,Left-footed shot
LaLiga,Antoine Griezmann,Getafe_H_1,15,15,5:2,90'+3,5:2,Penalty
LaLiga,Antoine Griezmann,Villarreal_A_1,7,7,1:2,28',1:1,Left-footed shot
LaLiga,Antoine Griezmann,Valencia_A_1,14,13,2:3,63',1:2,Left-footed shot
LaLiga,Antoine Griezmann,SD Eibar_A_1,20,20,0:1,81',0:1,Left-footed shot
LaLiga,José Luis Morales,Valencia_A_1,13,13,4:2,1',0:1,Right-footed shot
LaLiga,José Luis Morales,CA Osasuna_A_1,10,11,1:3,81',1:3,Left-footed shot
LaLiga,José Luis Morales,Alavés_H_1,15,16,1:1,51',1:1,Right-footed shot
LaLiga,José Luis Morales,Real Betis_H_1,9,6,4:3,22',2:1,Right-footed shot
LaLiga,José Luis Morales,SD Eibar_H_1,13,20,2:1,76',2:1,Right-footed shot
LaLiga,José Luis Morales,Real Madrid_A_1,2,2,1:2,32',1:1,Right-footed shot
LaLiga,José Luis Morales,Granada CF_H_1,8,9,2:2,30',1:0,
LaLiga,José Luis Morales,Alavés_A_1,16,16,2:2,36',1:1,Tap-in
LaLiga,José Luis Morales,Barcelona_H_1,3,3,3:3,59',2:2,Left-footed shot
LaLiga,Rafa Mir,Real Valladolid_H_1,20,19,2:2,52',1:2,Right-footed shot
LaLiga,Rafa Mir,Real Sociedad_A_1,5,5,4:1,46',1:1,Header
LaLiga,Rafa Mir,SD Eibar_H_1,16,20,1:1,67',1:1,Header
LaLiga,Rafa Mir,Real Valladolid_A_1,16,19,1:3,37',0:1,Header
LaLiga,Rafa Mir,Celta de Vigo_H_1,10,8,3:4,16',2:1,
LaLiga,Rafa Mir,Barcelona_A_1,2,3,4:1,45'+4,2:1,Penalty
LaLiga,Rafa Mir,Levante_A_1,10,14,0:2,15',0:1,Left-footed shot
LaLiga,Rafa Mir,Elche CF_H_1,17,17,3:1,3',1:0,Header
LaLiga,Rafa Mir,Cádiz CF_A_1,12,12,2:1,45'+1,1:1,Right-footed shot
LaLiga,Marcos Llorente,Granada CF_H_1,2,9,6:1,72',4:0,Right-footed shot
LaLiga,Marcos Llorente,Real Betis_H_1,10,6,2:0,46',1:0,Left-footed shot
LaLiga,Marcos Llorente,Cádiz CF_H_1,7,12,4:0,22',2:0,Right-footed shot
LaLiga,Marcos Llorente,Real Valladolid_H_1,18,19,2:0,72',2:0,Right-footed shot
LaLiga,Marcos Llorente,Real Sociedad_A_1,3,5,0:2,74',0:2,Left-footed shot
LaLiga,Marcos Llorente,Alavés_A_1,12,16,1:2,41',0:1,Counter attack goal
LaLiga,Marcos Llorente,Granada CF_A_1,7,9,1:2,63',0:1,Left-footed shot
LaLiga,Marcos Llorente,Levante_A_1,15,14,1:1,37',1:1,Right-footed shot
LaLiga,Marcos Llorente,Athletic_H_1,9,10,2:1,45'+2,1:1,Header
LaLiga,Marcos Llorente,SD Eibar_H_1,20,20,5:0,53',4:0,Right-footed shot
LaLiga,Marcos Llorente,Elche CF_A_1,17,17,0:1,23',0:1,Right-footed shot
LaLiga,Santi Mina,Elche CF_A_1,12,17,1:1,41',1:1,Counter attack goal
LaLiga,Santi Mina,Real Betis_A_1,9,6,2:1,15',0:1,Right-footed shot
LaLiga,Santi Mina,Atlético Madrid_A_1,1,1,2:2,13',0:1,Header
LaLiga,Santi Mina,Elche CF_H_1,19,17,3:1,45',1:0,Right-footed shot
LaLiga,Santi Mina,SD Huesca_A_1,20,18,3:4,5',0:1,
LaLiga,Santi Mina,Real Madrid_H_1,3,2,1:3,40',1:2,Header
LaLiga,Santi Mina,Alavés_A_1,18,16,1:3,20',0:3,Counter attack goal
LaLiga,Santi Mina,Villarreal_A_1,6,7,2:4,19',0:1,Header
LaLiga,Santi Mina,Barcelona_A_1,3,3,1:2,38',1:1,Right-footed shot
LaLiga,Roger Martí,CA Osasuna_A_1,10,11,1:3,77',1:2,Right-footed shot
LaLiga,Roger Martí,Celta de Vigo_H_1,17,8,1:1,48',1:0,Penalty
LaLiga,Roger Martí,Getafe_H_1,12,15,3:0,5',1:0,Right-footed shot
LaLiga,Roger Martí,Real Sociedad_H_1,2,5,2:1,28',1:1,Right-footed shot
LaLiga,Roger Martí,Real Betis_H_1,9,6,4:3,55',4:1,Right-footed shot
LaLiga,Roger Martí,Cádiz CF_A_1,10,12,2:2,8',1:1,Right-footed shot
LaLiga,Roger Martí,Real Valladolid_H_1,16,19,2:2,83',2:2,Right-footed shot
LaLiga,Roger Martí,Real Madrid_A_1,2,2,1:2,78',1:2,Right-footed shot
LaLiga,Roger Martí,Athletic_H_1,11,10,1:1,33',1:0,Penalty
LaLiga,Roger Martí,Valencia_H_1,12,13,1:0,18',1:0,Left-footed shot
LaLiga,Roger Martí,Cádiz CF_H_1,12,12,2:2,8',1:0,Right-footed shot
LaLiga,Kike García,Villarreal_A_1,8,7,2:1,50',0:1,Left-footed shot
LaLiga,Kike García,Athletic_H_1,19,10,1:2,48',1:1,Header
LaLiga,Kike García,Sevilla FC_A_1,8,4,0:1,41',0:1,Right-footed shot
LaLiga,Kike García,Real Madrid_H_1,3,2,1:3,28',1:2,Right-footed shot
LaLiga,Kike García,Barcelona_A_1,3,3,1:1,57',0:1,Left-footed shot
LaLiga,Kike García,CA Osasuna_A_1,18,11,2:1,44',1:1,Right-footed shot
LaLiga,Kike García,Real Valladolid_H_1,18,19,1:1,23',1:1,Header
LaLiga,Kike García,Athletic_A_1,11,10,1:1,17',1:1,Right-footed shot
LaLiga,Kike García,Granada CF_A_1,8,9,4:1,64',2:1,Right-footed shot
LaLiga,Kike García,Alavés_H_1,16,16,3:0,3',1:0,Right-footed shot
LaLiga,Mikel Oyarzabal,Getafe_H_1,7,15,3:0,28',1:0,Penalty
LaLiga,Mikel Oyarzabal,Real Betis_A_1,6,6,0:3,74',0:2,Penalty
LaLiga,Mikel Oyarzabal,SD Huesca_H_1,16,18,4:1,35',1:0,Penalty
LaLiga,Mikel Oyarzabal,Celta de Vigo_A_1,17,8,1:4,34',0:2,Right-footed shot
LaLiga,Mikel Oyarzabal,Granada CF_H_1,4,9,2:0,27',2:0,Penalty
LaLiga,Mikel Oyarzabal,Villarreal_H_1,4,7,1:1,33',1:1,Penalty
LaLiga,Mikel Oyarzabal,Real Betis_H_1,8,6,2:2,57',2:0,Left-footed shot
LaLiga,Mikel Oyarzabal,Cádiz CF_H_1,13,12,4:1,26',1:0,Penalty
LaLiga,Mikel Oyarzabal,Elche CF_H_1,19,17,2:0,90'+2,2:0,Left-footed shot
LaLiga,Carlos Soler,Getafe_H_1,9,15,2:2,90'+10,2:2,Penalty
LaLiga,Carlos Soler,Real Madrid_H_1,1,2,4:1,35',1:1,Penalty
LaLiga,Carlos Soler,Athletic_H_1,16,10,2:2,26',1:0,Penalty
LaLiga,Carlos Soler,Real Valladolid_A_1,15,19,0:1,76',0:1,Right-footed shot
LaLiga,Carlos Soler,Villarreal_H_1,7,7,2:1,86',1:1,Penalty
LaLiga,Carlos Soler,Real Betis_A_1,6,6,2:2,61',2:2,Penalty
LaLiga,Carlos Soler,Barcelona_H_1,3,3,2:3,83',2:3,Right-footed shot
LaLiga,Carlos Soler,SD Eibar_H_1,20,20,4:1,19',2:0,Left-footed shot
LaLiga,Joselu,Granada CF_A_1,5,9,2:1,22',1:1,Direct free kick
LaLiga,Joselu,Real Madrid_A_1,3,2,1:2,49',0:2,Left-footed shot
LaLiga,Joselu,Cádiz CF_A_1,11,12,3:1,23',1:1,Penalty
LaLiga,Joselu,Real Madrid_H_1,2,2,1:4,59',1:3,Header
LaLiga,Joselu,Real Valladolid_H_1,16,19,1:0,66',1:0,Right-footed shot
LaLiga,Joselu,Real Betis_A_1,6,6,3:2,12',0:1,Direct free kick
LaLiga,Joselu,Cádiz CF_H_1,14,12,1:1,36',1:0,Penalty
LaLiga,Joselu,Villarreal_H_1,7,7,2:1,17',1:0,Header
LaLiga,Joselu,Levante_H_1,13,14,2:2,88',2:2,Header
LaLiga,Joselu,Elche CF_A_1,19,17,0:2,40',0:1,Right-footed shot
LaLiga,Joselu,Granada CF_H_1,10,9,4:2,66',3:2,Left-footed shot
LaLiga,Ante Budimir,Atlético Madrid_H_1,3,1,1:3,80',1:2,Header
LaLiga,Ante Budimir,Real Valladolid_A_1,19,19,3:2,27',1:1,Header
LaLiga,Ante Budimir,Granada CF_H_1,7,9,3:1,27',1:0,Left-footed shot
LaLiga,Ante Budimir,SD Eibar_H_1,15,20,2:1,86',2:1,
LaLiga,Ante Budimir,Levante_A_1,9,14,0:1,74',0:1,Left-footed shot
LaLiga,Ante Budimir,Villarreal_A_1,7,7,1:2,74',1:2,Header
LaLiga,Ante Budimir,Athletic_A_1,9,10,2:2,89',2:2,Header
LaLiga,Ante Budimir,Cádiz CF_H_1,11,12,3:2,38',1:0,Header
LaLiga,Ante Budimir,Atlético Madrid_A_1,1,1,2:1,75',0:1,Header
LaLiga,Borja Iglesias,CA Osasuna_A_1,16,11,0:2,76',0:1,Counter attack goal
LaLiga,Borja Iglesias,CA Osasuna_H_1,17,11,1:0,79',1:0,Left-footed shot
LaLiga,Borja Iglesias,Barcelona_H_1,3,3,2:3,38',1:0,Left-footed shot
LaLiga,Borja Iglesias,Getafe_H_1,13,15,1:0,84',1:0,Penalty
LaLiga,Borja Iglesias,Alavés_H_1,16,16,3:2,61',1:2,Penalty
LaLiga,Borja Iglesias,Elche CF_A_1,17,17,1:1,14',0:1,Penalty
LaLiga,Borja Iglesias,Granada CF_H_1,8,9,2:1,39',1:0,Right-footed shot
LaLiga,Borja Iglesias,SD Huesca_H_1,17,18,1:0,57',1:0,Penalty
LaLiga,Borja Iglesias,Celta de Vigo_A_1,8,8,2:3,53',2:1,Penalty
LaLiga,Ángel Correa,Granada CF_H_1,2,9,6:1,47',2:0,Left-footed shot
LaLiga,Ángel Correa,Sevilla FC_H_1,4,4,2:0,17',1:0,Left-footed shot
LaLiga,Ángel Correa,Valencia_H_1,14,13,3:1,72',3:1,Right-footed shot
LaLiga,Ángel Correa,Granada CF_A_1,7,9,1:2,74',1:2,Right-footed shot
LaLiga,Ángel Correa,SD Eibar_H_1,20,20,5:0,42',1:0,Right-footed shot
LaLiga,Ángel Correa,SD Huesca_H_1,16,18,2:0,39',1:0,Left-footed shot
LaLiga,Ángel Correa,Real Sociedad_H_1,5,5,2:1,28',2:0,Right-footed shot
LaLiga,Ángel Correa,Real Valladolid_A_1,19,19,1:2,57',1:1,Right-footed shot
LaLiga,Brais Méndez,Cádiz CF_H_1,8,12,4:0,45'+1,4:0,Header
LaLiga,Brais Méndez,Alavés_H_1,13,16,2:0,19',1:0,Header
LaLiga,Brais Méndez,SD Eibar_H_1,15,20,1:1,9',1:0,Left-footed shot
LaLiga,Brais Méndez,Elche CF_H_1,19,17,3:1,45'+2,2:0,Left-footed shot
LaLiga,Brais Méndez,Sevilla FC_H_1,4,4,3:4,43',3:2,Left-footed shot
LaLiga,Brais Méndez,Levante_H_1,12,14,2:0,51',1:0,
LaLiga,Brais Méndez,Villarreal_A_1,6,7,2:4,45'+3,1:3,Penalty
LaLiga,Brais Méndez,Real Betis_H_1,6,6,2:3,49',2:0,Left-footed shot
LaLiga,Roberto Soldado,Alavés_H_1,14,16,2:1,7',1:0,Right-footed shot
LaLiga,Roberto Soldado,Real Betis_H_1,10,6,2:0,14',1:0,Penalty
LaLiga,Roberto Soldado,Villarreal_A_1,5,7,2:2,21',0:1,Counter attack goal
LaLiga,Roberto Soldado,Levante_A_1,9,14,2:2,90'+2,2:2,Header
LaLiga,Roberto Soldado,Valencia_A_1,12,13,2:1,90',2:1,Right-footed shot
LaLiga,Roberto Soldado,SD Eibar_H_1,20,20,4:1,21',1:0,Right-footed shot
LaLiga,Roberto Soldado,Sevilla FC_A_1,4,4,2:1,90',2:1,Penalty
LaLiga,Sergio Canales,Valencia_A_1,6,13,0:2,19',0:1,Right-footed shot
LaLiga,Sergio Canales,Levante_A_1,14,14,4:3,78',4:2,Penalty
LaLiga,Sergio Canales,Sevilla FC_H_1,4,4,1:1,53',1:1,Penalty
LaLiga,Sergio Canales,Celta de Vigo_H_1,8,8,2:1,25',1:1,Right-footed shot
LaLiga,Sergio Canales,Real Sociedad_A_1,6,5,2:2,85',2:1,Header
LaLiga,Sergio Canales,Valencia_H_1,14,13,2:2,42',2:1,Left-footed shot
LaLiga,Álex Berenguer,Levante_H_1,14,14,2:0,68',1:0,Left-footed shot
LaLiga,Álex Berenguer,Real Betis_H_1,9,6,4:0,68',4:0,Left-footed shot
LaLiga,Álex Berenguer,Getafe_H_1,12,15,5:1,75',4:1,Left-footed shot
LaLiga,Álex Berenguer,Cádiz CF_A_1,14,12,0:4,4',0:1,Right-footed shot
LaLiga,Álex Berenguer,Villarreal_H_1,6,7,1:1,44',1:1,Right-footed shot
LaLiga,Álex Berenguer,Granada CF_H_1,8,9,2:1,90'+1,2:1,Left-footed shot
LaLiga,Álex Berenguer,Atlético Madrid_H_1,1,1,2:1,8',1:0,Header
LaLiga,Álvaro Negredo,SD Huesca_A_1,11,18,0:2,10',0:1,Right-footed shot
LaLiga,Álvaro Negredo,SD Eibar_A_1,13,20,0:2,36',0:1,Header
LaLiga,Álvaro Negredo,Barcelona_H_1,4,3,2:1,63',2:1,Left-footed shot
LaLiga,Álvaro Negredo,Alavés_H_1,14,16,3:1,68',3:1,
LaLiga,Álvaro Negredo,Atlético Madrid_H_1,1,1,2:4,35',1:1,Left-footed shot
LaLiga,Álvaro Negredo,SD Eibar_H_1,17,20,1:0,40',1:0,Header
LaLiga,Álvaro Negredo,Levante_A_1,14,14,2:2,14',1:1,Header
LaLiga,Portu,Elche CF_A_1,20,17,0:3,55',0:1,Right-footed shot
LaLiga,Portu,Getafe_H_1,7,15,3:0,81',3:0,Counter attack goal
LaLiga,Portu,Real Betis_A_1,6,6,0:3,43',0:1,Right-footed shot
LaLiga,Portu,SD Huesca_H_1,16,18,4:1,68',3:1,Right-footed shot
LaLiga,Portu,Athletic_A_1,11,10,0:1,5',0:1,Right-footed shot
LaLiga,Portu,Alavés_H_1,16,16,4:0,73',4:0,Right-footed shot
LaLiga,Portu,Real Madrid_A_1,2,2,1:1,55',0:1,Header
LaLiga,Portu,Celta de Vigo_H_1,10,8,2:1,25',1:1,Right-footed shot
LaLiga,Jorge Molina,Atlético Madrid_A_1,4,1,6:1,87',5:1,Right-footed shot
LaLiga,Jorge Molina,SD Huesca_H_1,20,18,3:3,88',2:3,Header
LaLiga,Jorge Molina,Valencia_H_1,16,13,2:1,88',2:1,Header
LaLiga,Jorge Molina,Athletic_A_1,11,10,2:1,78',1:1,Header
LaLiga,Jorge Molina,Real Valladolid_A_1,16,19,1:2,78',1:1,Left-footed shot
LaLiga,Jorge Molina,Barcelona_A_1,1,3,1:2,79',1:2,Header
LaLiga,Jorge Molina,Real Madrid_H_1,2,2,1:4,71',1:2,Right-footed shot
LaLiga,Jorge Molina,Alavés_A_1,15,16,4:2,31',2:1,Right-footed shot
LaLiga,Nolito,Sevilla FC_A_1,8,4,4:2,36',1:2,Right-footed shot
LaLiga,Nolito,Granada CF_H_1,6,9,3:1,27',1:1,Right-footed shot
LaLiga,Nolito,Cádiz CF_H_1,8,12,4:0,6',1:0,Right-footed shot
LaLiga,Nolito,SD Huesca_H_1,19,18,2:1,33',1:0,Right-footed shot
LaLiga,Nolito,SD Huesca_A_1,20,18,3:4,37',2:2,
LaLiga,Nolito,Alavés_A_1,18,16,1:3,8',0:1,Right-footed shot
LaLiga,Nolito,Getafe_H_1,15,15,1:0,24',1:0,Left-footed shot
LaLiga,João Félix,Granada CF_H_1,2,9,6:1,65',3:0,Right-footed shot
LaLiga,João Félix,CA Osasuna_A_1,10,11,1:3,43',0:1,Penalty
LaLiga,João Félix,Cádiz CF_H_1,7,12,4:0,8',1:0,Header
LaLiga,João Félix,Valencia_H_1,14,13,3:1,23',1:1,Right-footed shot
