player,team,team_position,opponent,opponent_position,goals,assists
Oihan Sancet,Atlético Madrid,1,Atlético Madrid,1,,
Oihan Sancet,Real Valladolid,19,Real Valladolid,19,,
Oihan Sancet,Sevilla FC,4,Sevilla FC,4,,1
Oihan Sancet,CA Osasuna,11,CA Osasuna,11,1,
Oihan Sancet,SD Huesca,18,SD Huesca,18,,
Oihan Sancet,Real Madrid,2,Real Madrid,2,,
Oihan Sancet,Elche CF,17,Elche CF,17,,
Augusto Solari,Granada CF,9,Granada CF,9,,
Augusto Solari,Atlético Madrid,1,Atlético Madrid,1,,1
Augusto Solari,Elche CF,17,Elche CF,17,,1
Augusto Solari,Valencia,13,Valencia,13,,
Augusto Solari,Real Valladolid,19,Real Valladolid,19,,
Augusto Solari,SD Huesca,18,SD Huesca,18,,
Augusto Solari,Athletic,10,Athletic,10,,
Augusto Solari,Real Madrid,2,Real Madrid,2,,
Augusto Solari,Cádiz CF,12,Cádiz CF,12,,
Augusto Solari,Real Sociedad,5,Real Sociedad,5,,
Augusto Solari,CA Osasuna,11,CA Osasuna,11,,
Augusto Solari,Levante,14,Levante,14,1,
Augusto Solari,Villarreal,7,Villarreal,7,1,
Augusto Solari,Getafe,15,Getafe,15,,
Augusto Solari,FC Barcelona,3,FC Barcelona,3,,
Augusto Solari,Real Betis,6,Real Betis,6,,
Philippe Coutinho,Villarreal,7,Villarreal,7,,1
Philippe Coutinho,Celta de Vigo,8,Celta de Vigo,8,,1
Philippe Coutinho,Sevilla FC,4,Sevilla FC,4,1,
Philippe Coutinho,Getafe,15,Getafe,15,,
Philippe Coutinho,Real Madrid,2,Real Madrid,2,,
Philippe Coutinho,Atlético Madrid,1,Atlético Madrid,1,,
Philippe Coutinho,CA Osasuna,11,CA Osasuna,11,1,
Philippe Coutinho,Cádiz CF,12,Cádiz CF,12,,
Philippe Coutinho,Levante,14,Levante,14,,
Philippe Coutinho,Valencia,13,Valencia,13,,
Philippe Coutinho,Real Valladolid,19,Real Valladolid,19,,
Philippe Coutinho,SD Eibar,20,SD Eibar,20,,
Jules Koundé,Levante,14,Levante,14,,
Jules Koundé,FC Barcelona,3,FC Barcelona,3,,
Jules Koundé,Athletic,10,Athletic,10,,
Jules Koundé,CA Osasuna,11,CA Osasuna,11,,
Jules Koundé,Celta de Vigo,8,Celta de Vigo,8,1,
Jules Koundé,SD Huesca,18,SD Huesca,18,,
Jules Koundé,Real Madrid,2,Real Madrid,2,,
Jules Koundé,Getafe,15,Getafe,15,,
Jules Koundé,Real Valladolid,19,Real Valladolid,19,,
Jules Koundé,Valencia,13,Valencia,13,,
Jules Koundé,Villarreal,7,Villarreal,7,,
Jules Koundé,Real Betis,6,Real Betis,6,,
Jules Koundé,Real Sociedad,5,Real Sociedad,5,,
Jules Koundé,Atlético Madrid,1,Atlético Madrid,1,,
Jules Koundé,Alavés,16,Alavés,16,,
Jules Koundé,Cádiz CF,12,Cádiz CF,12,,
Jules Koundé,SD Eibar,20,SD Eibar,20,,
Jules Koundé,Getafe,15,Getafe,15,,
Jules Koundé,SD Huesca,18,SD Huesca,18,,
Jules Koundé,CA Osasuna,11,CA Osasuna,11,,
Jules Koundé,FC Barcelona,3,FC Barcelona,3,,
Jules Koundé,Real Betis,6,Real Betis,6,,
Jules Koundé,Elche CF,17,Elche CF,17,,
Jules Koundé,Real Valladolid,19,Real Valladolid,19,,1
Jules Koundé,Atlético Madrid,1,Atlético Madrid,1,,
Jules Koundé,Celta de Vigo,8,Celta de Vigo,8,1,
Jules Koundé,Real Sociedad,5,Real Sociedad,5,,
Jules Koundé,Levante,14,Levante,14,,
Jules Koundé,Granada CF,9,Granada CF,9,,
Jules Koundé,Athletic,10,Athletic,10,,
Jules Koundé,Real Madrid,2,Real Madrid,2,,
Jules Koundé,Valencia,13,Valencia,13,,
Jules Koundé,Villarreal,7,Villarreal,7,,
Jules Koundé,Alavés,16,Alavés,16,,
Saúl Ñíguez,Granada CF,9,Granada CF,9,,
Saúl Ñíguez,SD Huesca,18,SD Huesca,18,,
Saúl Ñíguez,Villarreal,7,Villarreal,7,,
Saúl Ñíguez,Cádiz CF,12,Cádiz CF,12,,
Saúl Ñíguez,FC Barcelona,3,FC Barcelona,3,,
Saúl Ñíguez,Valencia,13,Valencia,13,,
Saúl Ñíguez,Real Valladolid,19,Real Valladolid,19,,
Saúl Ñíguez,Real Madrid,2,Real Madrid,2,,
Saúl Ñíguez,Elche CF,17,Elche CF,17,,
Saúl Ñíguez,Real Sociedad,5,Real Sociedad,5,,
Saúl Ñíguez,Getafe,15,Getafe,15,,
Saúl Ñíguez,Alavés,16,Alavés,16,,
Saúl Ñíguez,Sevilla FC,4,Sevilla FC,4,1,
Saúl Ñíguez,SD Eibar,20,SD Eibar,20,,
Saúl Ñíguez,Cádiz CF,12,Cádiz CF,12,1,
Saúl Ñíguez,Celta de Vigo,8,Celta de Vigo,8,,
Saúl Ñíguez,Granada CF,9,Granada CF,9,,
Saúl Ñíguez,Levante,14,Levante,14,,
Saúl Ñíguez,Villarreal,7,Villarreal,7,,
Saúl Ñíguez,Real Madrid,2,Real Madrid,2,,
Saúl Ñíguez,Athletic,10,Athletic,10,,
Saúl Ñíguez,Getafe,15,Getafe,15,,
Saúl Ñíguez,Alavés,16,Alavés,16,,
Saúl Ñíguez,Sevilla FC,4,Sevilla FC,4,,
Saúl Ñíguez,Real Betis,6,Real Betis,6,,
Saúl Ñíguez,SD Eibar,20,SD Eibar,20,,1
Saúl Ñíguez,SD Huesca,18,SD Huesca,18,,
Saúl Ñíguez,Athletic,10,Athletic,10,,
Saúl Ñíguez,Elche CF,17,Elche CF,17,,
Saúl Ñíguez,FC Barcelona,3,FC Barcelona,3,,
Saúl Ñíguez,Real Sociedad,5,Real Sociedad,5,,
Saúl Ñíguez,CA Osasuna,11,CA Osasuna,11,,
Saúl Ñíguez,Real Valladolid,19,Real Valladolid,19,,
Sergiño Dest,Sevilla FC,4,Sevilla FC,4,,
Sergiño Dest,Getafe,15,Getafe,15,,
Sergiño Dest,Real Madrid,2,Real Madrid,2,,
Sergiño Dest,Alavés,16,Alavés,16,,
Sergiño Dest,Atlético Madrid,1,Atlético Madrid,1,,
Sergiño Dest,CA Osasuna,11,CA Osasuna,11,,
Sergiño Dest,Cádiz CF,12,Cádiz CF,12,,
Sergiño Dest,Levante,14,Levante,14,,
Sergiño Dest,Real Sociedad,5,Real Sociedad,5,,
Sergiño Dest,Valencia,13,Valencia,13,,
Sergiño Dest,Real Valladolid,19,Real Valladolid,19,,1
Sergiño Dest,SD Eibar,20,SD Eibar,20,,
Sergiño Dest,SD Huesca,18,SD Huesca,18,,
Sergiño Dest,Athletic,10,Athletic,10,,
Sergiño Dest,Granada CF,9,Granada CF,9,,
Sergiño Dest,Alavés,16,Alavés,16,,
Sergiño Dest,Cádiz CF,12,Cádiz CF,12,,
Sergiño Dest,Elche CF,17,Elche CF,17,,
Sergiño Dest,Sevilla FC,4,Sevilla FC,4,,
Sergiño Dest,CA Osasuna,11,CA Osasuna,11,,
Sergiño Dest,SD Huesca,18,SD Huesca,18,,
Sergiño Dest,Real Sociedad,5,Real Sociedad,5,2,
Sergiño Dest,Real Valladolid,19,Real Valladolid,19,,
Sergiño Dest,Real Madrid,2,Real Madrid,2,,
Sergiño Dest,Villarreal,7,Villarreal,7,,
Sergiño Dest,Valencia,13,Valencia,13,,
Sergiño Dest,Atlético Madrid,1,Atlético Madrid,1,,
Sergiño Dest,Levante,14,Levante,14,,
Sergiño Dest,Celta de Vigo,8,Celta de Vigo,8,,
Sergiño Dest,SD Eibar,20,SD Eibar,20,,
Ronald Araújo,Celta de Vigo,8,Celta de Vigo,8,,
Ronald Araújo,Sevilla FC,4,Sevilla FC,4,,
Ronald Araújo,Levante,14,Levante,14,,
Ronald Araújo,Real Sociedad,5,Real Sociedad,5,,
Ronald Araújo,Valencia,13,Valencia,13,1,
Ronald Araújo,Real Valladolid,19,Real Valladolid,19,,
Ronald Araújo,SD Eibar,20,SD Eibar,20,,
Ronald Araújo,SD Huesca,18,SD Huesca,18,,
Ronald Araújo,Athletic,10,Athletic,10,,
Ronald Araújo,Elche CF,17,Elche CF,17,,
Ronald Araújo,Athletic,10,Athletic,10,,
Ronald Araújo,Real Betis,6,Real Betis,6,,
Ronald Araújo,Sevilla FC,4,Sevilla FC,4,,
Ronald Araújo,SD Huesca,18,SD Huesca,18,,
Ronald Araújo,Real Sociedad,5,Real Sociedad,5,,
Ronald Araújo,Real Valladolid,19,Real Valladolid,19,,1
Ronald Araújo,Real Madrid,2,Real Madrid,2,,
Ronald Araújo,Getafe,15,Getafe,15,1,
Ronald Araújo,Villarreal,7,Villarreal,7,,
Ronald Araújo,Valencia,13,Valencia,13,,
Ronald Araújo,Atlético Madrid,1,Atlético Madrid,1,,
Ronald Araújo,Levante,14,Levante,14,,
Ronald Araújo,Celta de Vigo,8,Celta de Vigo,8,,
Ronald Araújo,SD Eibar,20,SD Eibar,20,,
Javi Ontiveros,Valencia,13,Valencia,13,,
Javi Ontiveros,Atlético Madrid,1,Atlético Madrid,1,,
Javi Ontiveros,Elche CF,17,Elche CF,17,,
Javi Ontiveros,Real Valladolid,19,Real Valladolid,19,,1
Javi Ontiveros,Real Sociedad,5,Real Sociedad,5,,
Javi Ontiveros,Real Madrid,2,Real Madrid,2,,
Javi Ontiveros,SD Eibar,20,SD Eibar,20,,
Javi Ontiveros,Sevilla FC,4,Sevilla FC,4,,
Javi Ontiveros,Granada CF,9,Granada CF,9,,
Javi Ontiveros,Alavés,16,Alavés,16,1,
Javi Ontiveros,Athletic,10,Athletic,10,,
Javi Ontiveros,Levante,14,Levante,14,1,
Javi Ontiveros,Celta de Vigo,8,Celta de Vigo,8,,
Javi Ontiveros,FC Barcelona,3,FC Barcelona,3,,
Javi Ontiveros,Real Betis,6,Real Betis,6,,
Javi Ontiveros,Getafe,15,Getafe,15,,
Javi Ontiveros,Villarreal,7,Villarreal,7,,
Javi Ontiveros,Real Madrid,2,Real Madrid,2,,
Javi Ontiveros,Celta de Vigo,8,Celta de Vigo,8,,
Javi Ontiveros,FC Barcelona,3,FC Barcelona,3,,
Álvaro Giménez,Granada CF,9,Granada CF,9,,1
Álvaro Giménez,Real Madrid,2,Real Madrid,2,,
Álvaro Giménez,Real Sociedad,5,Real Sociedad,5,,
Álvaro Giménez,Elche CF,17,Elche CF,17,1,
Álvaro Giménez,FC Barcelona,3,FC Barcelona,3,1,
Álvaro Giménez,Celta de Vigo,8,Celta de Vigo,8,,
Álvaro Giménez,Getafe,15,Getafe,15,,
Álvaro Giménez,Real Valladolid,19,Real Valladolid,19,,
Álvaro Giménez,Valencia,13,Valencia,13,,
Álvaro Giménez,Alavés,16,Alavés,16,,
Álvaro Giménez,Levante,14,Levante,14,,
Jon Moncayola,Cádiz CF,12,Cádiz CF,12,,
Jon Moncayola,Getafe,15,Getafe,15,,
Jon Moncayola,Levante,14,Levante,14,,
Jon Moncayola,Celta de Vigo,8,Celta de Vigo,8,,
Jon Moncayola,SD Eibar,20,SD Eibar,20,,
Jon Moncayola,Atlético Madrid,1,Atlético Madrid,1,,
Jon Moncayola,Sevilla FC,4,Sevilla FC,4,,
Jon Moncayola,SD Huesca,18,SD Huesca,18,,
Jon Moncayola,FC Barcelona,3,FC Barcelona,3,,
Jon Moncayola,Real Betis,6,Real Betis,6,,
Jon Moncayola,Real Valladolid,19,Real Valladolid,19,,
Jon Moncayola,Villarreal,7,Villarreal,7,,
Jon Moncayola,Elche CF,17,Elche CF,17,,
Jon Moncayola,Alavés,16,Alavés,16,,
Jon Moncayola,Real Sociedad,5,Real Sociedad,5,,
Jon Moncayola,Real Madrid,2,Real Madrid,2,,
Jon Moncayola,Granada CF,9,Granada CF,9,,
Jon Moncayola,Valencia,13,Valencia,13,,
Jon Moncayola,Granada CF,9,Granada CF,9,1,
Jon Moncayola,Real Betis,6,Real Betis,6,,
Jon Moncayola,SD Eibar,20,SD Eibar,20,,
Jon Moncayola,Levante,14,Levante,14,,
Jon Moncayola,Sevilla FC,4,Sevilla FC,4,,
Jon Moncayola,Alavés,16,Alavés,16,,
Jon Moncayola,FC Barcelona,3,FC Barcelona,3,,
Jon Moncayola,Real Valladolid,19,Real Valladolid,19,,
Jon Moncayola,SD Huesca,18,SD Huesca,18,,
Jon Moncayola,Villarreal,7,Villarreal,7,1,
Jon Moncayola,Elche CF,17,Elche CF,17,,
Jon Moncayola,Valencia,13,Valencia,13,,
Jon Moncayola,Celta de Vigo,8,Celta de Vigo,8,,
Jon Moncayola,Real Madrid,2,Real Madrid,2,,
Jon Moncayola,Athletic,10,Athletic,10,,
Jon Moncayola,Cádiz CF,12,Cádiz CF,12,,
Jon Moncayola,Atlético Madrid,1,Atlético Madrid,1,,
Jon Moncayola,Real Sociedad,5,Real Sociedad,5,,
Dimitrios Siovas,Cádiz CF,12,Cádiz CF,12,,
Dimitrios Siovas,Valencia,13,Valencia,13,1,
Dimitrios Siovas,Atlético Madrid,1,Atlético Madrid,1,,
Dimitrios Siovas,Elche CF,17,Elche CF,17,,
Dimitrios Siovas,Real Valladolid,19,Real Valladolid,19,,
Dimitrios Siovas,Real Sociedad,5,Real Sociedad,5,,
Dimitrios Siovas,Real Madrid,2,Real Madrid,2,,
Dimitrios Siovas,SD Eibar,20,SD Eibar,20,,
Dimitrios Siovas,CA Osasuna,11,CA Osasuna,11,,
Dimitrios Siovas,Sevilla FC,4,Sevilla FC,4,,
Dimitrios Siovas,Granada CF,9,Granada CF,9,,
Dimitrios Siovas,Alavés,16,Alavés,16,,
Dimitrios Siovas,Athletic,10,Athletic,10,,
Dimitrios Siovas,Levante,14,Levante,14,,
Dimitrios Siovas,Celta de Vigo,8,Celta de Vigo,8,,
Dimitrios Siovas,FC Barcelona,3,FC Barcelona,3,,
Dimitrios Siovas,Real Betis,6,Real Betis,6,,
Dimitrios Siovas,Getafe,15,Getafe,15,,
Dimitrios Siovas,Villarreal,7,Villarreal,7,,
Dimitrios Siovas,Real Valladolid,19,Real Valladolid,19,,
Dimitrios Siovas,Real Madrid,2,Real Madrid,2,,
Dimitrios Siovas,Sevilla FC,4,Sevilla FC,4,,
Dimitrios Siovas,Granada CF,9,Granada CF,9,,
Dimitrios Siovas,SD Eibar,20,SD Eibar,20,,
Dimitrios Siovas,Celta de Vigo,8,Celta de Vigo,8,1,
Dimitrios Siovas,FC Barcelona,3,FC Barcelona,3,,
Dimitrios Siovas,CA Osasuna,11,CA Osasuna,11,,
Dimitrios Siovas,Levante,14,Levante,14,,
Dimitrios Siovas,Elche CF,17,Elche CF,17,,
Dimitrios Siovas,Atlético Madrid,1,Atlético Madrid,1,,
Dimitrios Siovas,Getafe,15,Getafe,15,,
Dimitrios Siovas,Real Sociedad,5,Real Sociedad,5,,
Dimitrios Siovas,Cádiz CF,12,Cádiz CF,12,,
Dimitrios Siovas,Athletic,10,Athletic,10,,
Dimitrios Siovas,Real Betis,6,Real Betis,6,,
Dimitrios Siovas,Valencia,13,Valencia,13,,
Jeison Murillo,Valencia,13,Valencia,13,,
Jeison Murillo,Real Valladolid,19,Real Valladolid,19,,
Jeison Murillo,FC Barcelona,3,FC Barcelona,3,,
Jeison Murillo,CA Osasuna,11,CA Osasuna,11,,
Jeison Murillo,Atlético Madrid,1,Atlético Madrid,1,,
Jeison Murillo,Levante,14,Levante,14,,
Jeison Murillo,Real Sociedad,5,Real Sociedad,5,,
Jeison Murillo,Elche CF,17,Elche CF,17,,
Jeison Murillo,Sevilla FC,4,Sevilla FC,4,,
Jeison Murillo,Granada CF,9,Granada CF,9,,
Jeison Murillo,Athletic,10,Athletic,10,,
Jeison Murillo,Alavés,16,Alavés,16,,
Jeison Murillo,Getafe,15,Getafe,15,,
Jeison Murillo,SD Huesca,18,SD Huesca,18,,
Jeison Murillo,Real Madrid,2,Real Madrid,2,,
Jeison Murillo,Villarreal,7,Villarreal,7,,
Jeison Murillo,Real Betis,6,Real Betis,6,,
Jeison Murillo,SD Eibar,20,SD Eibar,20,,
Jeison Murillo,Granada CF,9,Granada CF,9,,
Jeison Murillo,Atlético Madrid,1,Atlético Madrid,1,,
Jeison Murillo,Elche CF,17,Elche CF,17,,
Jeison Murillo,Valencia,13,Valencia,13,,
Jeison Murillo,Real Valladolid,19,Real Valladolid,19,1,
Jeison Murillo,SD Huesca,18,SD Huesca,18,,
Jeison Murillo,Athletic,10,Athletic,10,,
Jeison Murillo,Real Madrid,2,Real Madrid,2,,
Jeison Murillo,Alavés,16,Alavés,16,,
Jeison Murillo,Cádiz CF,12,Cádiz CF,12,,
Jeison Murillo,Real Sociedad,5,Real Sociedad,5,,
Jeison Murillo,CA Osasuna,11,CA Osasuna,11,1,
Jeison Murillo,Levante,14,Levante,14,,
Raphaël Varane,Real Sociedad,5,Real Sociedad,5,,
Raphaël Varane,Real Betis,6,Real Betis,6,,
Raphaël Varane,Real Valladolid,19,Real Valladolid,19,,
Raphaël Varane,Levante,14,Levante,14,,
Raphaël Varane,Cádiz CF,12,Cádiz CF,12,,
Raphaël Varane,FC Barcelona,3,FC Barcelona,3,,
Raphaël Varane,Valencia,13,Valencia,13,,
Raphaël Varane,Villarreal,7,Villarreal,7,,
Raphaël Varane,Alavés,16,Alavés,16,,
Raphaël Varane,Sevilla FC,4,Sevilla FC,4,,
Raphaël Varane,Atlético Madrid,1,Atlético Madrid,1,,
Raphaël Varane,Athletic,10,Athletic,10,,
Raphaël Varane,SD Eibar,20,SD Eibar,20,,
Raphaël Varane,Granada CF,9,Granada CF,9,,
Raphaël Varane,Elche CF,17,Elche CF,17,,
Raphaël Varane,Celta de Vigo,8,Celta de Vigo,8,,
Raphaël Varane,CA Osasuna,11,CA Osasuna,11,,
Raphaël Varane,Alavés,16,Alavés,16,,
Raphaël Varane,Levante,14,Levante,14,,
Raphaël Varane,SD Huesca,18,SD Huesca,18,2,
Raphaël Varane,Getafe,15,Getafe,15,,
Raphaël Varane,Valencia,13,Valencia,13,,
Raphaël Varane,Real Valladolid,19,Real Valladolid,19,,
Raphaël Varane,Real Sociedad,5,Real Sociedad,5,,
Raphaël Varane,Atlético Madrid,1,Atlético Madrid,1,,
Raphaël Varane,Elche CF,17,Elche CF,17,,
Raphaël Varane,Celta de Vigo,8,Celta de Vigo,8,,
Raphaël Varane,Cádiz CF,12,Cádiz CF,12,,
Raphaël Varane,Real Betis,6,Real Betis,6,,
Raphaël Varane,CA Osasuna,11,CA Osasuna,11,,
Raphaël Varane,Villarreal,7,Villarreal,7,,
Salvi Sánchez,CA Osasuna,11,CA Osasuna,11,,
Salvi Sánchez,SD Huesca,18,SD Huesca,18,,
Salvi Sánchez,Sevilla FC,4,Sevilla FC,4,1,
Salvi Sánchez,Athletic,10,Athletic,10,,
Salvi Sánchez,Granada CF,9,Granada CF,9,,
Salvi Sánchez,Real Madrid,2,Real Madrid,2,,
Salvi Sánchez,Villarreal,7,Villarreal,7,,
Salvi Sánchez,SD Eibar,20,SD Eibar,20,1,
Salvi Sánchez,Atlético Madrid,1,Atlético Madrid,1,,
Salvi Sánchez,Real Sociedad,5,Real Sociedad,5,,
Salvi Sánchez,Elche CF,17,Elche CF,17,,
Salvi Sánchez,Getafe,15,Getafe,15,,
Salvi Sánchez,Real Betis,6,Real Betis,6,,
Salvi Sánchez,Levante,14,Levante,14,,
Salvi Sánchez,Sevilla FC,4,Sevilla FC,4,,
Salvi Sánchez,Atlético Madrid,1,Atlético Madrid,1,,
Salvi Sánchez,Real Sociedad,5,Real Sociedad,5,,
Salvi Sánchez,Athletic,10,Athletic,10,,
Salvi Sánchez,FC Barcelona,3,FC Barcelona,3,,
Salvi Sánchez,Real Betis,6,Real Betis,6,,
Salvi Sánchez,SD Eibar,20,SD Eibar,20,,
Salvi Sánchez,Alavés,16,Alavés,16,,
Salvi Sánchez,Villarreal,7,Villarreal,7,,
Salvi Sánchez,Valencia,13,Valencia,13,,
Salvi Sánchez,Getafe,15,Getafe,15,,
Salvi Sánchez,Celta de Vigo,8,Celta de Vigo,8,,
Salvi Sánchez,Real Madrid,2,Real Madrid,2,,
Salvi Sánchez,Granada CF,9,Granada CF,9,,
Sergio León,Valencia,13,Valencia,13,,
Sergio León,Granada CF,9,Granada CF,9,,
Sergio León,Alavés,16,Alavés,16,,
Sergio León,Elche CF,17,Elche CF,17,,
Sergio León,Real Valladolid,19,Real Valladolid,19,,
Sergio León,Getafe,15,Getafe,15,,
Sergio León,FC Barcelona,3,FC Barcelona,3,,
Sergio León,Real Sociedad,5,Real Sociedad,5,,
Sergio León,SD Huesca,18,SD Huesca,18,,
Sergio León,Real Betis,6,Real Betis,6,,
Sergio León,Villarreal,7,Villarreal,7,1,
Sergio León,SD Eibar,20,SD Eibar,20,,
Sergio León,Cádiz CF,12,Cádiz CF,12,,
Sergio León,Real Valladolid,19,Real Valladolid,19,,
Sergio León,Real Madrid,2,Real Madrid,2,,
Sergio León,Granada CF,9,Granada CF,9,,
Sergio León,CA Osasuna,11,CA Osasuna,11,,
Sergio León,Atlético Madrid,1,Atlético Madrid,1,,
Sergio León,Athletic,10,Athletic,10,,
Sergio León,Valencia,13,Valencia,13,,
Sergio León,Real Betis,6,Real Betis,6,,
Sergio León,SD Huesca,18,SD Huesca,18,,
Sergio León,SD Eibar,20,SD Eibar,20,,
Sergio León,Sevilla FC,4,Sevilla FC,4,,
Sergio León,Elche CF,17,Elche CF,17,,
Sergio León,Celta de Vigo,8,Celta de Vigo,8,,
Sergio León,FC Barcelona,3,FC Barcelona,3,1,
Sergio León,Getafe,15,Getafe,15,,
Víctor Ruiz,Atlético Madrid,1,Atlético Madrid,1,,
Víctor Ruiz,Elche CF,17,Elche CF,17,,
Víctor Ruiz,FC Barcelona,3,FC Barcelona,3,,
Víctor Ruiz,Athletic,10,Athletic,10,,
Víctor Ruiz,CA Osasuna,11,CA Osasuna,11,,
Víctor Ruiz,Villarreal,7,Villarreal,7,,
Víctor Ruiz,Granada CF,9,Granada CF,9,,
Víctor Ruiz,Cádiz CF,12,Cádiz CF,12,,
Víctor Ruiz,Levante,14,Levante,14,,
Víctor Ruiz,Sevilla FC,4,Sevilla FC,4,,
Víctor Ruiz,SD Huesca,18,SD Huesca,18,,
Víctor Ruiz,Celta de Vigo,8,Celta de Vigo,8,,
Víctor Ruiz,Real Sociedad,5,Real Sociedad,5,,
Víctor Ruiz,CA Osasuna,11,CA Osasuna,11,,
Víctor Ruiz,FC Barcelona,3,FC Barcelona,3,1,
Víctor Ruiz,Villarreal,7,Villarreal,7,,
Víctor Ruiz,Cádiz CF,12,Cádiz CF,12,,
Víctor Ruiz,Sevilla FC,4,Sevilla FC,4,,
Víctor Ruiz,Levante,14,Levante,14,,
Víctor Ruiz,Elche CF,17,Elche CF,17,,
Víctor Ruiz,Valencia,13,Valencia,13,,
Víctor Ruiz,Real Madrid,2,Real Madrid,2,,
Víctor Ruiz,Real Valladolid,19,Real Valladolid,19,,
Víctor Ruiz,Granada CF,9,Granada CF,9,,
Víctor Ruiz,SD Eibar,20,SD Eibar,20,,
Víctor Ruiz,SD Huesca,18,SD Huesca,18,,
Víctor Ruiz,Celta de Vigo,8,Celta de Vigo,8,1,
William Carvalho,Alavés,16,Alavés,16,,
William Carvalho,Real Valladolid,19,Real Valladolid,19,1,
William Carvalho,Real Madrid,2,Real Madrid,2,1,
William Carvalho,Getafe,15,Getafe,15,,
William Carvalho,Valencia,13,Valencia,13,,
William Carvalho,Real Sociedad,5,Real Sociedad,5,,
William Carvalho,Atlético Madrid,1,Atlético Madrid,1,,
William Carvalho,Elche CF,17,Elche CF,17,,
William Carvalho,FC Barcelona,3,FC Barcelona,3,,
William Carvalho,Athletic,10,Athletic,10,,
William Carvalho,SD Eibar,20,SD Eibar,20,,
William Carvalho,CA Osasuna,11,CA Osasuna,11,,
William Carvalho,Villarreal,7,Villarreal,7,,
William Carvalho,Granada CF,9,Granada CF,9,,
William Carvalho,Real Sociedad,5,Real Sociedad,5,,
William Carvalho,CA Osasuna,11,CA Osasuna,11,,
William Carvalho,Villarreal,7,Villarreal,7,,
William Carvalho,Getafe,15,Getafe,15,,
William Carvalho,Alavés,16,Alavés,16,,
William Carvalho,Sevilla FC,4,Sevilla FC,4,,
William Carvalho,Levante,14,Levante,14,,
William Carvalho,Elche CF,17,Elche CF,17,,
William Carvalho,Atlético Madrid,1,Atlético Madrid,1,,
William Carvalho,Valencia,13,Valencia,13,,
William Carvalho,Real Madrid,2,Real Madrid,2,,
William Carvalho,Granada CF,9,Granada CF,9,,
William Carvalho,Celta de Vigo,8,Celta de Vigo,8,,
Marcos Mauro,CA Osasuna,11,CA Osasuna,11,,
Marcos Mauro,SD Huesca,18,SD Huesca,18,,
Marcos Mauro,Sevilla FC,4,Sevilla FC,4,,
Marcos Mauro,Granada CF,9,Granada CF,9,,
Marcos Mauro,Real Sociedad,5,Real Sociedad,5,,
Marcos Mauro,Elche CF,17,Elche CF,17,,
Marcos Mauro,FC Barcelona,3,FC Barcelona,3,,
Marcos Mauro,Celta de Vigo,8,Celta de Vigo,8,,
Marcos Mauro,Real Betis,6,Real Betis,6,,
Marcos Mauro,Real Valladolid,19,Real Valladolid,19,,
Marcos Mauro,Atlético Madrid,1,Atlético Madrid,1,,
Marcos Mauro,Real Sociedad,5,Real Sociedad,5,,
Marcos Mauro,FC Barcelona,3,FC Barcelona,3,,
Marcos Mauro,Real Betis,6,Real Betis,6,,
Marcos Mauro,SD Eibar,20,SD Eibar,20,,
Marcos Mauro,Alavés,16,Alavés,16,,
Marcos Mauro,Valencia,13,Valencia,13,1,
Marcos Mauro,Getafe,15,Getafe,15,,
Marcos Mauro,Celta de Vigo,8,Celta de Vigo,8,,
Marcos Mauro,Real Madrid,2,Real Madrid,2,,
Marcos Mauro,Real Valladolid,19,Real Valladolid,19,,
Marcos Mauro,SD Huesca,18,SD Huesca,18,1,
Marcos Mauro,CA Osasuna,11,CA Osasuna,11,,
Marcos Mauro,Elche CF,17,Elche CF,17,,
Dani Calvo,Real Sociedad,5,Real Sociedad,5,,
Dani Calvo,SD Eibar,20,SD Eibar,20,,
Dani Calvo,SD Huesca,18,SD Huesca,18,,
Dani Calvo,Alavés,16,Alavés,16,,
Dani Calvo,Valencia,13,Valencia,13,,
Dani Calvo,CA Osasuna,11,CA Osasuna,11,,
Dani Calvo,Getafe,15,Getafe,15,,
Dani Calvo,Celta de Vigo,8,Celta de Vigo,8,,
Dani Calvo,SD Eibar,20,SD Eibar,20,1,
Dani Calvo,Granada CF,9,Granada CF,9,,
Dani Calvo,Sevilla FC,4,Sevilla FC,4,,
Dani Calvo,Real Madrid,2,Real Madrid,2,1,
Dani Calvo,Sevilla FC,4,Sevilla FC,4,,
Dani Calvo,Getafe,15,Getafe,15,,
Dani Calvo,Real Betis,6,Real Betis,6,,
Dani Calvo,SD Huesca,18,SD Huesca,18,,
Dani Calvo,CA Osasuna,11,CA Osasuna,11,,
Dani Calvo,Real Valladolid,19,Real Valladolid,19,,
Dani Calvo,Levante,14,Levante,14,,
Dani Calvo,Atlético Madrid,1,Atlético Madrid,1,,
Dani Calvo,Real Sociedad,5,Real Sociedad,5,,
Dani Calvo,Alavés,16,Alavés,16,,
Dani Calvo,Athletic,10,Athletic,10,,
Míchel Herrero,Real Sociedad,5,Real Sociedad,5,1,
Míchel Herrero,Real Betis,6,Real Betis,6,,
Míchel Herrero,Real Madrid,2,Real Madrid,2,,
Míchel Herrero,Villarreal,7,Villarreal,7,,
Míchel Herrero,Atlético Madrid,1,Atlético Madrid,1,,
Míchel Herrero,Sevilla FC,4,Sevilla FC,4,,
Míchel Herrero,FC Barcelona,3,FC Barcelona,3,,
Míchel Herrero,Elche CF,17,Elche CF,17,1,
Míchel Herrero,Levante,14,Levante,14,,
