match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
19,1/19/21,H,Juan Cala,Cádiz CF,Levante,14,2:2,1,,90'
20,1/23/21,A,Juan Cala,Cádiz CF,Sevilla FC,4,3:0,,,90'
21,1/31/21,H,Juan Cala,Cádiz CF,Atlético Madrid,1,2:4,,,87'
22,2/7/21,A,Juan Cala,Cádiz CF,Real Sociedad,5,4:1,,,60'
23,2/15/21,H,Juan Cala,Cádiz CF,Athletic,10,0:4,,,90'
25,2/28/21,H,Juan Cala,Cádiz CF,Real Betis,6,0:1,,,11'
26,3/6/21,H,Juan Cala,Cádiz CF,SD Eibar,20,1:0,,,90'
27,3/13/21,A,Juan Cala,Cádiz CF,Alavés,16,1:1,,1,90'
28,3/21/21,A,Juan Cala,Cádiz CF,Villarreal,7,2:1,,,90'
29,4/4/21,H,Juan Cala,Cádiz CF,Valencia,13,2:1,1,,45'
30,4/10/21,A,Juan Cala,Cádiz CF,Getafe,15,0:1,,,90'
31,4/21/21,H,Juan Cala,Cádiz CF,Real Madrid,2,0:3,,,45'
32,4/24/21,A,Juan Cala,Cádiz CF,Real Valladolid,19,1:1,1,,90'
34,5/2/21,A,Juan Cala,Cádiz CF,Granada CF,9,0:1,,,90'
2,9/20/20,A,Fede Valverde,Real Madrid,Real Sociedad,5,0:0,,,20'
3,9/26/20,A,Fede Valverde,Real Madrid,Real Betis,6,2:3,1,,90'
4,9/30/20,H,Fede Valverde,Real Madrid,Real Valladolid,19,1:0,,,90'
5,10/4/20,A,Fede Valverde,Real Madrid,Levante,14,0:2,,,89'
6,10/17/20,H,Fede Valverde,Real Madrid,Cádiz CF,12,0:1,,,45'
7,10/24/20,A,Fede Valverde,Real Madrid,Barcelona,3,1:3,1,,69'
8,10/31/20,H,Fede Valverde,Real Madrid,SD Huesca,18,4:1,1,1,60'
9,11/8/20,A,Fede Valverde,Real Madrid,Valencia,13,4:1,,,76'
13,12/12/20,H,Fede Valverde,Real Madrid,Atlético Madrid,1,2:0,,,2'
19,12/15/20,H,Fede Valverde,Real Madrid,Athletic,10,3:1,,,64'
14,12/20/20,A,Fede Valverde,Real Madrid,SD Eibar,20,1:3,,,18'
15,12/23/20,H,Fede Valverde,Real Madrid,Granada CF,9,2:0,,,78'
16,12/30/20,A,Fede Valverde,Real Madrid,Elche CF,17,1:1,,,12'
17,1/2/21,H,Fede Valverde,Real Madrid,Celta de Vigo,8,2:0,,,5'
18,1/9/21,A,Fede Valverde,Real Madrid,CA Osasuna,11,0:0,,,24'
25,3/1/21,H,Fede Valverde,Real Madrid,Real Sociedad,5,1:1,,,14'
26,3/7/21,A,Fede Valverde,Real Madrid,Atlético Madrid,1,1:1,,,30'
27,3/13/21,H,Fede Valverde,Real Madrid,Elche CF,17,2:1,,,62'
28,3/20/21,A,Fede Valverde,Real Madrid,Celta de Vigo,8,1:3,,,90'
30,4/10/21,H,Fede Valverde,Real Madrid,Barcelona,3,2:1,,,61'
35,5/9/21,H,Fede Valverde,Real Madrid,Sevilla FC,4,2:2,,,90'
36,5/13/21,A,Fede Valverde,Real Madrid,Granada CF,9,1:4,,,62'
37,5/16/21,A,Fede Valverde,Real Madrid,Athletic,10,0:1,,,90'
38,5/22/21,H,Fede Valverde,Real Madrid,Villarreal,7,2:1,,,90'
7,10/25/20,A,Yeremi Pino,Villarreal CF,Cádiz CF,12,0:0,,,4'
8,11/2/20,H,Yeremi Pino,Villarreal CF,Real Valladolid,19,2:0,,,7'
10,11/21/20,H,Yeremi Pino,Villarreal CF,Real Madrid,2,1:1,,,29'
12,12/6/20,H,Yeremi Pino,Villarreal CF,Elche CF,17,0:0,,,12'
13,12/13/20,A,Yeremi Pino,Villarreal CF,Real Betis,6,1:1,,,45'
14,12/19/20,A,Yeremi Pino,Villarreal CF,CA Osasuna,11,1:3,,1,73'
15,12/22/20,H,Yeremi Pino,Villarreal CF,Athletic,10,1:1,1,,24'
16,12/29/20,A,Yeremi Pino,Villarreal CF,Sevilla FC,4,2:0,,,45'
17,1/2/21,H,Yeremi Pino,Villarreal CF,Levante,14,2:1,,,45'
18,1/8/21,A,Yeremi Pino,Villarreal CF,Celta de Vigo,8,0:4,,,24'
19,1/20/21,H,Yeremi Pino,Villarreal CF,Granada CF,9,2:2,,,10'
20,1/23/21,A,Yeremi Pino,Villarreal CF,SD Huesca,18,0:0,,,28'
22,2/6/21,A,Yeremi Pino,Villarreal CF,Elche CF,17,2:2,,,40'
24,2/21/21,A,Yeremi Pino,Villarreal CF,Athletic,10,1:1,,,28'
28,3/21/21,H,Yeremi Pino,Villarreal CF,Cádiz CF,12,2:1,,,9'
30,4/11/21,H,Yeremi Pino,Villarreal CF,CA Osasuna,11,1:2,,,58'
33,4/18/21,A,Yeremi Pino,Villarreal CF,Levante,14,1:5,,,9'
31,4/21/21,A,Yeremi Pino,Villarreal CF,Alavés,16,2:1,,,6'
32,4/25/21,H,Yeremi Pino,Villarreal CF,Barcelona,3,1:2,,,1'
34,5/2/21,H,Yeremi Pino,Villarreal CF,Getafe,15,1:0,1,,21'
35,5/9/21,H,Yeremi Pino,Villarreal CF,Celta de Vigo,8,2:4,,,90'
36,5/13/21,A,Yeremi Pino,Villarreal CF,Real Valladolid,19,0:2,,,29'
37,5/16/21,H,Yeremi Pino,Villarreal CF,Sevilla FC,4,4:0,,,67'
38,5/22/21,A,Yeremi Pino,Villarreal CF,Real Madrid,2,2:1,1,,81'
22,2/6/21,H,Papu Gómez,Sevilla FC,Getafe,15,3:0,1,,33'
23,2/13/21,H,Papu Gómez,Sevilla FC,SD Huesca,18,1:0,,,75'
24,2/22/21,A,Papu Gómez,Sevilla FC,CA Osasuna,11,0:2,,,10'
25,2/27/21,H,Papu Gómez,Sevilla FC,Barcelona,3,0:2,,,45'
26,3/6/21,A,Papu Gómez,Sevilla FC,Elche CF,17,2:1,,,76'
27,3/14/21,H,Papu Gómez,Sevilla FC,Real Betis,6,1:0,,,67'
2,3/17/21,H,Papu Gómez,Sevilla FC,Elche CF,17,2:0,,,2'
28,3/20/21,A,Papu Gómez,Sevilla FC,Real Valladolid,19,1:1,,,90'
29,4/4/21,H,Papu Gómez,Sevilla FC,Atlético Madrid,1,1:0,,,13'
30,4/12/21,A,Papu Gómez,Sevilla FC,Celta de Vigo,8,3:4,1,,23'
33,4/18/21,A,Papu Gómez,Sevilla FC,Real Sociedad,5,1:2,,,77'
31,4/21/21,A,Papu Gómez,Sevilla FC,Levante,14,0:1,,,86'
32,4/25/21,H,Papu Gómez,Sevilla FC,Granada CF,9,2:1,,1,73'
34,5/3/21,H,Papu Gómez,Sevilla FC,Athletic,10,0:1,,,85'
35,5/9/21,A,Papu Gómez,Sevilla FC,Real Madrid,2,2:2,,,56'
36,5/12/21,H,Papu Gómez,Sevilla FC,Valencia,13,1:0,,,31'
37,5/16/21,A,Papu Gómez,Sevilla FC,Villarreal,7,4:0,,,58'
38,5/23/21,H,Papu Gómez,Sevilla FC,Alavés,16,1:0,1,,16'
4,9/30/20,H,Esteban Burgos,SD Eibar,Elche CF,17,0:1,,,45'
5,10/3/20,A,Esteban Burgos,SD Eibar,Real Valladolid,19,1:2,1,,90'
6,10/18/20,H,Esteban Burgos,SD Eibar,CA Osasuna,11,0:0,,,90'
7,10/24/20,A,Esteban Burgos,SD Eibar,Sevilla FC,4,0:1,,,90'
8,10/30/20,H,Esteban Burgos,SD Eibar,Cádiz CF,12,0:2,,,82'
9,11/7/20,A,Esteban Burgos,SD Eibar,SD Huesca,18,1:1,1,,74'
11,11/30/20,A,Esteban Burgos,SD Eibar,Real Betis,6,0:2,1,1,90'
12,12/7/20,H,Esteban Burgos,SD Eibar,Valencia,13,0:0,,,90'
13,12/13/20,A,Esteban Burgos,SD Eibar,Real Sociedad,5,1:1,,,90'
15,12/23/20,A,Esteban Burgos,SD Eibar,Alavés,16,2:1,,,84'
16,12/29/20,A,Esteban Burgos,SD Eibar,Barcelona,3,1:1,,,73'
22,2/7/21,A,Esteban Burgos,SD Eibar,CA Osasuna,11,2:1,,,45'
27,3/14/21,H,Esteban Burgos,SD Eibar,Villarreal,7,1:3,,,83'
33,4/18/21,A,Esteban Burgos,SD Eibar,Atlético Madrid,1,5:0,,,90'
8,10/31/20,H,Eden Hazard,Real Madrid,SD Huesca,18,4:1,1,,60'
10,11/21/20,A,Eden Hazard,Real Madrid,Villarreal,7,1:1,,,65'
11,11/28/20,H,Eden Hazard,Real Madrid,Alavés,16,1:2,,,28'
16,12/30/20,A,Eden Hazard,Real Madrid,Elche CF,17,1:1,,,13'
17,1/2/21,H,Eden Hazard,Real Madrid,Celta de Vigo,8,2:0,,,16'
18,1/9/21,A,Eden Hazard,Real Madrid,CA Osasuna,11,0:0,,,75'
20,1/23/21,A,Eden Hazard,Real Madrid,Alavés,16,1:4,1,,63'
21,1/30/21,H,Eden Hazard,Real Madrid,Levante,14,1:2,,,60'
27,3/13/21,H,Eden Hazard,Real Madrid,Elche CF,17,2:1,,,15'
32,4/24/21,H,Eden Hazard,Real Madrid,Real Betis,6,0:0,,,13'
34,5/1/21,H,Eden Hazard,Real Madrid,CA Osasuna,11,2:0,,,72'
35,5/9/21,H,Eden Hazard,Real Madrid,Sevilla FC,4,2:2,1,,11'
36,5/13/21,A,Eden Hazard,Real Madrid,Granada CF,9,1:4,,1,28'
37,5/16/21,A,Eden Hazard,Real Madrid,Athletic,10,0:1,,,13'
4,9/29/20,H,Willian José,Real Sociedad,Valencia,13,0:1,,,23'
6,10/18/20,A,Willian José,Real Sociedad,Real Betis,6,0:3,,,69'
7,10/25/20,H,Willian José,Real Sociedad,SD Huesca,18,4:1,,,63'
8,11/1/20,A,Willian José,Real Sociedad,Celta de Vigo,8,1:4,2,,90'
9,11/8/20,H,Willian José,Real Sociedad,Granada CF,9,2:0,,,90'
10,11/22/20,A,Willian José,Real Sociedad,Cádiz CF,12,0:1,,,16'
11,11/29/20,H,Willian José,Real Sociedad,Villarreal,7,1:1,,,90'
12,12/6/20,A,Willian José,Real Sociedad,Alavés,16,0:0,,,15'
19,12/16/20,A,Willian José,Real Sociedad,Barcelona,3,2:1,1,,90'
14,12/19/20,A,Willian José,Real Sociedad,Levante,14,2:1,,,11'
15,12/22/20,H,Willian José,Real Sociedad,Atlético Madrid,1,0:2,,,66'
16,12/31/20,A,Willian José,Real Sociedad,Athletic,10,0:1,,,5'
17,1/3/21,H,Willian José,Real Sociedad,CA Osasuna,11,1:1,,1,60'
2,9/19/20,H,Mauro Arambarri,Getafe CF,CA Osasuna,11,1:0,,,90'
3,9/26/20,A,Mauro Arambarri,Getafe CF,Alavés,16,0:0,,,90'
4,9/29/20,H,Mauro Arambarri,Getafe CF,Real Betis,6,3:0,,,86'
5,10/3/20,A,Mauro Arambarri,Getafe CF,Real Sociedad,5,3:0,,,90'
6,10/17/20,H,Mauro Arambarri,Getafe CF,Barcelona,3,1:0,,,90'
7,10/25/20,H,Mauro Arambarri,Getafe CF,Granada CF,9,0:1,,,90'
8,11/1/20,A,Mauro Arambarri,Getafe CF,Valencia,13,2:2,,,90'
9,11/8/20,H,Mauro Arambarri,Getafe CF,Villarreal,7,1:3,1,,90'
10,11/22/20,A,Mauro Arambarri,Getafe CF,SD Eibar,20,0:0,,,90'
11,11/29/20,H,Mauro Arambarri,Getafe CF,Athletic,10,1:1,,,90'
12,12/5/20,A,Mauro Arambarri,Getafe CF,Levante,14,3:0,,,90'
13,12/12/20,H,Mauro Arambarri,Getafe CF,Sevilla FC,4,0:1,,,90'
14,12/20/20,A,Mauro Arambarri,Getafe CF,Cádiz CF,12,0:2,,,90'
15,12/23/20,H,Mauro Arambarri,Getafe CF,Celta de Vigo,8,1:1,,,90'
17,1/2/21,H,Mauro Arambarri,Getafe CF,Real Valladolid,19,0:1,,,90'
18,1/11/21,A,Mauro Arambarri,Getafe CF,Elche CF,17,1:3,,,90'
19,1/20/21,H,Mauro Arambarri,Getafe CF,SD Huesca,18,1:0,1,,87'
20,1/25/21,A,Mauro Arambarri,Getafe CF,Athletic,10,5:1,,,83'
21,1/31/21,H,Mauro Arambarri,Getafe CF,Alavés,16,0:0,,,90'
1,2/9/21,A,Mauro Arambarri,Getafe CF,Real Madrid,2,2:0,,,90'
23,2/14/21,H,Mauro Arambarri,Getafe CF,Real Sociedad,5,0:1,,,90'
24,2/19/21,A,Mauro Arambarri,Getafe CF,Real Betis,6,1:0,,,90'
25,2/27/21,H,Mauro Arambarri,Getafe CF,Valencia,13,3:0,1,,85'
26,3/6/21,A,Mauro Arambarri,Getafe CF,Real Valladolid,19,2:1,,,90'
27,3/13/21,H,Mauro Arambarri,Getafe CF,Atlético Madrid,1,0:0,,,90'
28,3/21/21,H,Mauro Arambarri,Getafe CF,Elche CF,17,1:1,,,90'
29,4/3/21,A,Mauro Arambarri,Getafe CF,CA Osasuna,11,0:0,,,90'
30,4/10/21,H,Mauro Arambarri,Getafe CF,Cádiz CF,12,0:1,,,90'
33,4/18/21,H,Mauro Arambarri,Getafe CF,Real Madrid,2,0:0,,,90'
31,4/22/21,A,Mauro Arambarri,Getafe CF,Barcelona,3,5:2,,,45'
32,4/25/21,A,Mauro Arambarri,Getafe CF,SD Huesca,18,0:2,,,90'
34,5/2/21,A,Mauro Arambarri,Getafe CF,Villarreal,7,1:0,,,84'
35,5/9/21,H,Mauro Arambarri,Getafe CF,SD Eibar,20,0:1,,,90'
37,5/16/21,H,Mauro Arambarri,Getafe CF,Levante,14,2:1,,,90'
2,9/19/20,H,Fran Beltrán,Celta de Vigo,Valencia,13,2:1,,,66'
3,9/27/20,A,Fran Beltrán,Celta de Vigo,Real Valladolid,19,1:1,,,80'
4,10/1/20,H,Fran Beltrán,Celta de Vigo,Barcelona,3,0:3,,,16'
6,10/17/20,H,Fran Beltrán,Celta de Vigo,Atlético Madrid,1,0:2,,,62'
7,10/26/20,A,Fran Beltrán,Celta de Vigo,Levante,14,1:1,,,3'
8,11/1/20,H,Fran Beltrán,Celta de Vigo,Real Sociedad,5,1:4,,,57'
9,11/6/20,A,Fran Beltrán,Celta de Vigo,Elche CF,17,1:1,,,24'
11,11/29/20,H,Fran Beltrán,Celta de Vigo,Granada CF,9,3:1,1,,7'
12,12/4/20,A,Fran Beltrán,Celta de Vigo,Athletic,10,0:2,,,2'
13,12/14/20,H,Fran Beltrán,Celta de Vigo,Cádiz CF,12,4:0,1,,56'
14,12/20/20,H,Fran Beltrán,Celta de Vigo,Alavés,16,2:0,,,75'
16,12/30/20,H,Fran Beltrán,Celta de Vigo,SD Huesca,18,2:1,,,17'
17,1/2/21,A,Fran Beltrán,Celta de Vigo,Real Madrid,2,2:0,,,39'
18,1/8/21,H,Fran Beltrán,Celta de Vigo,Villarreal,7,0:4,,,73'
19,1/20/21,A,Fran Beltrán,Celta de Vigo,Real Betis,6,2:1,,,19'
20,1/24/21,H,Fran Beltrán,Celta de Vigo,SD Eibar,20,1:1,,,75'
21,1/31/21,A,Fran Beltrán,Celta de Vigo,Granada CF,9,0:0,,,60'
23,2/12/21,H,Fran Beltrán,Celta de Vigo,Elche CF,17,3:1,,,14'
24,2/20/21,A,Fran Beltrán,Celta de Vigo,Valencia,13,2:0,,,1'
26,3/7/21,A,Fran Beltrán,Celta de Vigo,SD Huesca,18,3:4,1,,90'
27,3/14/21,H,Fran Beltrán,Celta de Vigo,Athletic,10,0:0,,,13'
28,3/20/21,H,Fran Beltrán,Celta de Vigo,Real Madrid,2,1:3,,,6'
29,4/4/21,A,Fran Beltrán,Celta de Vigo,Alavés,16,1:3,,,34'
30,4/12/21,H,Fran Beltrán,Celta de Vigo,Sevilla FC,4,3:4,,,7'
33,4/18/21,A,Fran Beltrán,Celta de Vigo,Cádiz CF,12,0:0,,,23'
31,4/22/21,A,Fran Beltrán,Celta de Vigo,Real Sociedad,5,2:1,,,28'
32,4/25/21,H,Fran Beltrán,Celta de Vigo,CA Osasuna,11,2:1,,,29'
34,4/30/21,H,Fran Beltrán,Celta de Vigo,Levante,14,2:0,,,61'
35,5/9/21,A,Fran Beltrán,Celta de Vigo,Villarreal,7,2:4,,,90'
36,5/12/21,H,Fran Beltrán,Celta de Vigo,Getafe,15,1:0,,,90'
37,5/16/21,A,Fran Beltrán,Celta de Vigo,Barcelona,3,1:2,,,90'
38,5/22/21,H,Fran Beltrán,Celta de Vigo,Real Betis,6,2:3,,,82'
1,9/13/20,A,Ander Barrenetxea,Real Sociedad,Real Valladolid,19,1:1,,,77'
2,9/20/20,H,Ander Barrenetxea,Real Sociedad,Real Madrid,2,0:0,,,74'
3,9/26/20,A,Ander Barrenetxea,Real Sociedad,Elche CF,17,0:3,,,23'
4,9/29/20,H,Ander Barrenetxea,Real Sociedad,Valencia,13,0:1,,,45'
5,10/3/20,H,Ander Barrenetxea,Real Sociedad,Getafe,15,3:0,,,17'
8,11/1/20,A,Ander Barrenetxea,Real Sociedad,Celta de Vigo,8,1:4,,,71'
10,11/22/20,A,Ander Barrenetxea,Real Sociedad,Cádiz CF,12,0:1,,,6'
11,11/29/20,H,Ander Barrenetxea,Real Sociedad,Villarreal,7,1:1,,,70'
12,12/6/20,A,Ander Barrenetxea,Real Sociedad,Alavés,16,0:0,,,7'
13,12/13/20,H,Ander Barrenetxea,Real Sociedad,SD Eibar,20,1:1,1,,63'
19,12/16/20,A,Ander Barrenetxea,Real Sociedad,Barcelona,3,2:1,,,35'
14,12/19/20,A,Ander Barrenetxea,Real Sociedad,Levante,14,2:1,,,79'
15,12/22/20,H,Ander Barrenetxea,Real Sociedad,Atlético Madrid,1,0:2,,,66'
16,12/31/20,A,Ander Barrenetxea,Real Sociedad,Athletic,10,0:1,,,16'
17,1/3/21,H,Ander Barrenetxea,Real Sociedad,CA Osasuna,11,1:1,1,,78'
18,1/9/21,A,Ander Barrenetxea,Real Sociedad,Sevilla FC,4,3:2,,,34'
20,1/23/21,H,Ander Barrenetxea,Real Sociedad,Real Betis,6,2:2,,,12'
22,2/7/21,H,Ander Barrenetxea,Real Sociedad,Cádiz CF,12,4:1,,,7'
23,2/14/21,A,Ander Barrenetxea,Real Sociedad,Getafe,15,0:1,,,11'
25,3/1/21,A,Ander Barrenetxea,Real Sociedad,Real Madrid,2,1:1,,,18'
26,3/7/21,H,Ander Barrenetxea,Real Sociedad,Levante,14,1:0,,,17'
27,3/14/21,A,Ander Barrenetxea,Real Sociedad,Granada CF,9,1:0,,,12'
28,3/21/21,H,Ander Barrenetxea,Real Sociedad,Barcelona,3,1:6,1,,29'
29,4/7/21,H,Ander Barrenetxea,Real Sociedad,Athletic,10,1:1,,,90'
33,4/18/21,H,Ander Barrenetxea,Real Sociedad,Sevilla FC,4,1:2,,,83'
31,4/22/21,H,Ander Barrenetxea,Real Sociedad,Celta de Vigo,8,2:1,,,22'
32,4/26/21,A,Ander Barrenetxea,Real Sociedad,SD Eibar,20,0:1,,,63'
34,5/1/21,A,Ander Barrenetxea,Real Sociedad,SD Huesca,18,1:0,,,32'
35,5/7/21,H,Ander Barrenetxea,Real Sociedad,Elche CF,17,2:0,,,45'
36,5/12/21,A,Ander Barrenetxea,Real Sociedad,Atlético Madrid,1,2:1,,,90'
38,5/22/21,A,Ander Barrenetxea,Real Sociedad,CA Osasuna,11,0:1,,,8'
1,9/12/20,H,Sergi Enrich,SD Eibar,Celta de Vigo,8,0:0,,,67'
2,9/19/20,A,Sergi Enrich,SD Eibar,Villarreal,7,2:1,,,6'
6,10/18/20,H,Sergi Enrich,SD Eibar,CA Osasuna,11,0:0,,,33'
7,10/24/20,A,Sergi Enrich,SD Eibar,Sevilla FC,4,0:1,,,29'
8,10/30/20,H,Sergi Enrich,SD Eibar,Cádiz CF,12,0:2,,,45'
10,11/22/20,H,Sergi Enrich,SD Eibar,Getafe,15,0:0,,,13'
11,11/30/20,A,Sergi Enrich,SD Eibar,Real Betis,6,0:2,,,12'
12,12/7/20,H,Sergi Enrich,SD Eibar,Valencia,13,0:0,,,8'
13,12/13/20,A,Sergi Enrich,SD Eibar,Real Sociedad,5,1:1,1,,45'
17,1/3/21,H,Sergi Enrich,SD Eibar,Granada CF,9,2:0,,,75'
18,1/10/21,A,Sergi Enrich,SD Eibar,Levante,14,2:1,,,73'
19,1/21/21,H,Sergi Enrich,SD Eibar,Atlético Madrid,1,1:2,,,13'
21,1/30/21,H,Sergi Enrich,SD Eibar,Sevilla FC,4,0:2,,,30'
22,2/7/21,A,Sergi Enrich,SD Eibar,CA Osasuna,11,2:1,,,74'
23,2/13/21,H,Sergi Enrich,SD Eibar,Real Valladolid,19,1:1,,,90'
24,2/20/21,A,Sergi Enrich,SD Eibar,Elche CF,17,1:0,,,57'
25,2/27/21,H,Sergi Enrich,SD Eibar,SD Huesca,18,1:1,,,70'
26,3/6/21,A,Sergi Enrich,SD Eibar,Cádiz CF,12,1:0,,,90'
27,3/14/21,H,Sergi Enrich,SD Eibar,Villarreal,7,1:3,1,,45'
29,4/3/21,A,Sergi Enrich,SD Eibar,Real Madrid,2,2:0,,,29'
30,4/10/21,H,Sergi Enrich,SD Eibar,Levante,14,0:1,,,86'
32,4/26/21,H,Sergi Enrich,SD Eibar,Real Sociedad,5,0:1,,,10'
34,5/1/21,H,Sergi Enrich,SD Eibar,Alavés,16,3:0,,,90'
35,5/9/21,A,Sergi Enrich,SD Eibar,Getafe,15,0:1,,,90'
36,5/13/21,H,Sergi Enrich,SD Eibar,Real Betis,6,1:1,1,,90'
37,5/16/21,A,Sergi Enrich,SD Eibar,Valencia,13,4:1,,,54'
38,5/22/21,H,Sergi Enrich,SD Eibar,Barcelona,3,0:1,,,77'
1,9/12/20,A,Unai López,Athletic Bilbao,Granada CF,9,2:0,,,34'
3,9/27/20,A,Unai López,Athletic Bilbao,SD Eibar,20,1:2,2,,90'
4,10/1/20,H,Unai López,Athletic Bilbao,Cádiz CF,12,0:1,,,90'
5,10/4/20,A,Unai López,Athletic Bilbao,Alavés,16,1:0,,,78'
6,10/18/20,H,Unai López,Athletic Bilbao,Levante,14,2:0,,,71'
7,10/24/20,A,Unai López,Athletic Bilbao,CA Osasuna,11,1:0,,,87'
8,10/31/20,H,Unai López,Athletic Bilbao,Sevilla FC,4,2:1,,,36'
9,11/8/20,A,Unai López,Athletic Bilbao,Real Valladolid,19,2:1,,,75'
12,12/4/20,H,Unai López,Athletic Bilbao,Celta de Vigo,8,0:2,,,28'
13,12/12/20,A,Unai López,Athletic Bilbao,Valencia,13,2:2,,,45'
16,12/31/20,H,Unai López,Athletic Bilbao,Real Sociedad,5,0:1,,,17'
20,1/25/21,H,Unai López,Athletic Bilbao,Getafe,15,5:1,,,10'
22,2/7/21,H,Unai López,Athletic Bilbao,Valencia,13,1:1,,,24'
23,2/15/21,A,Unai López,Athletic Bilbao,Cádiz CF,12,0:4,1,,76'
24,2/21/21,H,Unai López,Athletic Bilbao,Villarreal,7,1:1,,,90'
18,3/10/21,A,Unai López,Athletic Bilbao,Atlético Madrid,1,2:1,,,73'
27,3/14/21,A,Unai López,Athletic Bilbao,Celta de Vigo,8,0:0,,,69'
28,3/20/21,H,Unai López,Athletic Bilbao,SD Eibar,20,1:1,,,45'
30,4/10/21,H,Unai López,Athletic Bilbao,Alavés,16,0:0,,,64'
31,4/21/21,A,Unai López,Athletic Bilbao,Real Betis,6,0:0,,,28'
32,4/25/21,H,Unai López,Athletic Bilbao,Atlético Madrid,1,2:1,,,15'
33,4/28/21,H,Unai López,Athletic Bilbao,Real Valladolid,19,2:2,,,72'
35,5/8/21,H,Unai López,Athletic Bilbao,CA Osasuna,11,2:2,,,10'
36,5/12/21,A,Unai López,Athletic Bilbao,SD Huesca,18,1:0,,,90'
37,5/16/21,H,Unai López,Athletic Bilbao,Real Madrid,2,0:1,,,18'
38,5/22/21,A,Unai López,Athletic Bilbao,Elche CF,17,2:0,,,90'
1,9/13/20,H,Fer Niño,Villarreal CF,SD Huesca,18,1:1,,,1'
12,12/6/20,H,Fer Niño,Villarreal CF,Elche CF,17,0:0,,,8'
13,12/13/20,A,Fer Niño,Villarreal CF,Real Betis,6,1:1,,,45'
14,12/19/20,A,Fer Niño,Villarreal CF,CA Osasuna,11,1:3,1,,84'
15,12/22/20,H,Fer Niño,Villarreal CF,Athletic,10,1:1,,,82'
16,12/29/20,A,Fer Niño,Villarreal CF,Sevilla FC,4,2:0,,,63'
17,1/2/21,H,Fer Niño,Villarreal CF,Levante,14,2:1,1,,45'
18,1/8/21,A,Fer Niño,Villarreal CF,Celta de Vigo,8,0:4,1,,66'
19,1/20/21,H,Fer Niño,Villarreal CF,Granada CF,9,2:2,,,59'
20,1/23/21,A,Fer Niño,Villarreal CF,SD Huesca,18,0:0,,,6'
21,1/30/21,H,Fer Niño,Villarreal CF,Real Sociedad,5,1:1,,,9'
23,2/14/21,H,Fer Niño,Villarreal CF,Real Betis,6,1:2,,,2'
24,2/21/21,A,Fer Niño,Villarreal CF,Athletic,10,1:1,,,28'
30,4/11/21,H,Fer Niño,Villarreal CF,CA Osasuna,11,1:2,,,12'
31,4/21/21,A,Fer Niño,Villarreal CF,Alavés,16,2:1,,,6'
35,5/9/21,H,Fer Niño,Villarreal CF,Celta de Vigo,8,2:4,,,66'
37,5/16/21,H,Fer Niño,Villarreal CF,Sevilla FC,4,4:0,,,9'
1,9/13/20,A,Roberto López,Real Sociedad,Real Valladolid,19,1:1,1,,77'
3,9/26/20,A,Roberto López,Real Sociedad,Elche CF,17,0:3,1,,13'
4,9/29/20,H,Roberto López,Real Sociedad,Valencia,13,0:1,,,23'
5,10/3/20,H,Roberto López,Real Sociedad,Getafe,15,3:0,,,1'
6,10/18/20,A,Roberto López,Real Sociedad,Real Betis,6,0:3,,,6'
7,10/25/20,H,Roberto López,Real Sociedad,SD Huesca,18,4:1,,,14'
8,11/1/20,A,Roberto López,Real Sociedad,Celta de Vigo,8,1:4,,,11'
11,11/29/20,H,Roberto López,Real Sociedad,Villarreal,7,1:1,,,90'
12,12/6/20,A,Roberto López,Real Sociedad,Alavés,16,0:0,,,75'
13,12/13/20,H,Roberto López,Real Sociedad,SD Eibar,20,1:1,,,69'
15,12/22/20,H,Roberto López,Real Sociedad,Atlético Madrid,1,0:2,,,15'
18,1/9/21,A,Roberto López,Real Sociedad,Sevilla FC,4,3:2,,,12'
29,4/7/21,H,Roberto López,Real Sociedad,Athletic,10,1:1,1,,19'
30,4/11/21,A,Roberto López,Real Sociedad,Valencia,13,2:2,,,11'
36,5/12/21,A,Roberto López,Real Sociedad,Atlético Madrid,1,2:1,,,31'
37,5/16/21,H,Roberto López,Real Sociedad,Real Valladolid,19,4:1,,,29'
38,5/22/21,A,Roberto López,Real Sociedad,CA Osasuna,11,0:1,,,1'
2,9/20/20,H,Antonio Sanabria,Real Betis Balompié,Real Valladolid,19,2:0,,,21'
3,9/26/20,H,Antonio Sanabria,Real Betis Balompié,Real Madrid,2,2:3,,,68'
4,9/29/20,A,Antonio Sanabria,Real Betis Balompié,Getafe,15,3:0,,,72'
5,10/3/20,A,Antonio Sanabria,Real Betis Balompié,Valencia,13,0:2,,,85'
6,10/18/20,H,Antonio Sanabria,Real Betis Balompié,Real Sociedad,5,0:3,,,45'
7,10/24/20,A,Antonio Sanabria,Real Betis Balompié,Atlético Madrid,1,2:0,,,80'
8,11/1/20,H,Antonio Sanabria,Real Betis Balompié,Elche CF,17,3:1,1,,90'
9,11/7/20,A,Antonio Sanabria,Real Betis Balompié,Barcelona,3,5:2,1,,71'
10,11/23/20,A,Antonio Sanabria,Real Betis Balompié,Athletic,10,4:0,,,62'
11,11/30/20,H,Antonio Sanabria,Real Betis Balompié,SD Eibar,20,0:2,,,69'
13,12/13/20,H,Antonio Sanabria,Real Betis Balompié,Villarreal,7,1:1,,,27'
