match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
31,4/21/21,H,Luis Rioja,Deportivo Alavés,Villarreal,7,2:1,,,58'
32,4/24/21,A,Luis Rioja,Deportivo Alavés,Valencia,13,1:1,,,19'
34,5/1/21,A,Luis Rioja,Deportivo Alavés,SD Eibar,20,3:0,,,34'
35,5/8/21,H,Luis Rioja,Deportivo Alavés,Levante,14,2:2,,,90'
36,5/11/21,A,Luis Rioja,Deportivo Alavés,Elche CF,17,0:2,1,1,78'
37,5/16/21,H,Luis Rioja,Deportivo Alavés,Granada CF,9,4:2,1,,73'
38,5/23/21,A,Luis Rioja,Deportivo Alavés,Sevilla FC,4,1:0,,,23'
3,9/26/20,H,Josan,Elche CF,Real Sociedad,5,0:3,,,90'
4,9/30/20,A,Josan,Elche CF,SD Eibar,20,0:1,,,90'
5,10/3/20,H,Josan,Elche CF,SD Huesca,18,0:0,,,90'
6,10/18/20,A,Josan,Elche CF,Alavés,16,0:2,,,83'
7,10/23/20,H,Josan,Elche CF,Valencia,13,2:1,1,1,90'
8,11/1/20,A,Josan,Elche CF,Real Betis,6,3:1,1,,74'
9,11/6/20,H,Josan,Elche CF,Celta de Vigo,8,1:1,,,90'
10,11/21/20,A,Josan,Elche CF,Levante,14,1:1,,,90'
12,12/6/20,A,Josan,Elche CF,Villarreal,7,0:0,,,87'
13,12/13/20,H,Josan,Elche CF,Granada CF,9,0:1,,,73'
14,12/19/20,A,Josan,Elche CF,Atlético Madrid,1,3:1,,,45'
15,12/22/20,H,Josan,Elche CF,CA Osasuna,11,2:2,,,45'
16,12/30/20,H,Josan,Elche CF,Real Madrid,2,1:1,,,16'
17,1/3/21,A,Josan,Elche CF,Athletic,10,1:0,,,45'
18,1/11/21,H,Josan,Elche CF,Getafe,15,1:3,,,68'
19,1/19/21,A,Josan,Elche CF,Real Valladolid,19,2:2,2,,74'
20,1/24/21,H,Josan,Elche CF,Barcelona,3,0:2,,,90'
21,1/30/21,A,Josan,Elche CF,Valencia,13,1:0,,,45'
22,2/6/21,H,Josan,Elche CF,Villarreal,7,2:2,,1,90'
23,2/12/21,A,Josan,Elche CF,Celta de Vigo,8,3:1,,,27'
24,2/20/21,H,Josan,Elche CF,SD Eibar,20,1:0,,,28'
26,3/6/21,H,Josan,Elche CF,Sevilla FC,4,2:1,,,14'
27,3/13/21,A,Josan,Elche CF,Real Madrid,2,2:1,,,15'
2,3/17/21,A,Josan,Elche CF,Sevilla FC,4,2:0,,,69'
30,4/9/21,A,Josan,Elche CF,SD Huesca,18,3:1,,,26'
33,4/18/21,A,Josan,Elche CF,CA Osasuna,11,2:0,,,65'
31,4/21/21,H,Josan,Elche CF,Real Valladolid,19,1:1,,,7'
32,4/24/21,H,Josan,Elche CF,Levante,14,1:0,,,20'
34,5/1/21,H,Josan,Elche CF,Atlético Madrid,1,0:1,,,10'
35,5/7/21,A,Josan,Elche CF,Real Sociedad,5,2:0,,,67'
36,5/11/21,H,Josan,Elche CF,Alavés,16,0:2,,,57'
37,5/16/21,A,Josan,Elche CF,Cádiz CF,12,1:3,,,77'
38,5/22/21,H,Josan,Elche CF,Athletic,10,2:0,,,75'
1,9/13/20,H,Gabriel Paulista,Valencia CF,Levante,14,4:2,1,,90'
2,9/19/20,A,Gabriel Paulista,Valencia CF,Celta de Vigo,8,2:1,,,90'
6,10/18/20,A,Gabriel Paulista,Valencia CF,Villarreal,7,2:1,,,90'
7,10/23/20,A,Gabriel Paulista,Valencia CF,Elche CF,17,2:1,,,90'
8,11/1/20,H,Gabriel Paulista,Valencia CF,Getafe,15,2:2,,1,90'
9,11/8/20,H,Gabriel Paulista,Valencia CF,Real Madrid,2,4:1,,,90'
10,11/22/20,A,Gabriel Paulista,Valencia CF,Alavés,16,2:2,,,90'
11,11/28/20,H,Gabriel Paulista,Valencia CF,Atlético Madrid,1,0:1,,,90'
12,12/7/20,A,Gabriel Paulista,Valencia CF,SD Eibar,20,0:0,,,90'
13,12/12/20,H,Gabriel Paulista,Valencia CF,Athletic,10,2:2,,,90'
14,12/19/20,A,Gabriel Paulista,Valencia CF,Barcelona,3,2:2,,,90'
15,12/22/20,H,Gabriel Paulista,Valencia CF,Sevilla FC,4,0:1,,,17'
19,1/21/21,H,Gabriel Paulista,Valencia CF,CA Osasuna,11,1:1,,,90'
20,1/24/21,A,Gabriel Paulista,Valencia CF,Atlético Madrid,1,3:1,,,90'
21,1/30/21,H,Gabriel Paulista,Valencia CF,Elche CF,17,1:0,,,90'
22,2/7/21,A,Gabriel Paulista,Valencia CF,Athletic,10,1:1,1,,90'
23,2/14/21,A,Gabriel Paulista,Valencia CF,Real Madrid,2,2:0,,,90'
24,2/20/21,H,Gabriel Paulista,Valencia CF,Celta de Vigo,8,2:0,,,90'
25,2/27/21,A,Gabriel Paulista,Valencia CF,Getafe,15,3:0,,,90'
26,3/5/21,H,Gabriel Paulista,Valencia CF,Villarreal,7,2:1,,,90'
27,3/12/21,A,Gabriel Paulista,Valencia CF,Levante,14,1:0,,,90'
28,3/21/21,H,Gabriel Paulista,Valencia CF,Granada CF,9,2:1,,,90'
29,4/4/21,A,Gabriel Paulista,Valencia CF,Cádiz CF,12,2:1,,,90'
30,4/11/21,H,Gabriel Paulista,Valencia CF,Real Sociedad,5,2:2,1,1,90'
31,4/21/21,A,Gabriel Paulista,Valencia CF,CA Osasuna,11,3:1,,,90'
32,4/24/21,H,Gabriel Paulista,Valencia CF,Alavés,16,1:1,,,90'
34,5/2/21,H,Gabriel Paulista,Valencia CF,Barcelona,3,2:3,1,,90'
35,5/9/21,H,Gabriel Paulista,Valencia CF,Real Valladolid,19,3:0,,,90'
36,5/12/21,A,Gabriel Paulista,Valencia CF,Sevilla FC,4,1:0,,,90'
37,5/16/21,H,Gabriel Paulista,Valencia CF,SD Eibar,20,4:1,,,90'
38,5/22/21,A,Gabriel Paulista,Valencia CF,SD Huesca,18,0:0,,,90'
2,9/19/20,H,Enes Ünal,Getafe CF,CA Osasuna,11,1:0,,,2'
3,9/26/20,A,Enes Ünal,Getafe CF,Alavés,16,0:0,,,45'
5,10/3/20,A,Enes Ünal,Getafe CF,Real Sociedad,5,3:0,,,10'
6,10/17/20,H,Enes Ünal,Getafe CF,Barcelona,3,1:0,,,19'
7,10/25/20,H,Enes Ünal,Getafe CF,Granada CF,9,0:1,,,26'
8,11/1/20,A,Enes Ünal,Getafe CF,Valencia,13,2:2,,,73'
9,11/8/20,H,Enes Ünal,Getafe CF,Villarreal,7,1:3,,,45'
11,11/29/20,H,Enes Ünal,Getafe CF,Athletic,10,1:1,,,5'
12,12/5/20,A,Enes Ünal,Getafe CF,Levante,14,3:0,,,24'
13,12/12/20,H,Enes Ünal,Getafe CF,Sevilla FC,4,0:1,,,83'
14,12/20/20,A,Enes Ünal,Getafe CF,Cádiz CF,12,0:2,,,16'
15,12/23/20,H,Enes Ünal,Getafe CF,Celta de Vigo,8,1:1,,,57'
16,12/30/20,A,Enes Ünal,Getafe CF,Atlético Madrid,1,1:0,,,21'
1,2/9/21,A,Enes Ünal,Getafe CF,Real Madrid,2,2:0,,,17'
23,2/14/21,H,Enes Ünal,Getafe CF,Real Sociedad,5,0:1,,,17'
24,2/19/21,A,Enes Ünal,Getafe CF,Real Betis,6,1:0,,,2'
25,2/27/21,H,Enes Ünal,Getafe CF,Valencia,13,3:0,,1,73'
26,3/6/21,A,Enes Ünal,Getafe CF,Real Valladolid,19,2:1,,1,59'
27,3/13/21,H,Enes Ünal,Getafe CF,Atlético Madrid,1,0:0,,,90'
28,3/21/21,H,Enes Ünal,Getafe CF,Elche CF,17,1:1,1,,86'
33,4/18/21,H,Enes Ünal,Getafe CF,Real Madrid,2,0:0,,,90'
31,4/22/21,A,Enes Ünal,Getafe CF,Barcelona,3,5:2,1,,27'
32,4/25/21,A,Enes Ünal,Getafe CF,SD Huesca,18,0:2,2,,79'
34,5/2/21,A,Enes Ünal,Getafe CF,Villarreal,7,1:0,,,78'
35,5/9/21,H,Enes Ünal,Getafe CF,SD Eibar,20,0:1,,,78'
36,5/12/21,A,Enes Ünal,Getafe CF,Celta de Vigo,8,1:0,,,60'
37,5/16/21,H,Enes Ünal,Getafe CF,Levante,14,2:1,,,56'
38,5/23/21,A,Enes Ünal,Getafe CF,Granada CF,9,0:0,,,82'
3,9/27/20,A,Munir El Haddadi,Sevilla FC,Cádiz CF,12,1:3,1,1,29'
4,10/1/20,H,Munir El Haddadi,Sevilla FC,Levante,14,1:0,,,70'
5,10/4/20,A,Munir El Haddadi,Sevilla FC,Barcelona,3,1:1,,,29'
6,10/17/20,A,Munir El Haddadi,Sevilla FC,Granada CF,9,1:0,,,70'
7,10/24/20,H,Munir El Haddadi,Sevilla FC,SD Eibar,20,0:1,,,80'
8,10/31/20,A,Munir El Haddadi,Sevilla FC,Athletic,10,2:1,,,3'
10,11/21/20,H,Munir El Haddadi,Sevilla FC,Celta de Vigo,8,4:2,1,,22'
11,11/28/20,A,Munir El Haddadi,Sevilla FC,SD Huesca,18,0:1,,,86'
12,12/5/20,H,Munir El Haddadi,Sevilla FC,Real Madrid,2,0:1,,,45'
15,12/22/20,A,Munir El Haddadi,Sevilla FC,Valencia,13,0:1,,,4'
16,12/29/20,H,Munir El Haddadi,Sevilla FC,Villarreal,7,2:0,,,27'
17,1/2/21,A,Munir El Haddadi,Sevilla FC,Real Betis,6,1:1,,,13'
18,1/9/21,H,Munir El Haddadi,Sevilla FC,Real Sociedad,5,3:2,,,6'
1,1/12/21,A,Munir El Haddadi,Sevilla FC,Atlético Madrid,1,2:0,,,6'
20,1/23/21,H,Munir El Haddadi,Sevilla FC,Cádiz CF,12,3:0,,,13'
21,1/30/21,A,Munir El Haddadi,Sevilla FC,SD Eibar,20,0:2,,,8'
22,2/6/21,H,Munir El Haddadi,Sevilla FC,Getafe,15,3:0,1,,25'
23,2/13/21,H,Munir El Haddadi,Sevilla FC,SD Huesca,18,1:0,1,,90'
24,2/22/21,A,Munir El Haddadi,Sevilla FC,CA Osasuna,11,0:2,,1,80'
25,2/27/21,H,Munir El Haddadi,Sevilla FC,Barcelona,3,0:2,,,45'
26,3/6/21,A,Munir El Haddadi,Sevilla FC,Elche CF,17,2:1,,,57'
2,3/17/21,H,Munir El Haddadi,Sevilla FC,Elche CF,17,2:0,,,24'
30,4/12/21,A,Munir El Haddadi,Sevilla FC,Celta de Vigo,8,3:4,,,4'
31,4/21/21,A,Munir El Haddadi,Sevilla FC,Levante,14,0:1,,,1'
3,9/27/20,H,Marcos André,Real Valladolid CF,Celta de Vigo,8,1:1,,,32'
4,9/30/20,A,Marcos André,Real Valladolid CF,Real Madrid,2,1:0,,,26'
5,10/3/20,H,Marcos André,Real Valladolid CF,SD Eibar,20,1:2,,,90'
6,10/18/20,A,Marcos André,Real Valladolid CF,SD Huesca,18,2:2,,,16'
7,10/25/20,H,Marcos André,Real Valladolid CF,Alavés,16,0:2,,,31'
8,11/2/20,A,Marcos André,Real Valladolid CF,Villarreal,7,2:0,,,45'
9,11/8/20,H,Marcos André,Real Valladolid CF,Athletic,10,2:1,1,1,82'
10,11/22/20,A,Marcos André,Real Valladolid CF,Granada CF,9,1:3,1,,90'
11,11/27/20,H,Marcos André,Real Valladolid CF,Levante,14,1:1,1,,90'
12,12/5/20,A,Marcos André,Real Valladolid CF,Atlético Madrid,1,2:0,,,90'
13,12/11/20,H,Marcos André,Real Valladolid CF,CA Osasuna,11,3:2,,,90'
14,12/19/20,A,Marcos André,Real Valladolid CF,Sevilla FC,4,1:1,,,90'
15,12/22/20,H,Marcos André,Real Valladolid CF,Barcelona,3,0:3,,,45'
29,4/5/21,A,Marcos André,Real Valladolid CF,Barcelona,3,1:0,,,13'
30,4/11/21,H,Marcos André,Real Valladolid CF,Granada CF,9,1:2,,,18'
31,4/21/21,A,Marcos André,Real Valladolid CF,Elche CF,17,1:1,,,26'
32,4/24/21,H,Marcos André,Real Valladolid CF,Cádiz CF,12,1:1,,,67'
33,4/28/21,A,Marcos André,Real Valladolid CF,Athletic,10,2:2,,,62'
34,5/2/21,H,Marcos André,Real Valladolid CF,Real Betis,6,1:1,,,19'
35,5/9/21,A,Marcos André,Real Valladolid CF,Valencia,13,3:0,,,32'
36,5/13/21,H,Marcos André,Real Valladolid CF,Villarreal,7,0:2,,,16'
37,5/16/21,A,Marcos André,Real Valladolid CF,Real Sociedad,5,4:1,1,,38'
38,5/22/21,H,Marcos André,Real Valladolid CF,Atlético Madrid,1,1:2,,1,62'
1,9/13/20,H,Daniel Wass,Valencia CF,Levante,14,4:2,,,90'
2,9/19/20,A,Daniel Wass,Valencia CF,Celta de Vigo,8,2:1,,1,90'
3,9/26/20,H,Daniel Wass,Valencia CF,SD Huesca,18,1:1,1,,90'
4,9/29/20,A,Daniel Wass,Valencia CF,Real Sociedad,5,0:1,,,90'
5,10/3/20,H,Daniel Wass,Valencia CF,Real Betis,6,0:2,,,90'
6,10/18/20,A,Daniel Wass,Valencia CF,Villarreal,7,2:1,,,83'
7,10/23/20,A,Daniel Wass,Valencia CF,Elche CF,17,2:1,,,86'
8,11/1/20,H,Daniel Wass,Valencia CF,Getafe,15,2:2,,,90'
9,11/8/20,H,Daniel Wass,Valencia CF,Real Madrid,2,4:1,,,90'
10,11/22/20,A,Daniel Wass,Valencia CF,Alavés,16,2:2,,,90'
11,11/28/20,H,Daniel Wass,Valencia CF,Atlético Madrid,1,0:1,,,84'
12,12/7/20,A,Daniel Wass,Valencia CF,SD Eibar,20,0:0,,,90'
13,12/12/20,H,Daniel Wass,Valencia CF,Athletic,10,2:2,,,71'
14,12/19/20,A,Daniel Wass,Valencia CF,Barcelona,3,2:2,,,90'
15,12/22/20,H,Daniel Wass,Valencia CF,Sevilla FC,4,0:1,,,90'
16,12/30/20,A,Daniel Wass,Valencia CF,Granada CF,9,2:1,,,90'
17,1/4/21,H,Daniel Wass,Valencia CF,Cádiz CF,12,1:1,,,76'
18,1/10/21,A,Daniel Wass,Valencia CF,Real Valladolid,19,0:1,,,90'
19,1/21/21,H,Daniel Wass,Valencia CF,CA Osasuna,11,1:1,,,90'
21,1/30/21,H,Daniel Wass,Valencia CF,Elche CF,17,1:0,1,,90'
22,2/7/21,A,Daniel Wass,Valencia CF,Athletic,10,1:1,,,65'
23,2/14/21,A,Daniel Wass,Valencia CF,Real Madrid,2,2:0,,,64'
24,2/20/21,H,Daniel Wass,Valencia CF,Celta de Vigo,8,2:0,,,90'
25,2/27/21,A,Daniel Wass,Valencia CF,Getafe,15,3:0,,,90'
26,3/5/21,H,Daniel Wass,Valencia CF,Villarreal,7,2:1,,,80'
27,3/12/21,A,Daniel Wass,Valencia CF,Levante,14,1:0,,,90'
28,3/21/21,H,Daniel Wass,Valencia CF,Granada CF,9,2:1,1,,87'
29,4/4/21,A,Daniel Wass,Valencia CF,Cádiz CF,12,2:1,,,73'
30,4/11/21,H,Daniel Wass,Valencia CF,Real Sociedad,5,2:2,1,,90'
33,4/18/21,A,Daniel Wass,Valencia CF,Real Betis,6,2:2,,,90'
31,4/21/21,A,Daniel Wass,Valencia CF,CA Osasuna,11,3:1,,,90'
32,4/24/21,H,Daniel Wass,Valencia CF,Alavés,16,1:1,,,90'
34,5/2/21,H,Daniel Wass,Valencia CF,Barcelona,3,2:3,,,90'
35,5/9/21,H,Daniel Wass,Valencia CF,Real Valladolid,19,3:0,,,86'
37,5/16/21,H,Daniel Wass,Valencia CF,SD Eibar,20,4:1,,,68'
1,9/13/20,H,Moi Gómez,Villarreal CF,SD Huesca,18,1:1,,,90'
2,9/19/20,H,Moi Gómez,Villarreal CF,SD Eibar,20,2:1,,,90'
3,9/27/20,A,Moi Gómez,Villarreal CF,Barcelona,3,4:0,,,90'
4,9/30/20,H,Moi Gómez,Villarreal CF,Alavés,16,3:1,,,83'
5,10/3/20,A,Moi Gómez,Villarreal CF,Atlético Madrid,1,0:0,,,90'
6,10/18/20,H,Moi Gómez,Villarreal CF,Valencia,13,2:1,,,90'
7,10/25/20,A,Moi Gómez,Villarreal CF,Cádiz CF,12,0:0,,,90'
8,11/2/20,H,Moi Gómez,Villarreal CF,Real Valladolid,19,2:0,,,90'
9,11/8/20,A,Moi Gómez,Villarreal CF,Getafe,15,1:3,,1,86'
10,11/21/20,H,Moi Gómez,Villarreal CF,Real Madrid,2,1:1,,,89'
14,12/19/20,A,Moi Gómez,Villarreal CF,CA Osasuna,11,1:3,,,45'
15,12/22/20,H,Moi Gómez,Villarreal CF,Athletic,10,1:1,,,90'
16,12/29/20,A,Moi Gómez,Villarreal CF,Sevilla FC,4,2:0,,,90'
17,1/2/21,H,Moi Gómez,Villarreal CF,Levante,14,2:1,,,67'
18,1/8/21,A,Moi Gómez,Villarreal CF,Celta de Vigo,8,0:4,1,,79'
19,1/20/21,H,Moi Gómez,Villarreal CF,Granada CF,9,2:2,1,,88'
20,1/23/21,A,Moi Gómez,Villarreal CF,SD Huesca,18,0:0,,,90'
21,1/30/21,H,Moi Gómez,Villarreal CF,Real Sociedad,5,1:1,,,90'
22,2/6/21,A,Moi Gómez,Villarreal CF,Elche CF,17,2:2,,,90'
23,2/14/21,H,Moi Gómez,Villarreal CF,Real Betis,6,1:2,,,88'
24,2/21/21,A,Moi Gómez,Villarreal CF,Athletic,10,1:1,,,70'
25,2/28/21,H,Moi Gómez,Villarreal CF,Atlético Madrid,1,0:2,,,60'
26,3/5/21,A,Moi Gómez,Villarreal CF,Valencia,13,2:1,,,88'
27,3/14/21,A,Moi Gómez,Villarreal CF,SD Eibar,20,1:3,1,,65'
28,3/21/21,H,Moi Gómez,Villarreal CF,Cádiz CF,12,2:1,,,16'
29,4/3/21,A,Moi Gómez,Villarreal CF,Granada CF,9,0:3,,,27'
30,4/11/21,H,Moi Gómez,Villarreal CF,CA Osasuna,11,1:2,,,90'
33,4/18/21,A,Moi Gómez,Villarreal CF,Levante,14,1:5,,,90'
31,4/21/21,A,Moi Gómez,Villarreal CF,Alavés,16,2:1,,,20'
32,4/25/21,H,Moi Gómez,Villarreal CF,Barcelona,3,1:2,,,14'
34,5/2/21,H,Moi Gómez,Villarreal CF,Getafe,15,1:0,,,90'
35,5/9/21,H,Moi Gómez,Villarreal CF,Celta de Vigo,8,2:4,1,,54'
36,5/13/21,A,Moi Gómez,Villarreal CF,Real Valladolid,19,0:2,,,90'
37,5/16/21,H,Moi Gómez,Villarreal CF,Sevilla FC,4,4:0,,,90'
38,5/22/21,A,Moi Gómez,Villarreal CF,Real Madrid,2,2:1,,,4'
3,9/26/20,H,Kévin Gameiro,Valencia CF,SD Huesca,18,1:1,,,26'
4,9/29/20,A,Kévin Gameiro,Valencia CF,Real Sociedad,5,0:1,,,20'
5,10/3/20,H,Kévin Gameiro,Valencia CF,Real Betis,6,0:2,,,80'
6,10/18/20,A,Kévin Gameiro,Valencia CF,Villarreal,7,2:1,,,7'
7,10/23/20,A,Kévin Gameiro,Valencia CF,Elche CF,17,2:1,,,90'
9,11/8/20,H,Kévin Gameiro,Valencia CF,Real Madrid,2,4:1,,,9'
10,11/22/20,A,Kévin Gameiro,Valencia CF,Alavés,16,2:2,,1,90'
11,11/28/20,H,Kévin Gameiro,Valencia CF,Atlético Madrid,1,0:1,,,20'
12,12/7/20,A,Kévin Gameiro,Valencia CF,SD Eibar,20,0:0,,,20'
16,12/30/20,A,Kévin Gameiro,Valencia CF,Granada CF,9,2:1,1,,66'
17,1/4/21,H,Kévin Gameiro,Valencia CF,Cádiz CF,12,1:1,,,26'
19,1/21/21,H,Kévin Gameiro,Valencia CF,CA Osasuna,11,1:1,,,32'
20,1/24/21,A,Kévin Gameiro,Valencia CF,Atlético Madrid,1,3:1,,,11'
23,2/14/21,A,Kévin Gameiro,Valencia CF,Real Madrid,2,2:0,,,45'
24,2/20/21,H,Kévin Gameiro,Valencia CF,Celta de Vigo,8,2:0,1,,19'
25,2/27/21,A,Kévin Gameiro,Valencia CF,Getafe,15,3:0,,,22'
26,3/5/21,H,Kévin Gameiro,Valencia CF,Villarreal,7,2:1,,,24'
27,3/12/21,A,Kévin Gameiro,Valencia CF,Levante,14,1:0,,,76'
29,4/4/21,A,Kévin Gameiro,Valencia CF,Cádiz CF,12,2:1,1,,89'
30,4/11/21,H,Kévin Gameiro,Valencia CF,Real Sociedad,5,2:2,,,27'
33,4/18/21,A,Kévin Gameiro,Valencia CF,Real Betis,6,2:2,,,67'
31,4/21/21,A,Kévin Gameiro,Valencia CF,CA Osasuna,11,3:1,1,,80'
32,4/24/21,H,Kévin Gameiro,Valencia CF,Alavés,16,1:1,,,77'
34,5/2/21,H,Kévin Gameiro,Valencia CF,Barcelona,3,2:3,,,11'
35,5/9/21,H,Kévin Gameiro,Valencia CF,Real Valladolid,19,3:0,,,13'
36,5/12/21,A,Kévin Gameiro,Valencia CF,Sevilla FC,4,1:0,,,11'
37,5/16/21,H,Kévin Gameiro,Valencia CF,SD Eibar,20,4:1,,,10'
1,9/12/20,H,Álex Fernández,Cádiz CF,CA Osasuna,11,0:2,,,26'
2,9/20/20,A,Álex Fernández,Cádiz CF,SD Huesca,18,0:2,,,90'
3,9/27/20,H,Álex Fernández,Cádiz CF,Sevilla FC,4,1:3,,,90'
4,10/1/20,A,Álex Fernández,Cádiz CF,Athletic,10,0:1,,,61'
5,10/4/20,H,Álex Fernández,Cádiz CF,Granada CF,9,1:1,,,90'
6,10/17/20,A,Álex Fernández,Cádiz CF,Real Madrid,2,0:1,,,86'
7,10/25/20,H,Álex Fernández,Cádiz CF,Villarreal,7,0:0,,,90'
8,10/30/20,A,Álex Fernández,Cádiz CF,SD Eibar,20,0:2,,,90'
9,11/7/20,A,Álex Fernández,Cádiz CF,Atlético Madrid,1,4:0,,,90'
10,11/22/20,H,Álex Fernández,Cádiz CF,Real Sociedad,5,0:1,,,90'
11,11/28/20,A,Álex Fernández,Cádiz CF,Elche CF,17,1:1,,,67'
12,12/5/20,H,Álex Fernández,Cádiz CF,Barcelona,3,2:1,,,90'
13,12/14/20,A,Álex Fernández,Cádiz CF,Celta de Vigo,8,4:0,,,90'
14,12/20/20,H,Álex Fernández,Cádiz CF,Getafe,15,0:2,,,89'
15,12/23/20,A,Álex Fernández,Cádiz CF,Real Betis,6,1:0,,,25'
16,12/29/20,H,Álex Fernández,Cádiz CF,Real Valladolid,19,0:0,,,45'
17,1/4/21,A,Álex Fernández,Cádiz CF,Valencia,13,1:1,,,89'
18,1/10/21,H,Álex Fernández,Cádiz CF,Alavés,16,3:1,1,,90'
19,1/19/21,H,Álex Fernández,Cádiz CF,Levante,14,2:2,,1,90'
20,1/23/21,A,Álex Fernández,Cádiz CF,Sevilla FC,4,3:0,,,81'
24,2/21/21,A,Álex Fernández,Cádiz CF,Barcelona,3,1:1,1,,31'
25,2/28/21,H,Álex Fernández,Cádiz CF,Real Betis,6,0:1,,,90'
26,3/6/21,H,Álex Fernández,Cádiz CF,SD Eibar,20,1:0,,,90'
27,3/13/21,A,Álex Fernández,Cádiz CF,Alavés,16,1:1,1,,90'
28,3/21/21,A,Álex Fernández,Cádiz CF,Villarreal,7,2:1,1,,90'
3,9/27/20,H,Ansu Fati,FC Barcelona,Villarreal,7,4:0,2,1,70'
4,10/1/20,A,Ansu Fati,FC Barcelona,Celta de Vigo,8,0:3,1,,72'
5,10/4/20,H,Ansu Fati,FC Barcelona,Sevilla FC,4,1:1,,,61'
6,10/17/20,A,Ansu Fati,FC Barcelona,Getafe,15,1:0,,,28'
7,10/24/20,H,Ansu Fati,FC Barcelona,Real Madrid,2,1:3,1,,81'
8,10/31/20,A,Ansu Fati,FC Barcelona,Alavés,16,1:1,,,78'
9,11/7/20,H,Ansu Fati,FC Barcelona,Real Betis,6,5:2,,,45'
3,9/27/20,A,Luuk de Jong,Sevilla FC,Cádiz CF,12,1:3,1,,29'
4,10/1/20,H,Luuk de Jong,Sevilla FC,Levante,14,1:0,,,71'
5,10/4/20,A,Luuk de Jong,Sevilla FC,Barcelona,3,1:1,1,,84'
6,10/17/20,A,Luuk de Jong,Sevilla FC,Granada CF,9,1:0,,,45'
7,10/24/20,H,Luuk de Jong,Sevilla FC,SD Eibar,20,0:1,,,10'
8,10/31/20,A,Luuk de Jong,Sevilla FC,Athletic,10,2:1,,,88'
9,11/7/20,H,Luuk de Jong,Sevilla FC,CA Osasuna,11,1:0,,,22'
10,11/21/20,H,Luuk de Jong,Sevilla FC,Celta de Vigo,8,4:2,,,22'
11,11/28/20,A,Luuk de Jong,Sevilla FC,SD Huesca,18,0:1,,,74'
12,12/5/20,H,Luuk de Jong,Sevilla FC,Real Madrid,2,0:1,,,64'
13,12/12/20,A,Luuk de Jong,Sevilla FC,Getafe,15,0:1,,,15'
14,12/19/20,H,Luuk de Jong,Sevilla FC,Real Valladolid,19,1:1,,,13'
15,12/22/20,A,Luuk de Jong,Sevilla FC,Valencia,13,0:1,,,59'
16,12/29/20,H,Luuk de Jong,Sevilla FC,Villarreal,7,2:0,,,2'
17,1/2/21,A,Luuk de Jong,Sevilla FC,Real Betis,6,1:1,,,45'
18,1/9/21,H,Luuk de Jong,Sevilla FC,Real Sociedad,5,3:2,,,1'
1,1/12/21,A,Luuk de Jong,Sevilla FC,Atlético Madrid,1,2:0,,,12'
19,1/19/21,A,Luuk de Jong,Sevilla FC,Alavés,16,1:2,,,27'
23,2/13/21,H,Luuk de Jong,Sevilla FC,SD Huesca,18,1:0,,,65'
24,2/22/21,A,Luuk de Jong,Sevilla FC,CA Osasuna,11,0:2,1,,80'
25,2/27/21,H,Luuk de Jong,Sevilla FC,Barcelona,3,0:2,,,63'
26,3/6/21,A,Luuk de Jong,Sevilla FC,Elche CF,17,2:1,1,,90'
27,3/14/21,H,Luuk de Jong,Sevilla FC,Real Betis,6,1:0,,,4'
2,3/17/21,H,Luuk de Jong,Sevilla FC,Elche CF,17,2:0,,,3'
28,3/20/21,A,Luuk de Jong,Sevilla FC,Real Valladolid,19,1:1,,,23'
29,4/4/21,H,Luuk de Jong,Sevilla FC,Atlético Madrid,1,1:0,,,63'
30,4/12/21,A,Luuk de Jong,Sevilla FC,Celta de Vigo,8,3:4,,,26'
33,4/18/21,A,Luuk de Jong,Sevilla FC,Real Sociedad,5,1:2,,,1'
31,4/21/21,A,Luuk de Jong,Sevilla FC,Levante,14,0:1,,,4'
32,4/25/21,H,Luuk de Jong,Sevilla FC,Granada CF,9,2:1,,,59'
34,5/3/21,H,Luuk de Jong,Sevilla FC,Athletic,10,0:1,,,22'
35,5/9/21,A,Luuk de Jong,Sevilla FC,Real Madrid,2,2:2,,,2'
37,5/16/21,A,Luuk de Jong,Sevilla FC,Villarreal,7,4:0,,,58'
38,5/23/21,H,Luuk de Jong,Sevilla FC,Alavés,16,1:0,,,16'
2,9/20/20,A,Toni Kroos,Real Madrid,Real Sociedad,5,0:0,,,90'
3,9/26/20,A,Toni Kroos,Real Madrid,Real Betis,6,2:3,,,45'
6,10/17/20,H,Toni Kroos,Real Madrid,Cádiz CF,12,0:1,,,78'
7,10/24/20,A,Toni Kroos,Real Madrid,Barcelona,3,1:3,,,90'
8,10/31/20,H,Toni Kroos,Real Madrid,SD Huesca,18,4:1,,,21'
9,11/8/20,A,Toni Kroos,Real Madrid,Valencia,13,4:1,,,14'
10,11/21/20,A,Toni Kroos,Real Madrid,Villarreal,7,1:1,,,90'
11,11/28/20,H,Toni Kroos,Real Madrid,Alavés,16,1:2,,,69'
12,12/5/20,A,Toni Kroos,Real Madrid,Sevilla FC,4,0:1,,,90'
13,12/12/20,H,Toni Kroos,Real Madrid,Atlético Madrid,1,2:0,,1,90'
19,12/15/20,H,Toni Kroos,Real Madrid,Athletic,10,3:1,1,,90'
14,12/20/20,A,Toni Kroos,Real Madrid,SD Eibar,20,1:3,,,90'
