league,player,team_venue_goal_number,opponent_current_position,opponent_final_position,final_score,minute,current_score,goal_type
Serie A,Adam Ounas,Parma_A_1,19,20,3:4,45'+1,1:3,Left-footed shot
Serie A,Adam Ounas,Hellas Verona_H_1,10,10,2:1,2',1:0,Left-footed shot
Serie A,Dejan Kulusevski,Sampdoria_H_1,9,9,3:0,13',1:0,Left-footed shot
Serie A,Dejan Kulusevski,Hellas Verona_H_1,7,10,1:1,77',1:1,Left-footed shot
Serie A,Dejan Kulusevski,Parma_A_1,14,20,0:4,23',0:1,Left-footed shot
Serie A,Dejan Kulusevski,Genoa_H_1,13,11,3:1,4',1:0,Left-footed shot
Serie A,Manuel Locatelli,Crotone_H_1,19,19,4:1,90'+3,4:1,Right-footed shot
Serie A,Manuel Locatelli,SSC Napoli_A_1,2,5,0:2,59',0:1,Penalty
Serie A,Manuel Locatelli,Hellas Verona_H_1,8,10,3:2,4',1:0,Right-footed shot
Serie A,Manuel Locatelli,Parma_A_1,20,20,1:3,25',0:1,Penalty
Serie A,Andrea Petagna,Benevento_A_1,9,18,1:2,67',1:2,Right-footed shot
Serie A,Andrea Petagna,Crotone_A_1,20,19,0:4,90'+1,0:4,Right-footed shot
Serie A,Andrea Petagna,Sampdoria_H_1,14,9,2:1,68',2:1,Header
Serie A,Andrea Petagna,Spezia Calcio_H_1,19,15,1:2,58',1:0,Left-footed shot
Serie A,Paulo Dybala,Genoa_A_1,19,11,1:3,57',0:1,Left-footed shot
Serie A,Paulo Dybala,Udinese Calcio_H_1,12,13,4:1,90'+3,4:1,Right-footed shot
Serie A,Paulo Dybala,SSC Napoli_H_1,1,5,2:1,73',2:0,Left-footed shot
Serie A,Paulo Dybala,Sassuolo_A_1,8,8,1:3,66',1:3,Counter attack goal
Serie A,Gianluca Mancini,Cagliari Calcio_H_1,14,16,3:2,77',3:1,Header
Serie A,Gianluca Mancini,Inter_H_1,2,1,2:2,86',2:2,Header
Serie A,Gianluca Mancini,Hellas Verona_H_1,9,10,3:1,20',1:0,Header
Serie A,Gianluca Mancini,Genoa_H_1,13,11,1:0,24',1:0,Header
Serie A,Charalampos Lykogiannis,Crotone_H_1,20,19,4:2,25',1:1,Direct free kick
Serie A,Charalampos Lykogiannis,Udinese Calcio_H_1,10,13,1:1,27',1:0,Direct free kick
Serie A,Charalampos Lykogiannis,AS Roma_H_1,7,7,3:2,4',1:0,Left-footed shot
Serie A,Charalampos Lykogiannis,Benevento_A_1,18,18,1:3,1',0:1,Left-footed shot
Serie A,Diego Farias,Fiorentina_H_1,15,14,2:2,75',2:2,Right-footed shot
Serie A,Diego Farias,Crotone_A_1,20,19,4:1,18',1:1,Right-footed shot
Serie A,Diego Farias,AS Roma_A_1,5,7,4:3,59',3:2,Left-footed shot
Serie A,Diego Farias,Inter_H_1,1,1,1:1,12',1:0,Right-footed shot
Serie A,Jérémie Boga,Hellas Verona_A_1,8,10,0:2,42',0:1,Right-footed shot
Serie A,Jérémie Boga,Genoa_H_1,18,11,2:1,52',1:0,Left-footed shot
Serie A,Jérémie Boga,Cagliari Calcio_A_1,17,16,1:1,90'+4,1:1,Left-footed shot
Serie A,Jérémie Boga,Parma_A_1,20,20,1:3,69',1:3,Left-footed shot
Serie A,Davide Zappacosta,Crotone_H_1,19,19,4:1,34',3:1,Right-footed shot
Serie A,Davide Zappacosta,Sampdoria_H_1,10,9,1:1,52',1:0,Right-footed shot
Serie A,Davide Zappacosta,Sassuolo_H_1,8,8,1:2,85',1:2,Right-footed shot
Serie A,Davide Zappacosta,Bologna_A_1,12,12,0:2,13',0:1,Right-footed shot
Serie A,Aleksey Miranchuk,Inter_H_1,6,1,1:1,79',1:1,Left-footed shot
Serie A,Aleksey Miranchuk,Crotone_H_1,20,19,5:1,85',5:1,Left-footed shot
Serie A,Aleksey Miranchuk,Bologna_H_1,11,12,5:0,73',5:0,Left-footed shot
Serie A,Aleksey Miranchuk,Parma_A_1,19,20,2:5,90'+3,2:5,Left-footed shot
Serie A,Marco Sau,Genoa_H_1,18,11,2:0,89',2:0,Penalty
Serie A,Marco Sau,Cagliari Calcio_A_1,15,16,1:2,41',1:1,Right-footed shot
Serie A,Marco Sau,Atalanta BC_H_1,5,3,1:4,50',1:1,Right-footed shot
Serie A,Marco Sau,Lazio_A_1,6,6,5:3,45',3:1,Right-footed shot
Serie A,Papu Gómez,Torino_A_1,12,17,2:4,13',1:1,Right-footed shot
Serie A,Papu Gómez,Lazio_A_1,6,6,1:4,41',0:3,Right-footed shot
Serie A,Papu Gómez,Cagliari Calcio_H_1,14,16,5:2,29',2:1,Right-footed shot
Serie A,Kevin Lasagna,Cagliari Calcio_A_1,13,16,1:1,57',1:1,Right-footed shot
Serie A,Kevin Lasagna,SSC Napoli_H_1,7,5,1:2,27',1:1,Right-footed shot
Serie A,Kevin Lasagna,Benevento_A_1,16,18,0:3,50',0:3,Solo run
Serie A,Kevin Lasagna,Cagliari Calcio_A_1,18,16,0:2,90'+8,0:2,Counter attack goal
Serie A,Adrien Rabiot,Spezia Calcio_A_1,14,15,1:4,67',1:3,Right-footed shot
Serie A,Adrien Rabiot,Lazio_H_1,6,6,3:1,39',1:1,Left-footed shot
Serie A,Adrien Rabiot,Sassuolo_A_1,8,8,1:3,28',0:1,Left-footed shot
Serie A,Adrien Rabiot,Bologna_A_1,11,12,1:4,45',0:3,Left-footed shot
Serie A,Stefano Okaka,Fiorentina_A_1,13,14,3:2,43',2:1,Header
Serie A,Stefano Okaka,Parma_A_1,19,20,2:2,64',2:1,Header
Serie A,Stefano Okaka,SSC Napoli_A_1,4,5,5:1,41',2:1,Right-footed shot
Serie A,Jasmin Kurtic,Hellas Verona_H_1,4,10,1:0,1',1:0,Right-footed shot
Serie A,Jasmin Kurtic,AC Milan_A_1,1,2,2:2,56',0:2,Header
Serie A,Jasmin Kurtic,Fiorentina_A_1,14,14,3:3,72',2:2,Tap-in
Serie A,Jasmin Kurtic,Benevento_A_1,16,18,2:2,55',1:1,Header
Serie A,Nicolò Barella,Cagliari Calcio_A_1,11,16,1:3,77',1:1,Long distance kick
Serie A,Nicolò Barella,Juventus_H_1,3,4,2:0,52',2:0,Right-footed shot
Serie A,Nicolò Barella,Fiorentina_A_1,12,14,0:2,31',0:1,Long distance kick
Serie A,Giovanni Di Lorenzo,Sassuolo_A_1,8,8,3:3,72',2:2,Right-footed shot
Serie A,Giovanni Di Lorenzo,Crotone_H_1,20,19,4:3,72',4:3,Left-footed shot
Serie A,Giovanni Di Lorenzo,Udinese Calcio_H_1,11,13,5:1,66',4:1,Right-footed shot
Serie A,Razvan Marin,Hellas Verona_A_1,7,10,1:1,48',1:1,Left-footed shot
Serie A,Razvan Marin,Parma_H_1,19,20,4:3,66',2:3,Right-footed shot
Serie A,Razvan Marin,AS Roma_H_1,7,7,3:2,57',2:1,Right-footed shot
Serie A,Darko Lazovic,Benevento_H_1,13,18,3:1,77',3:1,Header
Serie A,Darko Lazovic,Sassuolo_A_1,9,8,3:2,42',1:1,Right-footed shot
Serie A,Darko Lazovic,Sampdoria_A_1,10,9,3:1,13',0:1,Direct free kick
Serie A,Matteo Darmian,Genoa_H_1,11,11,3:0,69',2:0,Right-footed shot
Serie A,Matteo Darmian,Cagliari Calcio_H_1,18,16,1:0,77',1:0,Left-footed shot
Serie A,Matteo Darmian,Hellas Verona_H_1,10,10,1:0,76',1:0,Right-footed shot
Serie A,Giacomo Bonaventura,Crotone_H_1,20,19,2:1,20',1:0,Right-footed shot
Serie A,Giacomo Bonaventura,Sassuolo_A_1,8,8,3:1,31',0:1,Counter attack goal
Serie A,Giacomo Bonaventura,Bologna_A_1,12,12,3:3,64',1:2,Right-footed shot
Serie A,Valerio Verre,Fiorentina_A_1,9,14,1:2,83',1:2,Right-footed shot
Serie A,Valerio Verre,Hellas Verona_A_1,7,10,1:2,54',0:2,Counter attack goal
Serie A,Valerio Verre,Spezia Calcio_H_1,17,15,2:2,32',1:1,Right-footed shot
Serie A,Marko Pjaca,Crotone_H_1,19,19,4:1,75',4:1,Counter attack goal
Serie A,Marko Pjaca,AS Roma_H_1,8,7,1:3,50',1:1,Right-footed shot
Serie A,Marko Pjaca,Fiorentina_A_1,17,14,1:1,89',0:1,Left-footed shot
Serie A,Roberto Gagliardini,Benevento_A_1,18,18,2:5,25',0:2,Left-footed shot
Serie A,Roberto Gagliardini,Sassuolo_A_1,2,8,0:3,60',0:3,Right-footed shot
Serie A,Roberto Gagliardini,Sampdoria_H_1,9,9,5:1,4',1:0,Right-footed shot
Serie A,Grégoire Defrel,Spezia Calcio_A_1,8,15,1:4,66',1:3,
Serie A,Grégoire Defrel,Juventus_A_1,3,4,3:1,58',1:1,Right-footed shot
Serie A,Grégoire Defrel,Parma_A_1,20,20,1:3,62',1:2,Left-footed shot
Serie A,Valentin Mihaila,Fiorentina_A_1,14,14,3:3,90',2:3,Tap-in
Serie A,Valentin Mihaila,AS Roma_H_1,4,7,2:0,9',1:0,Left-footed shot
Serie A,Valentin Mihaila,Crotone_H_1,20,19,3:4,54',3:3,Right-footed shot
Serie A,Manolo Gabbiadini,Cagliari Calcio_H_1,18,16,2:2,80',2:1,Counter attack goal
Serie A,Manolo Gabbiadini,Hellas Verona_H_1,9,10,3:1,73',2:1,Penalty
Serie A,Manolo Gabbiadini,Parma_H_1,20,20,3:0,64',3:0,Right-footed shot
Serie A,Ignacio Pussetto,Parma_H_1,17,20,3:2,88',3:2,Right-footed shot
Serie A,Ignacio Pussetto,Lazio_A_1,8,6,1:3,45'+3,0:2,Left-footed shot
Serie A,Ignacio Pussetto,Torino_A_1,18,17,2:3,24',0:1,Counter attack goal
Serie A,Nikola Milenkovic,Udinese Calcio_H_1,18,13,3:2,21',2:0,Header
Serie A,Nikola Milenkovic,Genoa_H_1,19,11,1:1,90'+8,1:1,Right-footed shot
Serie A,Nikola Milenkovic,Parma_H_1,19,20,3:3,42',2:1,Right-footed shot
Serie A,Fabián Ruiz,AS Roma_H_1,3,7,4:0,64',2:0,Left-footed shot
Serie A,Fabián Ruiz,Sampdoria_A_1,10,9,0:2,35',0:1,Left-footed shot
Serie A,Fabián Ruiz,Udinese Calcio_H_1,11,13,5:1,31',2:0,Left-footed shot
Serie A,Giulio Maggiore,AC Milan_H_1,1,2,2:0,56',1:0,Left-footed shot
Serie A,Giulio Maggiore,Cagliari Calcio_H_1,18,16,2:1,80',2:0,Right-footed shot
Serie A,Giulio Maggiore,Crotone_H_1,20,19,3:2,89',2:2,
Serie A,Morten Thorsby,Atalanta BC_A_1,4,3,1:3,59',0:2,Header
Serie A,Morten Thorsby,Bologna_H_1,14,12,1:2,7',1:0,Header
Serie A,Morten Thorsby,Hellas Verona_H_1,9,10,3:1,82',3:1,Header
Serie A,Sasa Lukic,Sassuolo_A_1,2,8,3:3,79',1:3,Right-footed shot
Serie A,Sasa Lukic,Lazio_H_1,11,6,3:4,88',3:2,Solo run
Serie A,Sasa Lukic,Genoa_A_1,13,11,1:2,10',0:1,Left-footed shot
Serie A,Rolando Mandragora,Crotone_A_1,20,19,4:2,45',1:1,Tap-in
Serie A,Rolando Mandragora,Sassuolo_H_1,8,8,3:2,86',2:2,Left-footed shot
Serie A,Rolando Mandragora,Bologna_A_1,11,12,1:1,58',1:1,Right-footed shot
Serie A,Martin Erlic,Sassuolo_A_1,8,8,1:2,39',1:1,Header
Serie A,Martin Erlic,Crotone_H_1,20,19,3:2,90'+2,3:2,Tap-in
Serie A,Martin Erlic,Torino_H_1,16,17,4:1,84',4:1,Header
Serie A,Gaetano Letizia,Sampdoria_A_1,20,9,2:3,88',2:3,Right-footed shot
Serie A,Gaetano Letizia,Juventus_H_1,4,4,1:1,45'+3,1:1,Right-footed shot
Serie A,Gaetano Letizia,Udinese Calcio_A_1,11,13,0:2,77',0:2,Right-footed shot
Serie A,Andrey Galabinov,Sassuolo_H_1,11,8,1:4,30',1:1,
Serie A,Andrey Galabinov,Udinese Calcio_A_1,13,13,0:2,29',0:1,Header
Serie A,Milan Skriniar,Hellas Verona_A_1,9,10,1:2,69',1:2,Header
Serie A,Milan Skriniar,AS Roma_A_1,4,7,2:2,56',1:1,Header
Serie A,Milan Skriniar,Atalanta BC_H_1,4,3,1:0,54',1:0,Right-footed shot
Serie A,Tolgay Arslan,Lazio_A_1,8,6,1:3,18',0:1,Deflected shot on goal
Serie A,Tolgay Arslan,Bologna_A_1,12,12,2:2,90'+2,2:2,Right-footed shot
Serie A,Tolgay Arslan,Benevento_A_1,17,18,2:4,31',0:2,Right-footed shot
Serie A,Christian Eriksen,SSC Napoli_A_1,5,5,1:1,55',1:1,Left-footed shot
Serie A,Christian Eriksen,Crotone_A_1,20,19,0:2,69',0:1,Right-footed shot
Serie A,Christian Eriksen,Udinese Calcio_H_1,12,13,5:1,44',2:0,Direct free kick
Serie A,Danilo D'Ambrosio,Fiorentina_H_1,9,14,4:3,89',4:3,Header
Serie A,Danilo D'Ambrosio,Genoa_A_1,11,11,0:2,79',0:2,Tap-in
Serie A,Danilo D'Ambrosio,Cagliari Calcio_A_1,11,16,1:3,84',1:2,Header
Serie A,Juan Cuadrado,Inter_H_1,1,1,3:2,45'+3,2:1,Deflected shot on goal
Serie A,Arkadiusz Reca,Spezia Calcio_H_1,15,15,4:1,49',2:1,Right-footed shot
Serie A,Arkadiusz Reca,Torino_H_1,17,17,4:2,80',3:1,Long distance kick
Serie A,Franck Ribéry,Torino_A_1,18,17,1:1,67',0:1,Right-footed shot
Serie A,Franck Ribéry,AC Milan_H_1,3,2,2:3,51',2:1,Left-footed shot
Serie A,Marcelo Brozovic,Parma_H_1,15,20,2:2,64',1:2,Left-footed shot
Serie A,Marcelo Brozovic,AS Roma_H_1,7,7,3:1,11',1:0,Right-footed shot
Serie A,Manuel Lazzari,Cagliari Calcio_A_1,10,16,0:2,4',0:1,Right-footed shot
Serie A,Manuel Lazzari,Spezia Calcio_H_1,15,15,2:1,56',1:0,Counter attack goal
Serie A,Alexis Saelemaekers,AS Roma_H_1,8,7,3:3,47',2:1,Right-footed shot
Serie A,Alexis Saelemaekers,Sassuolo_A_1,6,8,1:2,26',0:2,Counter attack goal
Serie A,Nahuel Molina,Benevento_A_1,17,18,2:4,4',0:1,Right-footed shot
Serie A,Nahuel Molina,Juventus_H_1,3,4,1:2,10',1:0,Right-footed shot
Serie A,Leonardo Spinazzola,Fiorentina_H_1,10,14,2:0,12',1:0,Right-footed shot
Serie A,Leonardo Spinazzola,Fiorentina_A_1,14,14,1:2,48',0:1,Right-footed shot
Serie A,Aaron Ramsey,Sassuolo_H_1,6,8,3:1,82',2:1,Right-footed shot
Serie A,Aaron Ramsey,Sampdoria_A_1,10,9,0:2,90'+1,0:2,Counter attack goal
Serie A,Adam Marusic,Atalanta BC_A_1,5,3,1:3,3',0:1,Right-footed shot
Serie A,Adam Marusic,Udinese Calcio_A_1,10,13,0:1,37',0:1,Right-footed shot
Serie A,Mikkel Damsgaard,Lazio_H_1,9,6,3:0,74',3:0,Right-footed shot
Serie A,Mikkel Damsgaard,Crotone_H_1,20,19,3:1,26',1:0,Right-footed shot
Serie A,Roberto Insigne,SSC Napoli_H_1,3,5,1:2,30',1:0,Left-footed shot
Serie A,Roberto Insigne,Genoa_H_1,18,11,2:0,57',1:0,Left-footed shot
Serie A,Remo Freuler,Juventus_A_1,4,4,1:1,57',1:1,Right-footed shot
Serie A,Remo Freuler,Bologna_H_1,11,12,5:0,57',3:0,Solo run
Serie A,Nahitan Nández,Sampdoria_H_1,9,9,2:0,68',2:0,Left-footed shot
Serie A,Nahitan Nández,SSC Napoli_A_1,4,5,1:1,90'+4,1:1,Right-footed shot
Serie A,Cristian Romero,AC Milan_A_1,1,2,0:3,26',0:1,Header
Serie A,Cristian Romero,SSC Napoli_H_1,6,5,4:2,79',4:2,Header
Serie A,Andreas Skov Olsen,Parma_H_1,14,20,4:1,56',3:0,Left-footed shot
Serie A,Andreas Skov Olsen,Crotone_A_1,20,19,2:3,84',2:3,Right-footed shot
Serie A,Diego Demme,Crotone_A_1,20,19,0:4,76',0:3,Right-footed shot
Serie A,Diego Demme,Fiorentina_H_1,12,14,6:0,36',2:0,Right-footed shot
Serie A,Federico Bonazzoli,Udinese Calcio_H_1,12,13,2:3,67',2:2,Left-footed shot
Serie A,Federico Bonazzoli,Atalanta BC_A_1,7,3,3:3,84',3:3,Header
Serie A,Davide Calabria,Genoa_A_1,19,11,2:2,52',1:1,Long distance kick
Serie A,Davide Calabria,Juventus_H_1,3,4,1:3,41',1:1,Right-footed shot
Serie A,Matteo Pessina,Sassuolo_H_1,5,8,5:1,45',2:0,Right-footed shot
Serie A,Matteo Pessina,Parma_A_1,19,20,2:5,52',0:2,Left-footed shot
Serie A,Riccardo Gagliolo,Spezia Calcio_H_1,14,15,2:2,34',1:2,Tap-in
Serie A,Riccardo Gagliolo,AC Milan_H_1,2,2,1:3,66',1:2,Right-footed shot
Serie A,Nicola Sansone,Benevento_H_1,13,18,1:1,1',1:0,Left-footed shot
Serie A,Nicola Sansone,Lazio_H_1,6,6,2:0,64',2:0,Right-footed shot
Serie A,Yann Karamoh,Udinese Calcio_A_1,19,13,3:2,70',2:2,Right-footed shot
Serie A,Yann Karamoh,Spezia Calcio_A_1,16,15,2:2,17',0:1,Left-footed shot
Serie A,Mërgim Vojvoda,Parma_H_1,19,20,1:0,63',1:0,Right-footed shot
Serie A,Mërgim Vojvoda,Hellas Verona_A_1,10,10,1:1,85',0:1,Header
Serie A,Ilija Nestorovski,Torino_A_1,18,17,2:3,69',2:3,Left-footed shot
Serie A,Ilija Nestorovski,Fiorentina_H_1,13,14,1:0,86',1:0,Header
Serie A,Carles Pérez,Benevento_H_1,8,18,5:2,89',5:2,Solo run
Serie A,Carles Pérez,Cagliari Calcio_A_1,18,16,3:2,27',1:1,Left-footed shot
Serie A,Miguel Veloso,Atalanta BC_A_1,7,3,0:2,62',0:1,Penalty
Serie A,Miguel Veloso,Fiorentina_A_1,17,14,1:1,8',0:1,Penalty
Serie A,Kamil Glik,Parma_H_1,19,20,2:2,23',1:0,Tap-in
Serie A,Kamil Glik,Lazio_A_1,6,6,5:3,85',4:3,Header
Serie A,Eljif Elmas,Genoa_H_1,3,11,6:0,69',5:0,Right-footed shot
Serie A,Eljif Elmas,Parma_H_1,19,20,2:0,32',1:0,Left-footed shot
Serie A,Albin Ekdal,AC Milan_H_1,1,2,1:2,82',1:2,Right-footed shot
Serie A,Albin Ekdal,Hellas Verona_A_1,7,10,1:2,41',0:1,Right-footed shot
Serie A,Tiemoué Bakayoko,Udinese Calcio_A_1,12,13,1:2,90',1:2,Header
Serie A,Tiemoué Bakayoko,Torino_A_1,16,17,0:2,11',0:1,Right-footed shot
Serie A,Martín Cáceres,Juventus_A_1,3,4,0:3,81',0:3,Left-footed shot
Serie A,Martín Cáceres,Hellas Verona_A_1,9,10,1:2,65',0:2,Right-footed shot
Serie A,Alex Sandro,Parma_H_1,19,20,3:1,43',1:1,Left-footed shot
Serie A,Vlad Chiriches,Torino_H_1,16,17,3:3,84',2:3,Long distance kick
Serie A,Vlad Chiriches,Atalanta BC_A_1,7,3,5:1,75',5:1,Deflected shot on goal
Serie A,Hans Hateboer,Torino_A_1,12,17,2:4,42',1:3,Right-footed shot
Serie A,Hans Hateboer,Lazio_A_1,6,6,1:4,32',0:2,Right-footed shot
Serie A,Riccardo Sottil,Crotone_H_1,20,19,4:2,45',3:2,Header
Serie A,Riccardo Sottil,Inter_H_1,3,1,1:3,42',1:0,Right-footed shot
Serie A,Eddie Salcedo,Fiorentina_H_1,16,14,1:2,72',1:2,Header
Serie A,Eddie Salcedo,Spezia Calcio_H_1,15,15,1:1,46',1:0,Header
Serie A,Valentin Eysseric,Spezia Calcio_H_1,12,15,3:0,82',3:0,Right-footed shot
Serie A,Valentin Eysseric,Benevento_A_1,16,18,1:4,75',1:4,Right-footed shot
Serie A,Gastón Pereiro,Spezia Calcio_A_1,15,15,2:1,83',2:1,Left-footed shot
Serie A,Gastón Pereiro,Parma_H_1,19,20,4:3,90'+1,3:3,Long distance kick
Serie A,Dennis Man,Benevento_A_1,16,18,2:2,88',2:2,Tap-in
Serie A,Dennis Man,Cagliari Calcio_A_1,18,16,4:3,59',1:3,Left-footed shot
Serie A,Artur Ionita,Fiorentina_H_1,15,14,1:4,56',1:3,Header
Serie A,Artur Ionita,Parma_H_1,19,20,2:2,67',2:1,Header
Serie A,Jens Stryger Larsen,Atalanta BC_A_1,4,3,3:2,71',3:2,Right-footed shot
Serie A,Jens Stryger Larsen,Benevento_A_1,17,18,2:4,49',1:3,Header
Serie A,Takehiro Tomiyasu,Atalanta BC_H_1,7,3,2:2,73',1:2,Right-footed shot
Serie A,Takehiro Tomiyasu,Udinese Calcio_H_1,13,13,2:2,19',1:0,Header
Serie A,Rafael Tolói,Fiorentina_H_1,17,14,3:0,63',3:0,Header
Serie A,Rafael Tolói,Benevento_A_1,10,18,1:4,69',1:2,Right-footed shot
Serie A,Vladimir Golemic,Inter_A_1,2,1,6:2,36',2:2,Penalty
Serie A,Vladimir Golemic,AS Roma_H_1,4,7,1:3,71',1:3,Header
Serie A,Lorenzo De Silvestri,Lazio_A_1,12,6,2:1,90'+1,2:1,Left-footed shot
Serie A,Lorenzo De Silvestri,Hellas Verona_A_1,10,10,2:2,32',1:1,Right-footed shot
Serie A,Omar Colley,Benevento_H_1,16,18,2:3,18',2:0,Header
Serie A,Omar Colley,Parma_H_1,20,20,3:0,44',2:0,Left-footed shot
Serie A,Ivan Ilic,Inter_H_1,2,1,1:2,63',1:1,Tap-in
Serie A,Ivan Ilic,Genoa_A_1,11,11,2:2,17',0:1,Left-footed shot
Serie A,Maxime López,SSC Napoli_A_1,2,5,0:2,90'+5,0:2,Right-footed shot
Serie A,Maxime López,Fiorentina_H_1,15,14,3:1,75',3:1,Right-footed shot
Serie A,Leonardo Bonucci,Sampdoria_H_1,9,9,3:0,78',2:0,Tap-in
Serie A,Leonardo Bonucci,Torino_H_1,18,17,2:1,89',2:1,Header
Serie A,Armando Izzo,SSC Napoli_A_1,4,5,1:1,56',0:1,Left-footed shot
Serie A,Armando Izzo,Parma_A_1,16,20,0:3,88',0:2,Header
Serie A,Luca Caldirola,Sampdoria_A_1,20,9,2:3,33',2:1,Right-footed shot
Serie A,Nikola Kalinic,Crotone_H_1,20,19,2:1,16',1:0,
Serie A,Nikola Kalinic,Bologna_H_1,12,12,2:2,53',2:1,Right-footed shot
Serie A,Jens Petter Hauge,SSC Napoli_A_1,3,5,1:3,90'+5,1:3,Left-footed shot
Serie A,Jens Petter Hauge,Sampdoria_H_1,10,9,1:1,87',1:1,Right-footed shot
Serie A,Adolfo Gaich,Spezia Calcio_A_1,15,15,1:1,24',0:1,Left-footed shot
Serie A,Adolfo Gaich,Juventus_A_1,2,4,0:1,69',0:1,Right-footed shot
Serie A,Sam Lammers,Cagliari Calcio_H_1,14,16,5:2,81',5:2,Right-footed shot
Serie A,Sam Lammers,SSC Napoli_A_1,6,5,4:1,69',4:1,Left-footed shot
Serie A,Andrea Favilli,Udinese Calcio_H_1,15,13,1:0,57',1:0,Right-footed shot
Serie A,Andrea Favilli,Juventus_A_1,5,4,1:1,60',0:1,Left-footed shot
Serie A,Riccardo Saponara,Hellas Verona_A_1,10,10,1:1,86',1:1,Right-footed shot
Serie A,Riccardo Saponara,Torino_H_1,16,17,4:1,19',1:0,Solo run
Serie A,Cristiano Biraghi,Spezia Calcio_A_1,11,15,2:2,4',0:2,Left-footed shot
Serie A,Simone Bastoni,AC Milan_H_1,1,2,2:0,67',2:0,Left-footed shot
Serie A,Rick Karsdorp,Spezia Calcio_H_1,14,15,4:3,55',3:1,Right-footed shot
Serie A,Cristian Ansaldi,Inter_A_1,7,1,4:2,62',0:2,Penalty
Serie A,Simone Verdi,Bologna_H_1,12,12,1:1,69',1:0,Direct free kick
Serie A,Milan Badelj,Hellas Verona_H_1,9,10,2:2,90'+4,2:2,Right-footed shot
Serie A,Andreas Cornelius,Udinese Calcio_H_1,14,13,2:2,3',1:0,Header
Serie A,Danilo,Sassuolo_H_1,6,8,3:1,50',1:0,Right-footed shot
Serie A,Emanuel Vignato,Inter_A_1,2,1,3:1,67',2:1,Right-footed shot
Serie A,Salvatore Molina,Cagliari Calcio_A_1,15,16,4:2,43',2:2,Right-footed shot
Serie A,Ashley Young,Udinese Calcio_H_1,12,13,5:1,8',1:0,Right-footed shot
Serie A,Giuseppe Pezzella,Cagliari Calcio_A_1,18,16,4:3,5',0:1,Left-footed shot
Serie A,Tommaso Augello,Lazio_H_1,9,6,3:0,41',2:0,Left-footed shot
Serie A,Erick Pulgar,AC Milan_H_1,3,2,2:3,17',1:1,Direct free kick
Serie A,Miha Zajc,Bologna_H_1,13,12,2:0,44',1:0,Right-footed shot
Serie A,Wilfried Singo,Parma_A_1,16,20,0:3,8',0:1,Right-footed shot
Serie A,Graziano Pellè,Genoa_H_1,14,11,1:2,16',1:0,Right-footed shot
Serie A,José Luis Palomino,Crotone_H_1,20,19,5:1,48',2:1,Left-footed shot
Serie A,Maya Yoshida,Parma_A_1,19,20,0:2,25',0:1,Left-footed shot
Serie A,Germán Pezzella,Spezia Calcio_A_1,11,15,2:2,2',0:1,Header
Serie A,Bruno Peres,Sassuolo_A_1,8,8,2:2,69',1:2,Right-footed shot
Serie A,Kevin Agudelo,Parma_A_1,19,20,2:2,31',0:2,Left-footed shot
Serie A,Lisandro Magallán,Parma_A_1,19,20,3:4,14',0:1,Header
Serie A,Andreas Pereira,Torino_A_1,16,17,3:4,15',0:1,Right-footed shot
Serie A,Rade Krunic,Hellas Verona_A_1,8,10,0:2,27',0:1,Direct free kick
Serie A,Arturo Vidal,Juventus_H_1,3,4,2:0,12',1:0,Header
Serie A,Ardian Ismajli,Bologna_A_1,11,12,4:1,34',2:1,Left-footed shot
Serie A,Gerard Deulofeu,Hellas Verona_H_1,9,10,2:0,90'+1,2:0,Right-footed shot
Serie A,Juan Brunetta,Atalanta BC_H_1,2,3,2:5,78',1:3,Right-footed shot
Serie A,Tomás Rincón,AS Roma_H_1,7,7,3:1,90'+2,3:1,Right-footed shot
Serie A,Marten de Roon,Torino_A_1,12,17,2:4,54',2:4,Left-footed shot
Serie A,Jerdy Schouten,Crotone_A_1,20,19,2:3,70',2:2,Right-footed shot
Serie A,Bryan Cristante,Atalanta BC_H_1,3,3,1:1,75',1:1,Right-footed shot
Serie A,Riccardo Improta,Fiorentina_A_1,12,14,0:1,52',0:1,Right-footed shot
Serie A,Christian Kouamé,Inter_A_1,1,1,4:3,3',0:1,Right-footed shot
Serie A,Soualiho Meïté,Sampdoria_H_1,11,9,2:2,77',2:2,Header
Serie A,Pasquale Schiattarella,Lazio_H_1,9,6,1:1,45',1:1,Left-footed shot
Serie A,Samu Castillejo,Sampdoria_A_1,12,9,1:2,77',0:2,Left-footed shot
Serie A,Matthijs de Ligt,Parma_H_1,19,20,3:1,68',3:1,Header
Serie A,Niccolò Zanellato,Inter_A_1,2,1,6:2,12',0:1,Header
Serie A,Gastón Brugman,Juventus_A_1,4,4,3:1,25',0:1,Direct free kick
Serie A,Julian Chabot,Parma_A_1,19,20,2:2,28',0:1,Header
Serie A,Claudio Terzi,Sampdoria_H_1,11,9,2:1,20',1:0,Header
Serie A,Adrien Silva,AS Roma_H_1,7,7,2:0,45',1:0,Right-footed shot
Serie A,Georgios Kyriakopoulos,Lazio_H_1,6,6,2:0,10',1:0,Left-footed shot
Serie A,Alessio Romagnoli,Fiorentina_H_1,15,14,2:0,17',1:0,Header
Serie A,Emmanuel Rivière,Genoa_A_1,11,11,4:1,28',2:1,Right-footed shot
Serie A,Diogo Dalot,Hellas Verona_A_1,8,10,0:2,50',0:2,Right-footed shot
