player,team,team_position,opponent,opponent_position,goals,assists
Eric Maxim Choupo-Moting,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Eric Maxim Choupo-Moting,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Eric Maxim Choupo-Moting,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Eric Maxim Choupo-Moting,FC Augsburg,13,FC Augsburg,13,,
Kevin Stöger,FC Augsburg,13,FC Augsburg,13,,
Kevin Stöger,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Kevin Stöger,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Kevin Stöger,1. FC Köln,16,1. FC Köln,16,,
Kevin Stöger,Hertha BSC,14,Hertha BSC,14,,
Kevin Stöger,Werder Bremen,17,Werder Bremen,17,,
Kevin Stöger,FC Bayern,1,FC Bayern,1,,
Kevin Stöger,E. Frankfurt,5,E. Frankfurt,5,,
Kevin Stöger,Bor. Dortmund,3,Bor. Dortmund,3,,
Kevin Stöger,RB Leipzig,2,RB Leipzig,2,,
Kevin Stöger,VfB Stuttgart,9,VfB Stuttgart,9,,
Kevin Stöger,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Kevin Stöger,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Kevin Stöger,FC Augsburg,13,FC Augsburg,13,,
Kevin Stöger,FC Schalke 04,18,FC Schalke 04,18,,
Kevin Stöger,SC Freiburg,10,SC Freiburg,10,,
Kevin Stöger,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Kevin Stöger,Werder Bremen,17,Werder Bremen,17,,
Kevin Stöger,Bor. Dortmund,3,Bor. Dortmund,3,,
Youssoufa Moukoko,Hertha BSC,14,Hertha BSC,14,,
Youssoufa Moukoko,1. FC Köln,16,1. FC Köln,16,,
Youssoufa Moukoko,E. Frankfurt,5,E. Frankfurt,5,,
Youssoufa Moukoko,VfB Stuttgart,9,VfB Stuttgart,9,,
Youssoufa Moukoko,Werder Bremen,17,Werder Bremen,17,,
Youssoufa Moukoko,Union Berlin,7,Union Berlin,7,1,
Youssoufa Moukoko,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Youssoufa Moukoko,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Youssoufa Moukoko,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Youssoufa Moukoko,SC Freiburg,10,SC Freiburg,10,1,
Youssoufa Moukoko,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Youssoufa Moukoko,FC Schalke 04,18,FC Schalke 04,18,,
Youssoufa Moukoko,Hertha BSC,14,Hertha BSC,14,1,
Youssoufa Moukoko,1. FC Köln,16,1. FC Köln,16,,
Nadiem Amiri,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Nadiem Amiri,RB Leipzig,2,RB Leipzig,2,,
Nadiem Amiri,VfB Stuttgart,9,VfB Stuttgart,9,,
Nadiem Amiri,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Nadiem Amiri,FC Augsburg,13,FC Augsburg,13,,1
Nadiem Amiri,SC Freiburg,10,SC Freiburg,10,1,
Nadiem Amiri,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Nadiem Amiri,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Nadiem Amiri,FC Schalke 04,18,FC Schalke 04,18,,1
Nadiem Amiri,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Nadiem Amiri,1. FC Köln,16,1. FC Köln,16,,1
Nadiem Amiri,FC Bayern,1,FC Bayern,1,,1
Nadiem Amiri,E. Frankfurt,5,E. Frankfurt,5,1,
Nadiem Amiri,Werder Bremen,17,Werder Bremen,17,,
Nadiem Amiri,Union Berlin,7,Union Berlin,7,,
Nadiem Amiri,Bor. Dortmund,3,Bor. Dortmund,3,,
Nadiem Amiri,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Nadiem Amiri,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Nadiem Amiri,SC Freiburg,10,SC Freiburg,10,,
Nadiem Amiri,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Nadiem Amiri,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Nadiem Amiri,Hertha BSC,14,Hertha BSC,14,,
Nadiem Amiri,FC Schalke 04,18,FC Schalke 04,18,,
Nadiem Amiri,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Nadiem Amiri,1. FC Köln,16,1. FC Köln,16,,
Nadiem Amiri,FC Bayern,1,FC Bayern,1,,
Nadiem Amiri,E. Frankfurt,5,E. Frankfurt,5,,
Nadiem Amiri,Werder Bremen,17,Werder Bremen,17,,
Nadiem Amiri,Union Berlin,7,Union Berlin,7,,
Maximilian Eggestein,Hertha BSC,14,Hertha BSC,14,,
Maximilian Eggestein,FC Schalke 04,18,FC Schalke 04,18,,
Maximilian Eggestein,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Maximilian Eggestein,SC Freiburg,10,SC Freiburg,10,,
Maximilian Eggestein,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
Maximilian Eggestein,E. Frankfurt,5,E. Frankfurt,5,,
Maximilian Eggestein,1. FC Köln,16,1. FC Köln,16,,
Maximilian Eggestein,FC Bayern,1,FC Bayern,1,1,
Maximilian Eggestein,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Maximilian Eggestein,VfB Stuttgart,9,VfB Stuttgart,9,,
Maximilian Eggestein,RB Leipzig,2,RB Leipzig,2,,
Maximilian Eggestein,Bor. Dortmund,3,Bor. Dortmund,3,,1
Maximilian Eggestein,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Maximilian Eggestein,Union Berlin,7,Union Berlin,7,,
Maximilian Eggestein,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Maximilian Eggestein,FC Augsburg,13,FC Augsburg,13,,
Maximilian Eggestein,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Maximilian Eggestein,Hertha BSC,14,Hertha BSC,14,,1
Maximilian Eggestein,FC Schalke 04,18,FC Schalke 04,18,,
Maximilian Eggestein,SC Freiburg,10,SC Freiburg,10,,
Maximilian Eggestein,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Maximilian Eggestein,E. Frankfurt,5,E. Frankfurt,5,,1
Maximilian Eggestein,1. FC Köln,16,1. FC Köln,16,,
Maximilian Eggestein,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Maximilian Eggestein,FC Bayern,1,FC Bayern,1,,
Maximilian Eggestein,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Maximilian Eggestein,VfB Stuttgart,9,VfB Stuttgart,9,,
Maximilian Eggestein,Bor. Dortmund,3,Bor. Dortmund,3,,1
Maximilian Eggestein,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Maximilian Eggestein,Union Berlin,7,Union Berlin,7,,
Maximilian Eggestein,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Maximilian Eggestein,FC Augsburg,13,FC Augsburg,13,,
Maximilian Eggestein,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Jean-Paul Boëtius,RB Leipzig,2,RB Leipzig,2,,
Jean-Paul Boëtius,VfB Stuttgart,9,VfB Stuttgart,9,,
Jean-Paul Boëtius,Union Berlin,7,Union Berlin,7,,
Jean-Paul Boëtius,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Jean-Paul Boëtius,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Jean-Paul Boëtius,FC Augsburg,13,FC Augsburg,13,,
Jean-Paul Boëtius,FC Schalke 04,18,FC Schalke 04,18,,
Jean-Paul Boëtius,SC Freiburg,10,SC Freiburg,10,,1
Jean-Paul Boëtius,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Jean-Paul Boëtius,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Jean-Paul Boëtius,1. FC Köln,16,1. FC Köln,16,,
Jean-Paul Boëtius,Werder Bremen,17,Werder Bremen,17,,
Jean-Paul Boëtius,FC Bayern,1,FC Bayern,1,,
Jean-Paul Boëtius,E. Frankfurt,5,E. Frankfurt,5,,
Jean-Paul Boëtius,Bor. Dortmund,3,Bor. Dortmund,3,,
Jean-Paul Boëtius,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Jean-Paul Boëtius,VfB Stuttgart,9,VfB Stuttgart,9,,
Jean-Paul Boëtius,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Jean-Paul Boëtius,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Jean-Paul Boëtius,FC Augsburg,13,FC Augsburg,13,,
Jean-Paul Boëtius,FC Schalke 04,18,FC Schalke 04,18,,
Jean-Paul Boëtius,SC Freiburg,10,SC Freiburg,10,,
Jean-Paul Boëtius,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Jean-Paul Boëtius,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Jean-Paul Boëtius,1. FC Köln,16,1. FC Köln,16,1,1
Jean-Paul Boëtius,Werder Bremen,17,Werder Bremen,17,,
Jean-Paul Boëtius,FC Bayern,1,FC Bayern,1,,
Jean-Paul Boëtius,Hertha BSC,14,Hertha BSC,14,,
Jean-Paul Boëtius,E. Frankfurt,5,E. Frankfurt,5,,
Jean-Paul Boëtius,Bor. Dortmund,3,Bor. Dortmund,3,,
Jean-Paul Boëtius,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Amine Harit,FC Bayern,1,FC Bayern,1,,
Amine Harit,Union Berlin,7,Union Berlin,7,,
Amine Harit,Bor. Dortmund,3,Bor. Dortmund,3,,
Amine Harit,VfB Stuttgart,9,VfB Stuttgart,9,,1
Amine Harit,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Amine Harit,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Amine Harit,SC Freiburg,10,SC Freiburg,10,,
Amine Harit,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Amine Harit,Hertha BSC,14,Hertha BSC,14,,
Amine Harit,TSG Hoffenheim,11,TSG Hoffenheim,11,1,3
Amine Harit,E. Frankfurt,5,E. Frankfurt,5,,
Amine Harit,1. FC Köln,16,1. FC Köln,16,,
Amine Harit,FC Bayern,1,FC Bayern,1,,
Amine Harit,Werder Bremen,17,Werder Bremen,17,,1
Amine Harit,RB Leipzig,2,RB Leipzig,2,,
Amine Harit,Union Berlin,7,Union Berlin,7,,
Amine Harit,Bor. Dortmund,3,Bor. Dortmund,3,,
Amine Harit,VfB Stuttgart,9,VfB Stuttgart,9,,
Amine Harit,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Amine Harit,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Amine Harit,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Amine Harit,FC Augsburg,13,FC Augsburg,13,,
Amine Harit,SC Freiburg,10,SC Freiburg,10,,
Amine Harit,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Amine Harit,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Amine Harit,Hertha BSC,14,Hertha BSC,14,1,
Amine Harit,E. Frankfurt,5,E. Frankfurt,5,,
Amine Harit,1. FC Köln,16,1. FC Köln,16,,
David Alaba,TSG Hoffenheim,11,TSG Hoffenheim,11,,
David Alaba,Hertha BSC,14,Hertha BSC,14,,
David Alaba,Arm. Bielefeld,15,Arm. Bielefeld,15,,
David Alaba,E. Frankfurt,5,E. Frankfurt,5,,
David Alaba,1. FC Köln,16,1. FC Köln,16,,
David Alaba,Bor. Dortmund,3,Bor. Dortmund,3,1,
David Alaba,Werder Bremen,17,Werder Bremen,17,,
David Alaba,VfB Stuttgart,9,VfB Stuttgart,9,,
David Alaba,RB Leipzig,2,RB Leipzig,2,,
David Alaba,Union Berlin,7,Union Berlin,7,,
David Alaba,VfL Wolfsburg,4,VfL Wolfsburg,4,,
David Alaba,Bay. Leverkusen,6,Bay. Leverkusen,6,,
David Alaba,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
David Alaba,Bor. M'gladbach,8,Bor. M'gladbach,8,,
David Alaba,SC Freiburg,10,SC Freiburg,10,,
David Alaba,FC Augsburg,13,FC Augsburg,13,,
David Alaba,FC Schalke 04,18,FC Schalke 04,18,1,
David Alaba,TSG Hoffenheim,11,TSG Hoffenheim,11,,
David Alaba,Hertha BSC,14,Hertha BSC,14,,
David Alaba,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
David Alaba,E. Frankfurt,5,E. Frankfurt,5,,
David Alaba,1. FC Köln,16,1. FC Köln,16,,
David Alaba,Bor. Dortmund,3,Bor. Dortmund,3,,
David Alaba,VfB Stuttgart,9,VfB Stuttgart,9,,
David Alaba,RB Leipzig,2,RB Leipzig,2,,
David Alaba,Union Berlin,7,Union Berlin,7,,
David Alaba,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
David Alaba,Bay. Leverkusen,6,Bay. Leverkusen,6,,
David Alaba,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
David Alaba,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
David Alaba,SC Freiburg,10,SC Freiburg,10,,
David Alaba,FC Augsburg,13,FC Augsburg,13,,1
Xaver Schlager,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Xaver Schlager,SC Freiburg,10,SC Freiburg,10,,
Xaver Schlager,FC Augsburg,13,FC Augsburg,13,,
Xaver Schlager,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Xaver Schlager,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Xaver Schlager,Hertha BSC,14,Hertha BSC,14,,
Xaver Schlager,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Xaver Schlager,FC Schalke 04,18,FC Schalke 04,18,1,
Xaver Schlager,Werder Bremen,17,Werder Bremen,17,,
Xaver Schlager,1. FC Köln,16,1. FC Köln,16,,
Xaver Schlager,E. Frankfurt,5,E. Frankfurt,5,,1
Xaver Schlager,FC Bayern,1,FC Bayern,1,,
Xaver Schlager,Bor. Dortmund,3,Bor. Dortmund,3,,
Xaver Schlager,Union Berlin,7,Union Berlin,7,,
Xaver Schlager,RB Leipzig,2,RB Leipzig,2,,
Xaver Schlager,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Xaver Schlager,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Xaver Schlager,SC Freiburg,10,SC Freiburg,10,,
Xaver Schlager,FC Augsburg,13,FC Augsburg,13,,
Xaver Schlager,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Xaver Schlager,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Xaver Schlager,Hertha BSC,14,Hertha BSC,14,,
Xaver Schlager,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Xaver Schlager,Werder Bremen,17,Werder Bremen,17,,1
Xaver Schlager,1. FC Köln,16,1. FC Köln,16,,
Xaver Schlager,E. Frankfurt,5,E. Frankfurt,5,,
Xaver Schlager,FC Bayern,1,FC Bayern,1,,1
Xaver Schlager,VfB Stuttgart,9,VfB Stuttgart,9,1,
Xaver Schlager,Bor. Dortmund,3,Bor. Dortmund,3,,
Xaver Schlager,Union Berlin,7,Union Berlin,7,,
Xaver Schlager,RB Leipzig,2,RB Leipzig,2,,
Xaver Schlager,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Yannick Gerhardt,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Yannick Gerhardt,SC Freiburg,10,SC Freiburg,10,,
Yannick Gerhardt,FC Augsburg,13,FC Augsburg,13,,
Yannick Gerhardt,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Yannick Gerhardt,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Yannick Gerhardt,Hertha BSC,14,Hertha BSC,14,,
Yannick Gerhardt,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Yannick Gerhardt,VfB Stuttgart,9,VfB Stuttgart,9,,
Yannick Gerhardt,Bor. Dortmund,3,Bor. Dortmund,3,,
Yannick Gerhardt,Union Berlin,7,Union Berlin,7,,
Yannick Gerhardt,RB Leipzig,2,RB Leipzig,2,,2
Yannick Gerhardt,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Yannick Gerhardt,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Yannick Gerhardt,SC Freiburg,10,SC Freiburg,10,1,
Yannick Gerhardt,FC Augsburg,13,FC Augsburg,13,,1
Yannick Gerhardt,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Yannick Gerhardt,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Yannick Gerhardt,Hertha BSC,14,Hertha BSC,14,,
Yannick Gerhardt,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Yannick Gerhardt,FC Schalke 04,18,FC Schalke 04,18,,
Yannick Gerhardt,Werder Bremen,17,Werder Bremen,17,,
Yannick Gerhardt,1. FC Köln,16,1. FC Köln,16,,
Yannick Gerhardt,E. Frankfurt,5,E. Frankfurt,5,,
Yannick Gerhardt,FC Bayern,1,FC Bayern,1,,
Yannick Gerhardt,VfB Stuttgart,9,VfB Stuttgart,9,1,
Yannick Gerhardt,Bor. Dortmund,3,Bor. Dortmund,3,,
Yannick Gerhardt,Union Berlin,7,Union Berlin,7,,
Yannick Gerhardt,RB Leipzig,2,RB Leipzig,2,,
Yannick Gerhardt,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Stefan Lainer,Bor. Dortmund,3,Bor. Dortmund,3,,
Stefan Lainer,Union Berlin,7,Union Berlin,7,,
Stefan Lainer,1. FC Köln,16,1. FC Köln,16,1,
Stefan Lainer,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Stefan Lainer,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Stefan Lainer,RB Leipzig,2,RB Leipzig,2,,
Stefan Lainer,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Stefan Lainer,FC Augsburg,13,FC Augsburg,13,,
Stefan Lainer,FC Schalke 04,18,FC Schalke 04,18,,
Stefan Lainer,SC Freiburg,10,SC Freiburg,10,,
Stefan Lainer,Hertha BSC,14,Hertha BSC,14,,
Stefan Lainer,E. Frankfurt,5,E. Frankfurt,5,,
Stefan Lainer,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Stefan Lainer,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Stefan Lainer,FC Bayern,1,FC Bayern,1,,
Stefan Lainer,VfB Stuttgart,9,VfB Stuttgart,9,,1
Stefan Lainer,Werder Bremen,17,Werder Bremen,17,,
Stefan Lainer,Bor. Dortmund,3,Bor. Dortmund,3,,
Stefan Lainer,Union Berlin,7,Union Berlin,7,,
Stefan Lainer,1. FC Köln,16,1. FC Köln,16,,
Stefan Lainer,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Stefan Lainer,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Stefan Lainer,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Stefan Lainer,FC Augsburg,13,FC Augsburg,13,,
Stefan Lainer,FC Schalke 04,18,FC Schalke 04,18,1,
Stefan Lainer,SC Freiburg,10,SC Freiburg,10,,
Stefan Lainer,Hertha BSC,14,Hertha BSC,14,,
Stefan Lainer,E. Frankfurt,5,E. Frankfurt,5,,
Stefan Lainer,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Stefan Lainer,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Stefan Lainer,FC Bayern,1,FC Bayern,1,,
Stefan Lainer,VfB Stuttgart,9,VfB Stuttgart,9,,
Stefan Lainer,Werder Bremen,17,Werder Bremen,17,,1
Marius Wolf,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Marius Wolf,E. Frankfurt,5,E. Frankfurt,5,,
Marius Wolf,VfB Stuttgart,9,VfB Stuttgart,9,,
Marius Wolf,FC Bayern,1,FC Bayern,1,,
Marius Wolf,Werder Bremen,17,Werder Bremen,17,,
Marius Wolf,Union Berlin,7,Union Berlin,7,,
Marius Wolf,Bor. Dortmund,3,Bor. Dortmund,3,,2
Marius Wolf,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Marius Wolf,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marius Wolf,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marius Wolf,RB Leipzig,2,RB Leipzig,2,,
Marius Wolf,FC Augsburg,13,FC Augsburg,13,,
Marius Wolf,SC Freiburg,10,SC Freiburg,10,,
Marius Wolf,Hertha BSC,14,Hertha BSC,14,,
Marius Wolf,FC Schalke 04,18,FC Schalke 04,18,,
Marius Wolf,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Marius Wolf,Arm. Bielefeld,15,Arm. Bielefeld,15,2,
Marius Wolf,E. Frankfurt,5,E. Frankfurt,5,,
Marius Wolf,VfB Stuttgart,9,VfB Stuttgart,9,,
Marius Wolf,FC Bayern,1,FC Bayern,1,,
Marius Wolf,Werder Bremen,17,Werder Bremen,17,,
Marius Wolf,Union Berlin,7,Union Berlin,7,,
Marius Wolf,Bor. Dortmund,3,Bor. Dortmund,3,,
Marius Wolf,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Marius Wolf,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marius Wolf,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marius Wolf,RB Leipzig,2,RB Leipzig,2,,
Marius Wolf,FC Augsburg,13,FC Augsburg,13,,1
Marius Wolf,SC Freiburg,10,SC Freiburg,10,,
Marius Wolf,Hertha BSC,14,Hertha BSC,14,,
Marius Wolf,FC Schalke 04,18,FC Schalke 04,18,,
Martin Hinteregger,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Martin Hinteregger,Hertha BSC,14,Hertha BSC,14,,
Martin Hinteregger,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Martin Hinteregger,1. FC Köln,16,1. FC Köln,16,,
Martin Hinteregger,FC Bayern,1,FC Bayern,1,,
Martin Hinteregger,Werder Bremen,17,Werder Bremen,17,,
Martin Hinteregger,VfB Stuttgart,9,VfB Stuttgart,9,,
Martin Hinteregger,RB Leipzig,2,RB Leipzig,2,,
Martin Hinteregger,Union Berlin,7,Union Berlin,7,,
Martin Hinteregger,Bor. Dortmund,3,Bor. Dortmund,3,,1
Martin Hinteregger,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Martin Hinteregger,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Martin Hinteregger,FC Augsburg,13,FC Augsburg,13,,
Martin Hinteregger,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Martin Hinteregger,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Martin Hinteregger,FC Schalke 04,18,FC Schalke 04,18,,
Martin Hinteregger,SC Freiburg,10,SC Freiburg,10,,
Martin Hinteregger,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Martin Hinteregger,Hertha BSC,14,Hertha BSC,14,1,
Martin Hinteregger,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Martin Hinteregger,1. FC Köln,16,1. FC Köln,16,,
Martin Hinteregger,FC Bayern,1,FC Bayern,1,,
Martin Hinteregger,Werder Bremen,17,Werder Bremen,17,,
Martin Hinteregger,VfB Stuttgart,9,VfB Stuttgart,9,,
Martin Hinteregger,FC Augsburg,13,FC Augsburg,13,1,
Martin Hinteregger,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Martin Hinteregger,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Martin Hinteregger,FC Schalke 04,18,FC Schalke 04,18,,
Martin Hinteregger,SC Freiburg,10,SC Freiburg,10,,
Aymen Barkok,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Aymen Barkok,Hertha BSC,14,Hertha BSC,14,,
Aymen Barkok,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Aymen Barkok,1. FC Köln,16,1. FC Köln,16,,
Aymen Barkok,FC Bayern,1,FC Bayern,1,,
Aymen Barkok,Werder Bremen,17,Werder Bremen,17,,
Aymen Barkok,VfB Stuttgart,9,VfB Stuttgart,9,,2
Aymen Barkok,RB Leipzig,2,RB Leipzig,2,1,
Aymen Barkok,Bor. Dortmund,3,Bor. Dortmund,3,,
Aymen Barkok,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Aymen Barkok,Bor. M'gladbach,8,Bor. M'gladbach,8,1,1
Aymen Barkok,FC Augsburg,13,FC Augsburg,13,,
Aymen Barkok,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Aymen Barkok,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Aymen Barkok,FC Schalke 04,18,FC Schalke 04,18,,
Aymen Barkok,SC Freiburg,10,SC Freiburg,10,,
Aymen Barkok,Hertha BSC,14,Hertha BSC,14,,
Aymen Barkok,FC Bayern,1,FC Bayern,1,,
Aymen Barkok,Werder Bremen,17,Werder Bremen,17,,
Aymen Barkok,RB Leipzig,2,RB Leipzig,2,,
Aymen Barkok,Union Berlin,7,Union Berlin,7,,
Aymen Barkok,Bor. Dortmund,3,Bor. Dortmund,3,,
Aymen Barkok,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Aymen Barkok,FC Augsburg,13,FC Augsburg,13,,
Aymen Barkok,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Aymen Barkok,SC Freiburg,10,SC Freiburg,10,,
Mattéo Guendouzi,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Mattéo Guendouzi,FC Augsburg,13,FC Augsburg,13,,
Mattéo Guendouzi,Bor. Dortmund,3,Bor. Dortmund,3,,1
Mattéo Guendouzi,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Mattéo Guendouzi,Union Berlin,7,Union Berlin,7,,
Mattéo Guendouzi,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Mattéo Guendouzi,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Mattéo Guendouzi,SC Freiburg,10,SC Freiburg,10,,
Mattéo Guendouzi,FC Schalke 04,18,FC Schalke 04,18,1,
Mattéo Guendouzi,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Mattéo Guendouzi,1. FC Köln,16,1. FC Köln,16,,
Mattéo Guendouzi,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Mattéo Guendouzi,Werder Bremen,17,Werder Bremen,17,,
Mattéo Guendouzi,E. Frankfurt,5,E. Frankfurt,5,,
Mattéo Guendouzi,FC Bayern,1,FC Bayern,1,,
Mattéo Guendouzi,VfB Stuttgart,9,VfB Stuttgart,9,,
Mattéo Guendouzi,RB Leipzig,2,RB Leipzig,2,,
Mattéo Guendouzi,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Mattéo Guendouzi,FC Augsburg,13,FC Augsburg,13,,
Mattéo Guendouzi,Bay. Leverkusen,6,Bay. Leverkusen,6,,1
Mattéo Guendouzi,Union Berlin,7,Union Berlin,7,,1
Mattéo Guendouzi,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Mattéo Guendouzi,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Mattéo Guendouzi,SC Freiburg,10,SC Freiburg,10,,
Jan Thielmann,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Jan Thielmann,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Jan Thielmann,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Jan Thielmann,FC Bayern,1,FC Bayern,1,,1
Jan Thielmann,Werder Bremen,17,Werder Bremen,17,,
Jan Thielmann,Union Berlin,7,Union Berlin,7,,
Jan Thielmann,Bor. Dortmund,3,Bor. Dortmund,3,,
Jan Thielmann,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Jan Thielmann,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Jan Thielmann,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Jan Thielmann,RB Leipzig,2,RB Leipzig,2,,
Jan Thielmann,FC Augsburg,13,FC Augsburg,13,,
