player,team,team_position,opponent,opponent_position,goals,assists
Leon Bailey,Hertha BSC,14,Hertha BSC,14,,
Leon Bailey,FC Schalke 04,18,FC Schalke 04,18,,
Leon Bailey,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Leon Bailey,1. FC Köln,16,1. FC Köln,16,2,1
Leon Bailey,FC Bayern,1,FC Bayern,1,,
Leon Bailey,E. Frankfurt,5,E. Frankfurt,5,1,1
Leon Bailey,Werder Bremen,17,Werder Bremen,17,,
Ihlas Bebou,1. FC Köln,16,1. FC Köln,16,,
Ihlas Bebou,FC Bayern,1,FC Bayern,1,,2
Ihlas Bebou,E. Frankfurt,5,E. Frankfurt,5,,
Ihlas Bebou,Bor. Dortmund,3,Bor. Dortmund,3,,
Ihlas Bebou,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Ihlas Bebou,VfB Stuttgart,9,VfB Stuttgart,9,,
Ihlas Bebou,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Ihlas Bebou,FC Augsburg,13,FC Augsburg,13,1,1
Ihlas Bebou,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Ihlas Bebou,RB Leipzig,2,RB Leipzig,2,,
Ihlas Bebou,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Ihlas Bebou,SC Freiburg,10,SC Freiburg,10,1,
Ihlas Bebou,FC Schalke 04,18,FC Schalke 04,18,,
Ihlas Bebou,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Ihlas Bebou,Hertha BSC,14,Hertha BSC,14,,
Ihlas Bebou,1. FC Köln,16,1. FC Köln,16,,
Ihlas Bebou,FC Bayern,1,FC Bayern,1,,1
Ihlas Bebou,E. Frankfurt,5,E. Frankfurt,5,1,
Ihlas Bebou,Bor. Dortmund,3,Bor. Dortmund,3,1,
Ihlas Bebou,Werder Bremen,17,Werder Bremen,17,1,1
Ihlas Bebou,Union Berlin,7,Union Berlin,7,,
Ihlas Bebou,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Ihlas Bebou,VfB Stuttgart,9,VfB Stuttgart,9,,
Ihlas Bebou,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Ihlas Bebou,FC Augsburg,13,FC Augsburg,13,,
Ihlas Bebou,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Ihlas Bebou,RB Leipzig,2,RB Leipzig,2,,
Ihlas Bebou,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Ihlas Bebou,SC Freiburg,10,SC Freiburg,10,,1
Ihlas Bebou,FC Schalke 04,18,FC Schalke 04,18,1,
Ihlas Bebou,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Ihlas Bebou,Hertha BSC,14,Hertha BSC,14,,1
Patrik Schick,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Patrik Schick,RB Leipzig,2,RB Leipzig,2,,
Patrik Schick,VfB Stuttgart,9,VfB Stuttgart,9,1,
Patrik Schick,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Patrik Schick,Hertha BSC,14,Hertha BSC,14,,
Patrik Schick,FC Schalke 04,18,FC Schalke 04,18,1,
Patrik Schick,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Patrik Schick,1. FC Köln,16,1. FC Köln,16,1,
Patrik Schick,FC Bayern,1,FC Bayern,1,1,
Patrik Schick,E. Frankfurt,5,E. Frankfurt,5,,
Patrik Schick,Werder Bremen,17,Werder Bremen,17,1,
Patrik Schick,Union Berlin,7,Union Berlin,7,,
Patrik Schick,Bor. Dortmund,3,Bor. Dortmund,3,,
Patrik Schick,RB Leipzig,2,RB Leipzig,2,,
Patrik Schick,VfB Stuttgart,9,VfB Stuttgart,9,,
Patrik Schick,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Patrik Schick,FC Augsburg,13,FC Augsburg,13,,
Patrik Schick,SC Freiburg,10,SC Freiburg,10,,
Patrik Schick,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Patrik Schick,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Patrik Schick,Hertha BSC,14,Hertha BSC,14,,
Patrik Schick,FC Schalke 04,18,FC Schalke 04,18,1,
Patrik Schick,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Patrik Schick,1. FC Köln,16,1. FC Köln,16,,
Patrik Schick,FC Bayern,1,FC Bayern,1,,
Patrik Schick,E. Frankfurt,5,E. Frankfurt,5,,
Patrik Schick,Werder Bremen,17,Werder Bremen,17,,
Patrik Schick,Union Berlin,7,Union Berlin,7,,
Patrik Schick,Bor. Dortmund,3,Bor. Dortmund,3,,1
Jadon Sancho,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Jadon Sancho,FC Augsburg,13,FC Augsburg,13,,
Jadon Sancho,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Jadon Sancho,FC Schalke 04,18,FC Schalke 04,18,,1
Jadon Sancho,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Jadon Sancho,FC Bayern,1,FC Bayern,1,,
Jadon Sancho,1. FC Köln,16,1. FC Köln,16,,
Jadon Sancho,E. Frankfurt,5,E. Frankfurt,5,,1
Jadon Sancho,VfB Stuttgart,9,VfB Stuttgart,9,,
Jadon Sancho,Werder Bremen,17,Werder Bremen,17,,
Jadon Sancho,Union Berlin,7,Union Berlin,7,,
Jadon Sancho,VfL Wolfsburg,4,VfL Wolfsburg,4,1,1
Jadon Sancho,RB Leipzig,2,RB Leipzig,2,1,1
Jadon Sancho,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Jadon Sancho,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Jadon Sancho,Bor. M'gladbach,8,Bor. M'gladbach,8,,2
Jadon Sancho,FC Augsburg,13,FC Augsburg,13,1,
Jadon Sancho,SC Freiburg,10,SC Freiburg,10,,
Jadon Sancho,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
Jadon Sancho,FC Schalke 04,18,FC Schalke 04,18,1,1
Jadon Sancho,Arm. Bielefeld,15,Arm. Bielefeld,15,1,1
Jadon Sancho,Union Berlin,7,Union Berlin,7,,
Jadon Sancho,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Jadon Sancho,RB Leipzig,2,RB Leipzig,2,2,
Jadon Sancho,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,2
Jadon Sancho,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marco Reus,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Marco Reus,FC Augsburg,13,FC Augsburg,13,,
Marco Reus,SC Freiburg,10,SC Freiburg,10,,
Marco Reus,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
Marco Reus,FC Schalke 04,18,FC Schalke 04,18,,
Marco Reus,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Marco Reus,FC Bayern,1,FC Bayern,1,1,
Marco Reus,Hertha BSC,14,Hertha BSC,14,,
Marco Reus,1. FC Köln,16,1. FC Köln,16,,
Marco Reus,VfB Stuttgart,9,VfB Stuttgart,9,,
Marco Reus,Werder Bremen,17,Werder Bremen,17,1,
Marco Reus,Union Berlin,7,Union Berlin,7,,
Marco Reus,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Marco Reus,RB Leipzig,2,RB Leipzig,2,,2
Marco Reus,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marco Reus,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marco Reus,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Marco Reus,FC Augsburg,13,FC Augsburg,13,,1
Marco Reus,SC Freiburg,10,SC Freiburg,10,,
Marco Reus,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Marco Reus,FC Schalke 04,18,FC Schalke 04,18,,1
Marco Reus,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Marco Reus,FC Bayern,1,FC Bayern,1,,
Marco Reus,Hertha BSC,14,Hertha BSC,14,,1
Marco Reus,E. Frankfurt,5,E. Frankfurt,5,,
Marco Reus,VfB Stuttgart,9,VfB Stuttgart,9,1,
Marco Reus,Werder Bremen,17,Werder Bremen,17,,1
Marco Reus,Union Berlin,7,Union Berlin,7,1,
Marco Reus,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Marco Reus,RB Leipzig,2,RB Leipzig,2,1,
Marco Reus,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Marco Reus,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Marcus Thuram,Bor. Dortmund,3,Bor. Dortmund,3,,
Marcus Thuram,Union Berlin,7,Union Berlin,7,1,
Marcus Thuram,1. FC Köln,16,1. FC Köln,16,,1
Marcus Thuram,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Marcus Thuram,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marcus Thuram,RB Leipzig,2,RB Leipzig,2,,
Marcus Thuram,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marcus Thuram,FC Augsburg,13,FC Augsburg,13,,
Marcus Thuram,FC Schalke 04,18,FC Schalke 04,18,1,
Marcus Thuram,SC Freiburg,10,SC Freiburg,10,,
Marcus Thuram,Hertha BSC,14,Hertha BSC,14,,
Marcus Thuram,E. Frankfurt,5,E. Frankfurt,5,,
Marcus Thuram,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Marcus Thuram,Bor. Dortmund,3,Bor. Dortmund,3,1,
Marcus Thuram,Union Berlin,7,Union Berlin,7,,
Marcus Thuram,1. FC Köln,16,1. FC Köln,16,,
Marcus Thuram,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marcus Thuram,RB Leipzig,2,RB Leipzig,2,1,
Marcus Thuram,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marcus Thuram,FC Augsburg,13,FC Augsburg,13,,
Marcus Thuram,FC Schalke 04,18,FC Schalke 04,18,,
Marcus Thuram,SC Freiburg,10,SC Freiburg,10,2,
Marcus Thuram,Hertha BSC,14,Hertha BSC,14,,2
Marcus Thuram,E. Frankfurt,5,E. Frankfurt,5,,
Marcus Thuram,TSG Hoffenheim,11,TSG Hoffenheim,11,,2
Marcus Thuram,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Marcus Thuram,FC Bayern,1,FC Bayern,1,,
Marcus Thuram,VfB Stuttgart,9,VfB Stuttgart,9,,
Marcus Thuram,Werder Bremen,17,Werder Bremen,17,1,
Roland Sallai,VfB Stuttgart,9,VfB Stuttgart,9,1,1
Roland Sallai,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Roland Sallai,Bor. Dortmund,3,Bor. Dortmund,3,,
Roland Sallai,Werder Bremen,17,Werder Bremen,17,,
Roland Sallai,Union Berlin,7,Union Berlin,7,,
Roland Sallai,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Roland Sallai,RB Leipzig,2,RB Leipzig,2,,
Roland Sallai,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Roland Sallai,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Roland Sallai,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Roland Sallai,FC Schalke 04,18,FC Schalke 04,18,2,
Roland Sallai,Hertha BSC,14,Hertha BSC,14,,
Roland Sallai,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Roland Sallai,1. FC Köln,16,1. FC Köln,16,1,1
Roland Sallai,FC Bayern,1,FC Bayern,1,,
Roland Sallai,E. Frankfurt,5,E. Frankfurt,5,1,
Roland Sallai,Union Berlin,7,Union Berlin,7,,
Roland Sallai,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Roland Sallai,RB Leipzig,2,RB Leipzig,2,,
Roland Sallai,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Roland Sallai,FC Augsburg,13,FC Augsburg,13,1,
Roland Sallai,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Roland Sallai,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Roland Sallai,FC Schalke 04,18,FC Schalke 04,18,1,2
Roland Sallai,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Roland Sallai,Hertha BSC,14,Hertha BSC,14,,
Roland Sallai,1. FC Köln,16,1. FC Köln,16,,
Roland Sallai,FC Bayern,1,FC Bayern,1,,
André Hahn,Union Berlin,7,Union Berlin,7,1,
André Hahn,Bor. Dortmund,3,Bor. Dortmund,3,,
André Hahn,VfL Wolfsburg,4,VfL Wolfsburg,4,,
André Hahn,RB Leipzig,2,RB Leipzig,2,,
André Hahn,Bay. Leverkusen,6,Bay. Leverkusen,6,,
André Hahn,1.FSV Mainz 05,12,1.FSV Mainz 05,12,2,
André Hahn,Hertha BSC,14,Hertha BSC,14,,
André Hahn,Bor. M'gladbach,8,Bor. M'gladbach,8,,
André Hahn,SC Freiburg,10,SC Freiburg,10,,
André Hahn,1. FC Köln,16,1. FC Köln,16,,
André Hahn,VfB Stuttgart,9,VfB Stuttgart,9,,
André Hahn,Werder Bremen,17,Werder Bremen,17,,
André Hahn,FC Bayern,1,FC Bayern,1,,
André Hahn,Union Berlin,7,Union Berlin,7,,2
André Hahn,Bor. Dortmund,3,Bor. Dortmund,3,1,
André Hahn,VfL Wolfsburg,4,VfL Wolfsburg,4,,
André Hahn,RB Leipzig,2,RB Leipzig,2,,
André Hahn,Bay. Leverkusen,6,Bay. Leverkusen,6,,
André Hahn,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
André Hahn,Hertha BSC,14,Hertha BSC,14,,1
André Hahn,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
André Hahn,SC Freiburg,10,SC Freiburg,10,,
André Hahn,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
André Hahn,FC Schalke 04,18,FC Schalke 04,18,,
André Hahn,Arm. Bielefeld,15,Arm. Bielefeld,15,,
André Hahn,1. FC Köln,16,1. FC Köln,16,,
André Hahn,VfB Stuttgart,9,VfB Stuttgart,9,,
André Hahn,Werder Bremen,17,Werder Bremen,17,,1
André Hahn,FC Bayern,1,FC Bayern,1,1,1
Marcel Sabitzer,Hertha BSC,14,Hertha BSC,14,1,
Marcel Sabitzer,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Marcel Sabitzer,SC Freiburg,10,SC Freiburg,10,1,
Marcel Sabitzer,E. Frankfurt,5,E. Frankfurt,5,,
Marcel Sabitzer,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Marcel Sabitzer,FC Bayern,1,FC Bayern,1,,
Marcel Sabitzer,Werder Bremen,17,Werder Bremen,17,1,
Marcel Sabitzer,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Marcel Sabitzer,1. FC Köln,16,1. FC Köln,16,,
Marcel Sabitzer,VfB Stuttgart,9,VfB Stuttgart,9,,
Marcel Sabitzer,Bor. Dortmund,3,Bor. Dortmund,3,,
Marcel Sabitzer,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Marcel Sabitzer,Union Berlin,7,Union Berlin,7,,
Marcel Sabitzer,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Marcel Sabitzer,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marcel Sabitzer,FC Schalke 04,18,FC Schalke 04,18,1,
Marcel Sabitzer,FC Augsburg,13,FC Augsburg,13,,
Marcel Sabitzer,Hertha BSC,14,Hertha BSC,14,1,1
Marcel Sabitzer,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Marcel Sabitzer,E. Frankfurt,5,E. Frankfurt,5,,
Marcel Sabitzer,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Marcel Sabitzer,FC Bayern,1,FC Bayern,1,,
Marcel Sabitzer,Werder Bremen,17,Werder Bremen,17,1,
Marcel Sabitzer,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Marcel Sabitzer,Bor. Dortmund,3,Bor. Dortmund,3,,
Marcel Sabitzer,VfL Wolfsburg,4,VfL Wolfsburg,4,1,1
Marcel Sabitzer,Union Berlin,7,Union Berlin,7,,
Nils Petersen,VfB Stuttgart,9,VfB Stuttgart,9,1,1
Nils Petersen,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Nils Petersen,Bor. Dortmund,3,Bor. Dortmund,3,,
Nils Petersen,Werder Bremen,17,Werder Bremen,17,,
Nils Petersen,Union Berlin,7,Union Berlin,7,,
Nils Petersen,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Nils Petersen,RB Leipzig,2,RB Leipzig,2,,
Nils Petersen,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Nils Petersen,FC Augsburg,13,FC Augsburg,13,,
Nils Petersen,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Nils Petersen,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Nils Petersen,FC Schalke 04,18,FC Schalke 04,18,,
Nils Petersen,Hertha BSC,14,Hertha BSC,14,1,
Nils Petersen,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Nils Petersen,1. FC Köln,16,1. FC Köln,16,,
Nils Petersen,FC Bayern,1,FC Bayern,1,1,
Nils Petersen,E. Frankfurt,5,E. Frankfurt,5,1,
Nils Petersen,VfB Stuttgart,9,VfB Stuttgart,9,,
Nils Petersen,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Nils Petersen,Bor. Dortmund,3,Bor. Dortmund,3,,
Nils Petersen,Werder Bremen,17,Werder Bremen,17,,
Nils Petersen,Union Berlin,7,Union Berlin,7,,
Nils Petersen,RB Leipzig,2,RB Leipzig,2,,
Nils Petersen,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Nils Petersen,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Nils Petersen,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Nils Petersen,FC Schalke 04,18,FC Schalke 04,18,,
Nils Petersen,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Nils Petersen,Hertha BSC,14,Hertha BSC,14,,
Nils Petersen,1. FC Köln,16,1. FC Köln,16,1,
Nils Petersen,FC Bayern,1,FC Bayern,1,,
Nils Petersen,E. Frankfurt,5,E. Frankfurt,5,,
Ondrej Duda,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Ondrej Duda,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Ondrej Duda,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Ondrej Duda,E. Frankfurt,5,E. Frankfurt,5,1,
Ondrej Duda,VfB Stuttgart,9,VfB Stuttgart,9,,
Ondrej Duda,FC Bayern,1,FC Bayern,1,,
Ondrej Duda,Werder Bremen,17,Werder Bremen,17,,1
Ondrej Duda,Union Berlin,7,Union Berlin,7,,1
Ondrej Duda,Bor. Dortmund,3,Bor. Dortmund,3,,
Ondrej Duda,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Ondrej Duda,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Ondrej Duda,RB Leipzig,2,RB Leipzig,2,,
Ondrej Duda,FC Augsburg,13,FC Augsburg,13,,
Ondrej Duda,SC Freiburg,10,SC Freiburg,10,,
Ondrej Duda,Hertha BSC,14,Hertha BSC,14,,
Ondrej Duda,FC Schalke 04,18,FC Schalke 04,18,,
Ondrej Duda,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Ondrej Duda,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Ondrej Duda,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Ondrej Duda,E. Frankfurt,5,E. Frankfurt,5,,
Ondrej Duda,VfB Stuttgart,9,VfB Stuttgart,9,,
Ondrej Duda,FC Bayern,1,FC Bayern,1,,1
Ondrej Duda,Werder Bremen,17,Werder Bremen,17,,
Ondrej Duda,Union Berlin,7,Union Berlin,7,1,
Ondrej Duda,Bor. Dortmund,3,Bor. Dortmund,3,1,
Ondrej Duda,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Ondrej Duda,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Ondrej Duda,RB Leipzig,2,RB Leipzig,2,,1
Ondrej Duda,FC Augsburg,13,FC Augsburg,13,2,
Ondrej Duda,SC Freiburg,10,SC Freiburg,10,,
Ondrej Duda,Hertha BSC,14,Hertha BSC,14,,
Ondrej Duda,FC Schalke 04,18,FC Schalke 04,18,,
Matheus Cunha,Werder Bremen,17,Werder Bremen,17,1,
Matheus Cunha,E. Frankfurt,5,E. Frankfurt,5,,
Matheus Cunha,FC Bayern,1,FC Bayern,1,1,1
Matheus Cunha,VfB Stuttgart,9,VfB Stuttgart,9,,
Matheus Cunha,RB Leipzig,2,RB Leipzig,2,,
Matheus Cunha,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Matheus Cunha,FC Augsburg,13,FC Augsburg,13,1,1
Matheus Cunha,Bor. Dortmund,3,Bor. Dortmund,3,2,
Matheus Cunha,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Matheus Cunha,Union Berlin,7,Union Berlin,7,,1
Matheus Cunha,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Matheus Cunha,SC Freiburg,10,SC Freiburg,10,,
Matheus Cunha,FC Schalke 04,18,FC Schalke 04,18,,1
Matheus Cunha,1. FC Köln,16,1. FC Köln,16,,
Matheus Cunha,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Matheus Cunha,Werder Bremen,17,Werder Bremen,17,,
Matheus Cunha,E. Frankfurt,5,E. Frankfurt,5,,1
Matheus Cunha,FC Bayern,1,FC Bayern,1,,
Matheus Cunha,VfB Stuttgart,9,VfB Stuttgart,9,,
Matheus Cunha,RB Leipzig,2,RB Leipzig,2,,
Matheus Cunha,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Matheus Cunha,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Matheus Cunha,Union Berlin,7,Union Berlin,7,,
Matheus Cunha,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Matheus Cunha,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Matheus Cunha,SC Freiburg,10,SC Freiburg,10,,
Matheus Cunha,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Emil Forsberg,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,1
Emil Forsberg,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Emil Forsberg,FC Schalke 04,18,FC Schalke 04,18,,1
Emil Forsberg,FC Augsburg,13,FC Augsburg,13,,
Emil Forsberg,Hertha BSC,14,Hertha BSC,14,,
Emil Forsberg,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Emil Forsberg,SC Freiburg,10,SC Freiburg,10,,
Emil Forsberg,E. Frankfurt,5,E. Frankfurt,5,,
Emil Forsberg,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Emil Forsberg,FC Bayern,1,FC Bayern,1,1,1
Emil Forsberg,Werder Bremen,17,Werder Bremen,17,,
Emil Forsberg,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Emil Forsberg,1. FC Köln,16,1. FC Köln,16,,
Emil Forsberg,VfB Stuttgart,9,VfB Stuttgart,9,,
Emil Forsberg,Bor. Dortmund,3,Bor. Dortmund,3,,
Emil Forsberg,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Emil Forsberg,Union Berlin,7,Union Berlin,7,1,
Emil Forsberg,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Emil Forsberg,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Emil Forsberg,SC Freiburg,10,SC Freiburg,10,1,
Emil Forsberg,E. Frankfurt,5,E. Frankfurt,5,1,
Emil Forsberg,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Emil Forsberg,FC Bayern,1,FC Bayern,1,,
Emil Forsberg,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Emil Forsberg,1. FC Köln,16,1. FC Köln,16,,
Emil Forsberg,VfB Stuttgart,9,VfB Stuttgart,9,1,
Emil Forsberg,Bor. Dortmund,3,Bor. Dortmund,3,,1
Emil Forsberg,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Emil Forsberg,Union Berlin,7,Union Berlin,7,,
Josip Brekalo,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Josip Brekalo,SC Freiburg,10,SC Freiburg,10,1,
Josip Brekalo,FC Augsburg,13,FC Augsburg,13,,
Josip Brekalo,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Josip Brekalo,Hertha BSC,14,Hertha BSC,14,,
Josip Brekalo,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Josip Brekalo,FC Schalke 04,18,FC Schalke 04,18,,
Josip Brekalo,Werder Bremen,17,Werder Bremen,17,,1
Josip Brekalo,1. FC Köln,16,1. FC Köln,16,,
Josip Brekalo,E. Frankfurt,5,E. Frankfurt,5,,
Josip Brekalo,FC Bayern,1,FC Bayern,1,,
Josip Brekalo,VfB Stuttgart,9,VfB Stuttgart,9,1,
Josip Brekalo,Bor. Dortmund,3,Bor. Dortmund,3,,
Josip Brekalo,Union Berlin,7,Union Berlin,7,,
Josip Brekalo,RB Leipzig,2,RB Leipzig,2,,
Josip Brekalo,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Josip Brekalo,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Josip Brekalo,SC Freiburg,10,SC Freiburg,10,,
Josip Brekalo,FC Augsburg,13,FC Augsburg,13,,
Josip Brekalo,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Josip Brekalo,FC Schalke 04,18,FC Schalke 04,18,1,
Josip Brekalo,Werder Bremen,17,Werder Bremen,17,,
Josip Brekalo,1. FC Köln,16,1. FC Köln,16,1,
Josip Brekalo,E. Frankfurt,5,E. Frankfurt,5,,
Josip Brekalo,FC Bayern,1,FC Bayern,1,,
Josip Brekalo,VfB Stuttgart,9,VfB Stuttgart,9,,2
Josip Brekalo,Bor. Dortmund,3,Bor. Dortmund,3,,
Josip Brekalo,Union Berlin,7,Union Berlin,7,3,
Josip Brekalo,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Krzysztof Piatek,Werder Bremen,17,Werder Bremen,17,,
Krzysztof Piatek,E. Frankfurt,5,E. Frankfurt,5,,
Krzysztof Piatek,FC Bayern,1,FC Bayern,1,,1
Krzysztof Piatek,VfB Stuttgart,9,VfB Stuttgart,9,,
Krzysztof Piatek,RB Leipzig,2,RB Leipzig,2,,
Krzysztof Piatek,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Krzysztof Piatek,FC Augsburg,13,FC Augsburg,13,1,1
Krzysztof Piatek,Bor. Dortmund,3,Bor. Dortmund,3,,
Krzysztof Piatek,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Krzysztof Piatek,Union Berlin,7,Union Berlin,7,2,
Krzysztof Piatek,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Krzysztof Piatek,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Krzysztof Piatek,SC Freiburg,10,SC Freiburg,10,,
Krzysztof Piatek,FC Schalke 04,18,FC Schalke 04,18,1,
Krzysztof Piatek,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Krzysztof Piatek,1. FC Köln,16,1. FC Köln,16,,
Krzysztof Piatek,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Krzysztof Piatek,Werder Bremen,17,Werder Bremen,17,,
Krzysztof Piatek,E. Frankfurt,5,E. Frankfurt,5,1,
Krzysztof Piatek,FC Bayern,1,FC Bayern,1,,
Krzysztof Piatek,VfB Stuttgart,9,VfB Stuttgart,9,,
Krzysztof Piatek,RB Leipzig,2,RB Leipzig,2,,
Krzysztof Piatek,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Krzysztof Piatek,FC Augsburg,13,FC Augsburg,13,1,
Krzysztof Piatek,Bor. Dortmund,3,Bor. Dortmund,3,,
Krzysztof Piatek,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Krzysztof Piatek,Union Berlin,7,Union Berlin,7,,
