league,player,team_venue_goal_number,opponent_position,final_score,minute,current_score,goal_type
Premier League,Declan Rice,Southampton_H_1,14,3:0,86',3:0,Right-footed shot
Premier League,Ola Aina,West Brom_H_1,17,2:0,30',2:0,Left-footed shot
Premier League,Ola Aina,Burnley_A_1,16,1:1,49',0:1,Chest
Premier League,Ayoze Pérez,Sheff Utd_A_1,20,1:2,24',0:1,Right-footed shot
Premier League,Ayoze Pérez,Sheff Utd_H_1,20,5:0,64',2:0,Counter attack goal
Premier League,Jeff Hendrick,West Ham_A_1,6,0:2,87',0:2,Right-footed shot
Premier League,Jeff Hendrick,Leeds_A_1,14,5:2,26',0:1,Right-footed shot
Premier League,Trezeguet,Fulham_H_1,18,3:1,78',1:1,Left-footed shot
Premier League,Solly March,Man Utd_H_1,12,2:3,90'+5,2:2,Header
Premier League,Solly March,Aston Villa_A_1,6,1:2,56',1:2,Right-footed shot
Premier League,Aaron Connolly,Newcastle_A_1,5,0:3,83',0:3,Right-footed shot
Premier League,Aaron Connolly,Wolves_H_1,12,3:3,13',1:0,Right-footed shot
Premier League,Eddie Nketiah,West Ham_H_1,18,2:1,85',2:1,Right-footed shot
Premier League,Eddie Nketiah,Fulham_H_1,18,1:1,90'+7,1:1,Tap-in
Premier League,Gabriel Martinelli,Sheff Utd_A_1,20,0:3,71',0:2,Left-footed shot
Premier League,Gabriel Martinelli,Crystal Palace_A_1,13,1:3,90'+1,1:2,Right-footed shot
Premier League,Benjamin Mendy,Burnley_H_1,17,5:0,41',3:0,Left-footed shot
Premier League,Benjamin Mendy,Leicester_A_1,3,0:2,58',0:1,Right-footed shot
Premier League,Georginio Wijnaldum,Wolves_H_1,9,4:0,58',2:0,Counter attack goal
Premier League,Georginio Wijnaldum,West Ham_A_1,6,1:3,84',0:3,Right-footed shot
Premier League,Ezri Konsa,Sheff Utd_H_1,17,1:0,63',1:0,Header
Premier League,Ezri Konsa,Brighton_H_1,16,1:2,47',1:1,Right-footed shot
Premier League,Jairo Riedewald,Fulham_A_1,20,1:2,8',0:1,Left-footed shot
Premier League,Jairo Riedewald,Newcastle_A_1,16,1:2,21',1:1,Left-footed shot
Premier League,Semi Ajayi,Liverpool_A_1,1,1:1,82',1:1,Header
Premier League,Semi Ajayi,Wolves_A_1,14,2:3,52',2:2,Header
Premier League,Ben Mee,Sheff Utd_H_1,20,1:0,32',1:0,Header
Premier League,Ben Mee,Aston Villa_H_1,8,3:2,52',1:1,Header
Premier League,Yerry Mina,Brighton_H_1,14,4:2,45'+2,2:1,Header
Premier League,Yerry Mina,Arsenal_H_1,15,2:1,45',2:1,Header
Premier League,Thiago Silva,Sheff Utd_H_1,19,4:1,77',3:1,Header
Premier League,Thiago Silva,West Ham_H_1,10,3:0,10',1:0,Header
Premier League,Gabriel,Fulham_A_1,18,0:3,49',0:2,Header
Premier League,Gabriel,Wolves_H_1,11,1:2,30',1:1,Header
Premier League,Jóhann Berg Gudmundsson,Brighton_H_1,15,1:1,53',1:1,Left-footed shot
Premier League,Jóhann Berg Gudmundsson,Crystal Palace_A_1,13,0:3,5',0:1,Left-footed shot
Premier League,Jamaal Lascelles,Wolves_H_1,12,1:1,52',1:0,Header
Premier League,Jamaal Lascelles,Aston Villa_H_1,9,1:1,90'+4,1:1,Header
Premier League,Hal Robson-Kanu,Liverpool_H_1,5,1:2,15',1:0,Left-footed shot
Premier League,Hal Robson-Kanu,Leeds_A_1,10,3:1,90',3:1,Left-footed shot
Premier League,Issa Diop,Sheff Utd_H_1,20,3:0,58',2:0,Header
Premier League,Issa Diop,Newcastle_A_1,17,3:2,73',2:1,Header
Premier League,Jayden Bogle,Brighton_A_1,16,1:1,63',0:1,Left-footed shot
Premier League,Jayden Bogle,West Brom_H_1,19,2:1,56',1:1,Left-footed shot
Premier League,Marcos Alonso,Burnley_H_1,14,2:0,84',2:0,Left-footed shot
Premier League,Marcos Alonso,Man City_A_1,1,1:2,90'+2,1:2,Right-footed shot
Premier League,Andrew Robertson,Arsenal_H_1,3,3:1,34',2:1,Left-footed shot
Premier League,Saïd Benrahma,Brighton_A_1,17,1:1,87',1:1,Right-footed shot
Premier League,Andros Townsend,Man Utd_A_1,10,1:3,7',0:1,Right-footed shot
Premier League,Luke Shaw,Man City_A_1,1,0:2,50',0:2,Left-footed shot
Premier League,Marc Albrighton,Newcastle_H_1,17,2:4,80',1:4,Right-footed shot
Premier League,Willian,West Brom_H_1,19,3:1,90',3:1,Direct free kick
Premier League,Kieran Tierney,West Brom_A_1,19,0:4,23',0:1,Right-footed shot
Premier League,Wilfred Ndidi,Chelsea_H_1,9,2:0,6',1:0,Left-footed shot
Premier League,Steven Bergwijn,Aston Villa_H_1,11,1:2,8',1:0,Right-footed shot
Premier League,Darnell Furlong,Newcastle_A_1,14,2:1,50',1:1,Right-footed shot
Premier League,Jordan Ayew,Leeds_H_1,12,4:1,70',4:1,Right-footed shot
Premier League,Jonjo Shelvey,Crystal Palace_H_1,13,1:2,2',1:0,Right-footed shot
Premier League,Héctor Bellerín,Leeds_H_1,10,4:2,45',3:0,Right-footed shot
Premier League,Tariq Lamptey,Spurs_A_1,5,2:1,56',1:1,Right-footed shot
Premier League,Reece James,Brighton_A_1,16,1:3,56',1:2,Right-footed shot
Premier League,Granit Xhaka,Chelsea_H_1,6,3:1,44',2:0,Direct free kick
Premier League,Jay Rodríguez,Crystal Palace_A_1,13,0:3,10',0:2,Header
Premier League,Alex Iwobi,Wolves_A_1,13,1:2,6',0:1,Right-footed shot
Premier League,Kalvin Phillips,West Brom_H_1,19,3:1,42',2:0,Direct free kick
Premier League,Tyler Roberts,Southampton_A_1,14,0:2,90'+5,0:2,Right-footed shot
Premier League,César Azpilicueta,Burnley_H_1,14,2:0,40',1:0,Right-footed shot
Premier League,Curtis Jones,Sheff Utd_A_1,20,0:2,48',0:1,Right-footed shot
Premier League,Martin Ødegaard,Spurs_H_1,6,2:1,44',1:1,Left-footed shot
Premier League,Joel Matip,Wolves_H_1,9,4:0,67',3:0,Header
Premier League,Juan Mata,Wolves_A_1,12,1:2,45'+4,1:2,Penalty
Premier League,Jan Bednarek,Man Utd_H_1,7,2:3,23',1:0,Header
Premier League,Nélson Semedo,Man Utd_H_1,2,1:2,39',1:1,Right-footed shot
Premier League,Matthew Lowton,Crystal Palace_A_1,13,0:3,47',0:3,Right-footed shot
Premier League,João Moutinho,Arsenal_H_1,11,2:1,49',2:1,Right-footed shot
Premier League,Luka Milivojevic,West Brom_H_1,19,1:0,37',1:0,Penalty
Premier League,Joachim Andersen,Leeds_H_1,11,1:2,38',1:1,Right-footed shot
Premier League,Adam Lallana,Leicester_H_1,3,1:2,10',1:0,Right-footed shot
Premier League,Victor Lindelöf,Leeds_H_1,13,6:2,37',4:0,Right-footed shot
Premier League,Mario Lemina,Liverpool_A_1,7,0:1,45',0:1,Right-footed shot
Premier League,Joël Veltman,Crystal Palace_H_1,14,1:2,55',1:1,Left-footed shot
Premier League,Oliver Burke,Man Utd_A_1,2,1:2,74',1:2,Right-footed shot
Premier League,Kyle Walker,Sheff Utd_A_1,18,0:1,28',0:1,Right-footed shot
Premier League,Oliver McBurnie,Leicester_H_1,6,1:2,26',1:1,Header
Premier League,Willy Boly,West Brom_H_1,19,2:3,43',2:1,Right-footed shot
Premier League,Rayan Aït Nouri,Crystal Palace_H_1,9,2:0,18',1:0,Left-footed shot
Premier League,Jordan Henderson,Crystal Palace_A_1,12,0:7,52',0:4,Right-footed shot
Premier League,Alexis Mac Allister,Crystal Palace_A_1,13,1:1,90',1:1,Right-footed shot
Premier League,Oriol Romeu,West Brom_H_1,17,2:0,69',2:0,Right-footed shot
Premier League,Gary Cahill,Newcastle_A_1,16,1:2,25',1:2,Header
Premier League,Donny van de Beek,Crystal Palace_H_1,8,1:3,80',1:2,Right-footed shot
Premier League,Robbie Brady,Everton_H_1,10,1:1,3',1:0,Right-footed shot
Premier League,Tyrick Mitchell,Aston Villa_H_1,11,3:2,84',3:2,Chest
Premier League,Giovani Lo Celso,Man City_H_1,7,2:0,65',2:0,Left-footed shot
Premier League,Nathan Tella,Fulham_H_1,18,3:1,60',2:0,Right-footed shot
Premier League,Dwight Gayle,West Brom_H_1,19,2:1,82',2:1,Header
Premier League,Nathaniel Phillips,Burnley_A_1,15,0:3,52',0:2,Header
Premier League,Manuel Lanzini,Spurs_A_1,6,3:3,90'+4,3:3,Long distance kick
Premier League,Willian José,Sheff Utd_H_1,20,1:0,59',1:0,Right-footed shot
Premier League,Joe Bryan,Man Utd_A_1,2,1:1,76',1:1,Header
Premier League,Keinan Davis,West Brom_H_1,19,2:2,90'+2,2:2,Left-footed shot
Premier League,Sander Berge,Liverpool_A_1,4,2:1,13',0:1,Penalty
Premier League,Dennis Praet,Burnley_H_1,12,4:2,79',4:2,Right-footed shot
Premier League,Ryan Fredericks,Sheff Utd_H_1,20,3:0,90'+6,3:0,Right-footed shot
Premier League,Alex Oxlade-Chamberlain,Burnley_A_1,15,0:3,88',0:3,Left-footed shot
Premier League,Tom Cairney,Crystal Palace_H_1,15,1:2,90'+5,1:2,Left-footed shot
Premier League,Conor Hourihane,Fulham_A_1,18,0:3,15',0:2,Right-footed shot
Premier League,Conor Coady,Man City_A_1,1,4:1,61',1:1,Header
Premier League,James Tarkowski,Man Utd_A_1,2,3:1,50',1:1,Header
Premier League,Yves Bissouma,Everton_A_1,3,4:2,90'+2,4:2,Right-footed shot
Premier League,Cheikhou Kouyaté,Everton_H_1,2,1:2,26',1:1,Header
Premier League,Leander Dendoncker,West Ham_H_1,5,2:3,44',1:3,Header
Premier League,Alisson,West Brom_A_1,19,1:2,90'+5,1:2,Header
Premier League,Rúben Dias,West Ham_H_1,4,2:1,30',1:0,Header
Premier League,Ruben Loftus-Cheek,Everton_H_1,8,2:3,70',2:3,Right-footed shot
Premier League,Fred,Spurs_A_1,6,1:3,57',1:1,Left-footed shot
Premier League,Adam Webster,Man City_H_1,1,3:2,72',2:2,Header
Premier League,Mason Holgate,Leicester_A_1,3,0:2,72',0:2,Left-footed shot
Premier League,Moussa Djenepo,West Brom_H_1,17,2:0,41',1:0,Left-footed shot
Premier League,Pascal Struijk,Arsenal_A_1,11,4:2,58',4:1,Header
Premier League,Dan Burn,Man City_H_1,1,3:2,76',3:2,Right-footed shot
Premier League,Toby Alderweireld,Leeds_H_1,11,3:0,50',3:0,Header
Premier League,Liam Cooper,Man Utd_A_1,2,6:2,41',4:1,Header
Premier League,Thiago,Southampton_H_1,13,2:0,90',2:0,Right-footed shot
Premier League,Ben Osborn,Leeds_A_1,11,2:1,45'+2,1:1,Right-footed shot
Premier League,Mohamed Elneny,Newcastle_A_1,16,0:2,5',0:1,Right-footed shot
Premier League,Caglar Söyüncü,Man Utd_A_1,2,1:2,66',1:2,Header
Premier League,Erik Lamela,Arsenal_A_1,10,2:1,33',0:1,Left-footed shot
Premier League,Ciaran Clark,Leeds_A_1,14,5:2,65',2:2,Header
Premier League,Karlan Grant,Brighton_A_1,16,1:1,83',1:1,Right-footed shot
Premier League,Grady Diangana,Everton_A_1,9,5:2,10',0:1,Left-footed shot
Premier League,David Luiz,Leicester_A_1,3,1:3,39',1:1,Header
Premier League,Antonio Rüdiger,Leicester_H_1,3,2:1,47',1:0,Left-footed shot
Premier League,Fabian Schär,Fulham_A_1,18,0:2,88',0:2,Penalty
Premier League,Andy Carroll,Leicester_H_1,5,1:2,82',1:2,Left-footed shot
Premier League,Emil Krafth,Man City_H_1,1,3:4,25',1:0,Header
