league,player,team_venue_goal_number,opponent_position,final_score,minute,current_score,goal_type
Bundesliga,Kevin Möhwald,VfL Wolfsburg_A_1,6,5:3,35',2:2,Header
Bundesliga,Kevin Möhwald,Bor. Dortmund_H_1,5,1:2,28',1:1,Right-footed shot
Bundesliga,Kevin Möhwald,FC Schalke 04_H_1,18,1:1,77',1:1,Right-footed shot
Bundesliga,Kevin Möhwald,Arm. Bielefeld_A_1,16,0:2,75',0:2,Right-footed shot
Bundesliga,Kevin Möhwald,VfL Wolfsburg_H_1,3,1:2,45',1:2,Right-footed shot
Bundesliga,Mats Hummels,FC Schalke 04_H_1,17,3:0,78',3:0,Header
Bundesliga,Mats Hummels,Arm. Bielefeld_A_1,14,0:2,53',0:1,Right-footed shot
Bundesliga,Mats Hummels,E. Frankfurt_H_1,4,1:2,45',1:1,Left-footed shot
Bundesliga,Mats Hummels,Werder Bremen_H_1,13,4:1,87',4:1,Header
Bundesliga,Filip Kostic,Arm. Bielefeld_A_1,15,1:5,27',0:2,Left-footed shot
Bundesliga,Filip Kostic,TSG Hoffenheim_A_1,12,1:3,15',0:1,Left-footed shot
Bundesliga,Filip Kostic,VfB Stuttgart_H_1,10,1:1,69',1:1,Left-footed shot
Bundesliga,Filip Kostic,Union Berlin_H_1,7,5:2,39',3:1,Left-footed shot
Bundesliga,Moussa Diaby,FC Augsburg_H_1,6,3:1,90'+4,3:1,Counter attack goal
Bundesliga,Moussa Diaby,1. FC Köln_A_1,15,0:4,10',0:2,Left-footed shot
Bundesliga,Moussa Diaby,Bor. Dortmund_H_1,4,2:1,14',1:0,Left-footed shot
Bundesliga,Moussa Diaby,1. FC Köln_H_1,17,3:0,51',2:0,Left-footed shot
Bundesliga,Joshua Kimmich,TSG Hoffenheim_A_1,6,4:1,36',2:1,Right-footed shot
Bundesliga,Joshua Kimmich,1.FSV Mainz 05_H_1,17,5:2,50',1:2,Header
Bundesliga,Joshua Kimmich,Bay. Leverkusen_H_1,6,2:0,13',2:0,Right-footed shot
Bundesliga,Joshua Kimmich,FC Augsburg_H_1,12,5:2,33',3:0,Right-footed shot
Bundesliga,Giovanni Reyna,Bor. M'gladbach_H_1,8,3:0,35',1:0,Right-footed shot
Bundesliga,Giovanni Reyna,E. Frankfurt_A_1,9,1:1,56',1:1,Right-footed shot
Bundesliga,Giovanni Reyna,VfB Stuttgart_H_1,8,1:5,39',1:1,Right-footed shot
Bundesliga,Giovanni Reyna,Werder Bremen_H_1,13,4:1,29',1:1,Right-footed shot
Bundesliga,Angeliño,FC Schalke 04_H_1,18,4:0,35',2:0,Header
Bundesliga,Angeliño,FC Augsburg_A_1,2,0:2,45',0:1,Header
Bundesliga,Angeliño,SC Freiburg_H_1,13,3:0,89',3:0,Direct free kick
Bundesliga,Angeliño,Arm. Bielefeld_H_1,16,2:1,29',1:0,Left-footed shot
Bundesliga,Lucas Höler,Bay. Leverkusen_H_1,4,2:4,3',1:0,Right-footed shot
Bundesliga,Lucas Höler,1. FC Köln_H_1,15,5:0,79',5:0,Right-footed shot
Bundesliga,Lucas Höler,Bay. Leverkusen_A_1,5,1:2,61',0:2,Right-footed shot
Bundesliga,Lucas Höler,FC Schalke 04_H_1,18,4:0,7',1:0,Left-footed shot
Bundesliga,Daniel Didavi,1.FSV Mainz 05_A_1,15,1:4,61',1:2,Left-footed shot
Bundesliga,Daniel Didavi,FC Augsburg_A_1,10,1:4,87',1:4,Left-footed shot
Bundesliga,Daniel Didavi,FC Schalke 04_H_1,18,5:1,90'+2,5:1,Left-footed shot
Bundesliga,Daniel Didavi,Bor. Dortmund_H_1,5,2:3,78',2:2,Left-footed shot
Bundesliga,Karim Onisiwo,FC Augsburg_A_1,11,3:1,64',1:1,Left-footed shot
Bundesliga,Karim Onisiwo,Bor. M'gladbach_A_1,7,1:2,10',0:1,Left-footed shot
Bundesliga,Karim Onisiwo,1. FC Köln_A_1,16,2:3,65',2:2,Right-footed shot
Bundesliga,Karim Onisiwo,E. Frankfurt_A_1,4,1:1,11',0:1,Right-footed shot
Bundesliga,Kerem Demirbay,RB Leipzig_H_1,4,1:1,20',1:1,Left-footed shot
Bundesliga,Kerem Demirbay,VfB Stuttgart_H_1,10,5:2,18',1:0,Left-footed shot
Bundesliga,Kerem Demirbay,E. Frankfurt_H_1,4,3:1,90'+2,3:1,Left-footed shot
Bundesliga,Willi Orban,FC Schalke 04_H_1,18,4:0,45'+2,3:0,Header
Bundesliga,Willi Orban,VfL Wolfsburg_A_1,6,2:2,54',2:2,Right-footed shot
Bundesliga,Willi Orban,FC Schalke 04_A_1,18,0:3,87',0:3,Header
Bundesliga,Willi Orban,Hertha BSC_A_1,15,0:3,84',0:3,Header
Bundesliga,Leonardo Bittencourt,Arm. Bielefeld_H_1,6,1:0,27',1:0,Right-footed shot
Bundesliga,Leonardo Bittencourt,1. FC Köln_H_1,16,1:1,82',1:1,Penalty
Bundesliga,Leonardo Bittencourt,VfL Wolfsburg_A_1,6,5:3,13',0:1,Left-footed shot
Bundesliga,Leonardo Bittencourt,Hertha BSC_A_1,14,1:4,57',1:3,Right-footed shot
Bundesliga,Gonzalo Castro,Hertha BSC_A_1,13,0:2,68',0:2,Right-footed shot
Bundesliga,Gonzalo Castro,E. Frankfurt_H_1,10,2:2,37',2:0,Right-footed shot
Bundesliga,Gonzalo Castro,FC Augsburg_A_1,10,1:4,61',1:3,Right-footed shot
Bundesliga,Gonzalo Castro,VfL Wolfsburg_H_1,3,1:3,90'+2,1:3,Right-footed shot
Bundesliga,Luka Jovic,FC Schalke 04_H_1,17,3:1,72',2:1,Right-footed shot
Bundesliga,Luka Jovic,Arm. Bielefeld_A_1,15,1:5,75',1:5,Left-footed shot
Bundesliga,Luka Jovic,VfL Wolfsburg_H_1,3,4:3,27',2:1,Right-footed shot
Bundesliga,Bas Dost,Hertha BSC_A_1,2,1:3,36',0:2,Header
Bundesliga,Bas Dost,TSG Hoffenheim_H_1,1,2:1,71',2:1,Left-footed shot
Bundesliga,Bas Dost,Union Berlin_A_1,5,3:3,79',2:3,Left-footed shot
Bundesliga,Bas Dost,VfL Wolfsburg_A_1,5,2:1,63',0:1,Penalty
Bundesliga,Philipp Lienhart,Werder Bremen_H_1,7,1:1,15',1:0,Right-footed shot
Bundesliga,Philipp Lienhart,Bor. M'gladbach_H_1,7,2:2,32',1:1,Header
Bundesliga,Philipp Lienhart,1. FC Köln_H_1,15,5:0,69',4:0,Header
Bundesliga,Philipp Lienhart,FC Augsburg_H_1,13,2:0,79',2:0,Header
Bundesliga,Woo-yeong Jeong,Arm. Bielefeld_H_1,16,2:0,90'+2,2:0,Right-footed shot
Bundesliga,Woo-yeong Jeong,VfB Stuttgart_H_1,10,2:1,37',2:1,Left-footed shot
Bundesliga,Woo-yeong Jeong,Bor. Dortmund_H_1,6,2:1,49',1:0,Left-footed shot
Bundesliga,Woo-yeong Jeong,E. Frankfurt_A_1,5,3:1,77',1:1,Left-footed shot
Bundesliga,Ramy Bensebaini,Bor. Dortmund_H_1,4,4:2,50',3:2,Right-footed shot
Bundesliga,Ramy Bensebaini,E. Frankfurt_H_1,4,4:0,67',3:0,Header
Bundesliga,Ramy Bensebaini,Arm. Bielefeld_H_1,16,5:0,19',3:0,Penalty
Bundesliga,Ramy Bensebaini,Werder Bremen_A_1,16,2:4,58',0:3,Header
Bundesliga,Munas Dabbur,FC Bayern_H_1,1,4:1,24',2:0,Right-footed shot
Bundesliga,Munas Dabbur,Union Berlin_H_1,12,1:3,80',1:1,Right-footed shot
Bundesliga,Munas Dabbur,Bor. Dortmund_A_1,6,2:2,31',1:1,Right-footed shot
Bundesliga,Munas Dabbur,Werder Bremen_H_1,11,4:0,49',3:0,Right-footed shot
Bundesliga,Marcus Ingvartsen,1.FSV Mainz 05_H_1,17,4:0,49',2:0,Left-footed shot
Bundesliga,Marcus Ingvartsen,FC Augsburg_A_1,12,2:1,25',1:1,Left-footed shot
Bundesliga,Marcus Ingvartsen,FC Bayern_A_1,1,1:1,85',1:1,Left-footed shot
Bundesliga,Maximilian Arnold,Arm. Bielefeld_H_1,14,2:1,20',2:0,Left-footed shot
Bundesliga,Maximilian Arnold,1. FC Köln_A_1,15,2:2,29',1:1,Direct free kick
Bundesliga,Maximilian Arnold,Arm. Bielefeld_A_1,16,0:3,54',0:3,Left-footed shot
Bundesliga,Milot Rashica,RB Leipzig_H_1,2,1:4,61',1:3,Penalty
Bundesliga,Milot Rashica,Bor. Dortmund_A_1,5,4:1,14',0:1,Right-footed shot
Bundesliga,Milot Rashica,Bor. M'gladbach_H_1,8,2:4,81',1:4,Right-footed shot
Bundesliga,Wataru Endo,FC Schalke 04_H_1,18,5:1,10',1:0,Right-footed shot
Bundesliga,Wataru Endo,Bor. M'gladbach_A_1,7,1:2,72',1:1,Right-footed shot
Bundesliga,Christian Günter,FC Schalke 04_H_1,18,4:0,50',3:0,Left-footed shot
Bundesliga,Christian Günter,FC Bayern_H_1,1,2:2,81',2:2,Left-footed shot
Bundesliga,Amadou Haidara,1.FSV Mainz 05_H_1,12,3:1,51',3:1,Right-footed shot
Bundesliga,Amadou Haidara,1. FC Köln_A_1,17,2:1,59',1:1,Right-footed shot
Bundesliga,Amadou Haidara,VfB Stuttgart_H_1,10,2:0,46',1:0,Header
Bundesliga,Marco Richter,FC Schalke 04_H_1,18,2:2,90'+3,2:2,Header
Bundesliga,Marco Richter,VfB Stuttgart_H_1,11,1:4,46',1:2,Right-footed shot
Bundesliga,Marco Richter,Bor. M'gladbach_H_1,10,3:1,76',2:1,Right-footed shot
Bundesliga,Amin Younes,Bay. Leverkusen_H_1,2,2:1,22',1:1,Right-footed shot
Bundesliga,Amin Younes,SC Freiburg_A_1,9,2:2,6',0:1,Left-footed shot
Bundesliga,Amin Younes,FC Bayern_H_1,1,2:1,31',2:0,Right-footed shot
Bundesliga,Sheraldo Becker,Arm. Bielefeld_H_1,15,5:0,45'+2,3:0,Right-footed shot
Bundesliga,Sheraldo Becker,Werder Bremen_A_1,13,0:2,12',0:1,Left-footed shot
Bundesliga,Sheraldo Becker,VfL Wolfsburg_H_1,6,2:2,29',1:1,Right-footed shot
Bundesliga,Theodor Gebre Selassie,FC Augsburg_H_1,11,2:0,84',1:0,Right-footed shot
Bundesliga,Theodor Gebre Selassie,E. Frankfurt_H_1,4,2:1,47',1:1,Right-footed shot
Bundesliga,Theodor Gebre Selassie,Union Berlin_A_1,8,3:1,82',3:1,Header
Bundesliga,Hannes Wolf,RB Leipzig_H_1,1,1:0,60',1:0,
Bundesliga,Hannes Wolf,FC Schalke 04_H_1,18,4:1,80',4:1,Left-footed shot
Bundesliga,Hannes Wolf,E. Frankfurt_H_1,4,4:0,90'+5,4:0,Left-footed shot
Bundesliga,Julian Brandt,Bay. Leverkusen_A_1,3,2:1,67',1:1,Right-footed shot
Bundesliga,Julian Brandt,Hertha BSC_H_1,15,2:0,54',1:0,Right-footed shot
Bundesliga,Julian Brandt,1.FSV Mainz 05_A_1,12,1:3,80',0:3,Left-footed shot
Bundesliga,Nico Elvedi,Werder Bremen_H_1,12,1:0,66',1:0,Header
Bundesliga,Nico Elvedi,Bor. Dortmund_H_1,4,4:2,11',1:0,Header
Bundesliga,Nordi Mukiele,VfL Wolfsburg_A_1,6,2:2,4',0:1,Right-footed shot
Bundesliga,Nordi Mukiele,FC Schalke 04_A_1,18,0:3,45'+3,0:1,Header
Bundesliga,Nordi Mukiele,Hertha BSC_A_1,15,0:3,71',0:2,Right-footed shot
Bundesliga,Jonas Hector,Werder Bremen_H_1,11,1:1,83',1:1,Left-footed shot
Bundesliga,Jonas Hector,RB Leipzig_H_1,2,2:1,46',1:0,Header
Bundesliga,Moussa Niakhaté,RB Leipzig_H_1,2,3:2,24',1:1,Right-footed shot
Bundesliga,Moussa Niakhaté,Union Berlin_H_1,8,1:0,22',1:0,Penalty
Bundesliga,Philipp Förster,Bor. Dortmund_A_1,4,1:5,60',1:3,Left-footed shot
Bundesliga,Philipp Förster,Union Berlin_A_1,7,2:1,49',2:1,Left-footed shot
Bundesliga,Philipp Förster,FC Augsburg_H_1,14,2:1,11',1:0,Right-footed shot
Bundesliga,Cedric Teuchert,TSG Hoffenheim_A_1,9,1:3,90'+4,1:3,Right-footed shot
Bundesliga,Cedric Teuchert,Arm. Bielefeld_H_1,15,5:0,89',5:0,Right-footed shot
Bundesliga,Cedric Teuchert,Bay. Leverkusen_H_1,3,1:0,88',1:0,Right-footed shot
Bundesliga,Grischa Prömel,FC Bayern_H_1,1,1:1,4',1:0,Header
Bundesliga,Grischa Prömel,SC Freiburg_A_1,8,0:1,64',0:1,Header
Bundesliga,Grischa Prömel,VfB Stuttgart_H_1,9,2:1,20',1:0,Header
Bundesliga,Evan N'Dicka,TSG Hoffenheim_A_1,12,1:3,62',1:2,Header
Bundesliga,Evan N'Dicka,1. FC Köln_H_1,14,2:0,79',2:0,Header
Bundesliga,Evan N'Dicka,FC Schalke 04_A_1,18,4:3,51',1:2,Header
Bundesliga,Peter Pekarik,Werder Bremen_A_1,17,1:4,42',0:1,Right-footed shot
Bundesliga,Peter Pekarik,Union Berlin_H_1,6,3:1,51',1:1,Right-footed shot
Bundesliga,Peter Pekarik,SC Freiburg_H_1,9,3:0,22',2:0,Header
Bundesliga,Mark Uth,Werder Bremen_H_1,16,1:3,90'+3,1:3,Left-footed shot
Bundesliga,Mark Uth,1.FSV Mainz 05_A_1,18,2:2,36',1:1,Direct free kick
Bundesliga,Mark Uth,TSG Hoffenheim_A_1,11,4:2,12',0:1,Left-footed shot
Bundesliga,Justin Kluivert,FC Bayern_A_1,1,3:3,36',2:2,Right-footed shot
Bundesliga,Justin Kluivert,VfL Wolfsburg_H_1,3,2:2,51',1:2,Left-footed shot
Bundesliga,Justin Kluivert,Union Berlin_A_1,7,2:1,55',0:1,Right-footed shot
Bundesliga,Sebastian Andersson,TSG Hoffenheim_H_1,11,2:3,22',1:1,Header
Bundesliga,Sebastian Andersson,VfB Stuttgart_A_1,5,1:1,23',1:1,Penalty
Bundesliga,Sebastian Andersson,SC Freiburg_H_1,9,1:4,49',1:2,Left-footed shot
Bundesliga,Davie Selke,Hertha BSC_H_1,14,1:4,69',1:3,Header
Bundesliga,Davie Selke,VfB Stuttgart_H_1,10,1:2,90'+3,1:2,Header
Bundesliga,Davie Selke,Hertha BSC_A_1,14,1:4,10',0:1,Penalty
Bundesliga,Eric Maxim Choupo-Moting,1. FC Köln_H_1,14,5:1,18',1:0,Header
Bundesliga,Eric Maxim Choupo-Moting,VfL Wolfsburg_A_1,3,2:3,24',0:2,Left-footed shot
Bundesliga,Eric Maxim Choupo-Moting,Bay. Leverkusen_H_1,6,2:0,8',1:0,Right-footed shot
Bundesliga,Kevin Stöger,Arm. Bielefeld_A_1,17,2:1,82',2:1,Left-footed shot
Bundesliga,Kevin Stöger,Bay. Leverkusen_A_1,5,2:2,90'+2,2:2,Left-footed shot
Bundesliga,Kevin Stöger,Bor. M'gladbach_A_1,7,1:2,86',1:2,Left-footed shot
Bundesliga,Youssoufa Moukoko,Union Berlin_A_1,6,2:1,60',1:1,Left-footed shot
Bundesliga,Youssoufa Moukoko,SC Freiburg_A_1,9,2:1,76',2:1,Right-footed shot
Bundesliga,Youssoufa Moukoko,Hertha BSC_H_1,15,2:0,90'+1,2:0,Left-footed shot
Bundesliga,Nadiem Amiri,SC Freiburg_A_1,13,2:4,64',1:3,Right-footed shot
Bundesliga,Nadiem Amiri,E. Frankfurt_A_1,9,2:1,9',0:1,Right-footed shot
Bundesliga,Maximilian Eggestein,TSG Hoffenheim_H_1,8,1:1,5',1:0,Left-footed shot
Bundesliga,Maximilian Eggestein,FC Bayern_A_1,1,1:1,45',0:1,Left-footed shot
Bundesliga,Jean-Paul Boëtius,1. FC Köln_A_1,16,2:3,11',0:1,Right-footed shot
Bundesliga,Jean-Paul Boëtius,VfL Wolfsburg_A_1,4,2:3,44',0:1,Right-footed shot
Bundesliga,Amine Harit,TSG Hoffenheim_H_1,13,4:0,79',4:0,Right-footed shot
Bundesliga,Amine Harit,Hertha BSC_H_1,14,1:2,6',1:0,Left-footed shot
Bundesliga,David Alaba,Bor. Dortmund_A_1,2,2:3,45'+4,1:1,Direct free kick
Bundesliga,David Alaba,FC Schalke 04_A_1,18,0:4,90',0:4,Left-footed shot
Bundesliga,Xaver Schlager,FC Schalke 04_A_1,17,0:2,24',0:2,Right-footed shot
Bundesliga,Xaver Schlager,VfB Stuttgart_A_1,10,1:3,13',0:1,Left-footed shot
Bundesliga,Yannick Gerhardt,SC Freiburg_H_1,9,3:0,85',3:0,Right-footed shot
Bundesliga,Yannick Gerhardt,VfB Stuttgart_A_1,10,1:3,65',0:3,Right-footed shot
Bundesliga,Stefan Lainer,1. FC Köln_A_1,16,1:3,16',0:2,Header
Bundesliga,Stefan Lainer,FC Schalke 04_A_1,18,0:3,63',0:2,Header
Bundesliga,Marius Wolf,Arm. Bielefeld_H_1,15,3:1,9',1:0,Right-footed shot
Bundesliga,Martin Hinteregger,Hertha BSC_H_1,14,3:1,85',2:1,Header
Bundesliga,Martin Hinteregger,FC Augsburg_H_1,11,2:0,38',1:0,Header
Bundesliga,Aymen Barkok,RB Leipzig_H_1,2,1:1,43',1:0,Right-footed shot
Bundesliga,Aymen Barkok,Bor. M'gladbach_H_1,8,3:3,32',3:1,Right-footed shot
Bundesliga,Mattéo Guendouzi,Bor. M'gladbach_A_1,7,1:1,47',0:1,Right-footed shot
Bundesliga,Mattéo Guendouzi,FC Schalke 04_H_1,18,3:0,36',1:0,Right-footed shot
Bundesliga,Jan Thielmann,VfL Wolfsburg_H_1,5,2:2,18',1:0,Right-footed shot
Bundesliga,Jan Thielmann,FC Schalke 04_A_1,18,1:2,90'+3,1:2,Right-footed shot
Bundesliga,Ryan Sessegnon,VfB Stuttgart_H_1,8,3:3,47',2:2,Left-footed shot
Bundesliga,Ryan Sessegnon,Bor. M'gladbach_A_1,8,1:2,86',1:2,Left-footed shot
Bundesliga,Jonathan Schmid,Bor. Dortmund_H_1,6,2:1,52',2:0,Right-footed shot
Bundesliga,Jonathan Schmid,1. FC Köln_A_1,17,1:4,90'+6,1:4,Right-footed shot
Bundesliga,Jonathan Burkardt,FC Bayern_A_1,1,5:2,32',0:1,Left-footed shot
Bundesliga,Jonathan Burkardt,FC Bayern_H_1,1,2:1,3',1:0,Right-footed shot
Bundesliga,Leandro Barreiro,RB Leipzig_H_1,2,3:2,50',3:2,Right-footed shot
Bundesliga,Leandro Barreiro,1. FC Köln_A_1,16,2:3,90'+1,2:3,Right-footed shot
Bundesliga,Dominick Drexler,TSG Hoffenheim_H_1,11,2:3,86',2:2,Right-footed shot
Bundesliga,Dominick Drexler,FC Bayern_H_1,2,1:2,82',1:2,Right-footed shot
Bundesliga,Florian Grillitsch,FC Augsburg_H_1,8,3:1,17',1:0,Header
Bundesliga,Marcel Halstenberg,FC Schalke 04_H_1,18,4:0,80',4:0,Penalty
Bundesliga,Marcel Halstenberg,1.FSV Mainz 05_A_1,17,3:2,30',1:2,Left-footed shot
Bundesliga,Andreas Voglsammer,1.FSV Mainz 05_A_1,15,1:1,76',1:1,Right-footed shot
Bundesliga,Andreas Voglsammer,TSG Hoffenheim_H_1,11,1:1,23',1:1,Direct free kick
Bundesliga,Sargis Adamyan,VfL Wolfsburg_A_1,11,2:1,87',2:1,Right-footed shot
Bundesliga,Sargis Adamyan,Hertha BSC_H_1,14,2:1,49',1:1,Left-footed shot
Bundesliga,Matthias Ginter,1.FSV Mainz 05_A_1,18,2:3,83',2:3,Header
Bundesliga,Matthias Ginter,E. Frankfurt_H_1,4,4:0,10',1:0,Header
Bundesliga,Marc Oliver Kempf,Hertha BSC_A_1,13,0:2,9',0:1,Header
Bundesliga,Marc Oliver Kempf,TSG Hoffenheim_A_1,13,3:3,90'+3,3:3,Left-footed shot
Bundesliga,Tanguy Coulibaly,FC Bayern_H_1,1,1:3,20',1:0,Left-footed shot
Bundesliga,Tanguy Coulibaly,Bor. Dortmund_A_1,4,1:5,63',1:4,Left-footed shot
Bundesliga,Sergio Córdova,E. Frankfurt_H_1,8,1:5,36',1:3,Header
Bundesliga,Sergio Córdova,1. FC Köln_A_1,16,3:1,72',3:1,Left-footed shot
Bundesliga,Daniel Brosinski,FC Schalke 04_H_1,17,2:2,6',1:0,Penalty
Bundesliga,Daniel Brosinski,Arm. Bielefeld_H_1,17,1:1,56',1:0,Penalty
Bundesliga,Robert Glatzel,Bay. Leverkusen_A_1,5,2:2,89',2:1,Left-footed shot
Bundesliga,Robert Glatzel,TSG Hoffenheim_A_1,11,1:2,1',0:1,Right-footed shot
Bundesliga,Klaas-Jan Huntelaar,Bay. Leverkusen_A_1,6,2:1,81',2:1,Left-footed shot
Bundesliga,Klaas-Jan Huntelaar,E. Frankfurt_H_1,5,4:3,15',1:0,Penalty rebound
Bundesliga,John Anthony Brooks,Werder Bremen_H_1,9,5:3,25',2:1,Header
Bundesliga,John Anthony Brooks,SC Freiburg_H_1,9,3:0,21',1:0,Left-footed shot
Bundesliga,Manuel Akanji,FC Schalke 04_H_1,17,3:0,55',1:0,Tap-in
Bundesliga,Manuel Akanji,VfL Wolfsburg_H_1,4,2:0,66',1:0,Header
Bundesliga,Manuel Gulde,Hertha BSC_H_1,12,4:1,67',3:1,Header
Bundesliga,Manuel Gulde,FC Bayern_H_1,1,2:2,29',1:1,Header
Bundesliga,Ömer Toprak,Bay. Leverkusen_A_1,3,1:1,52',0:1,Right-footed shot
Bundesliga,Ömer Toprak,Hertha BSC_A_1,14,1:4,29',0:2,Header
Bundesliga,Benito Raman,Bor. M'gladbach_A_1,7,4:1,20',1:1,Right-footed shot
Bundesliga,Benito Raman,FC Augsburg_A_1,11,2:2,52',1:1,Right-footed shot
Bundesliga,Valentino Lazaro,Bay. Leverkusen_A_1,4,4:3,90'+4,4:3,Right-footed shot
Bundesliga,Valentino Lazaro,TSG Hoffenheim_A_1,12,3:2,45'+1,0:2,Right-footed shot
Bundesliga,Bartosz Bialek,Werder Bremen_H_1,9,5:3,90'+5,5:3,Right-footed shot
Bundesliga,Bartosz Bialek,1.FSV Mainz 05_A_1,17,0:2,65',0:1,Right-footed shot
Bundesliga,Julian Baumgartlinger,Bor. M'gladbach_H_1,5,4:3,82',4:2,Left-footed shot
Bundesliga,Julian Baumgartlinger,FC Schalke 04_A_1,18,0:3,67',0:2,Header
Bundesliga,Jessic Ngankam,FC Bayern_A_1,7,4:3,88',3:3,Header
Bundesliga,Jessic Ngankam,FC Schalke 04_A_1,18,1:2,74',1:2,Left-footed shot
Bundesliga,Christopher Trimmel,1. FC Köln_H_1,14,2:1,67',2:1,Right-footed shot
Bundesliga,Vladimir Darida,TSG Hoffenheim_A_1,11,2:1,43',0:1,Header
Bundesliga,Nicolas Höfler,1. FC Köln_H_1,15,5:0,39',2:0,Right-footed shot
Bundesliga,Emre Can,SC Freiburg_H_1,5,4:0,47',2:0,Header
Bundesliga,Jude Bellingham,VfB Stuttgart_A_1,8,2:3,47',1:1,Right-footed shot
Bundesliga,Sebastian Rudy,Hertha BSC_A_1,13,0:3,33',0:1,Right-footed shot
Bundesliga,Mateo Klimowicz,1.FSV Mainz 05_A_1,15,1:4,80',1:3,Counter attack goal
